split_1,split_2,pair_count,min_rms_snr,median_rms_snr
train,train,8556,1.503774373058684,44.21476601576801
train,val,1860,1.527013936093937,45.88596342950862
train,test,1767,1.5062322535637365,43.4799002137856
val,val,380,2.016497283940036,48.059389578147346
val,test,380,1.6916392276814394,42.925813642065975
test,test,342,1.7467488856288589,43.94361641603552
