candidate_count,alias_score_min,alias_score_median,alias_score_max,alias_score_q000,alias_score_q010,alias_score_q025,alias_score_q050,alias_score_q075,alias_score_q090,alias_score_q095,alias_score_q099,alias_score_q100,count_alias_score_ge_0.25,fraction_alias_score_ge_0.25,count_alias_score_ge_0.50,fraction_alias_score_ge_0.50,count_alias_score_ge_0.75,fraction_alias_score_ge_0.75,count_alias_score_ge_1.00,fraction_alias_score_ge_1.00
20000,0.009000410963790523,0.0919736269191864,8.737867933580784,0.009000410963790523,0.021380518448439283,0.032894853851896284,0.0919736269191864,0.3172134992517056,0.6306508015182059,0.8322302323154405,1.046431918033354,8.737867933580784,5978,0.2989,2981,0.14905,1359,0.06795,449,0.02245
