candidate_count,selected_count,train_state_count,val_state_count,test_state_count,grid_selection_cutoff_verified,verified_grid_margin_min,verified_grid_margin_median,max_refined_minus_verified_grid_margin,forward64_roundtrip_relL2,refined_recovery_margin_min,refined_recovery_margin_median,refined_recovery_margin_p10,refined_recovery_margin_p90,fraction_refined_margin_ge_1,min_selected_g_separation_rms_snr,max_holdout_to_train_parameter_distance,max_holdout_to_train_rms_snr,parameter_cover_radius,val_a1_span_fraction,val_m_span_fraction,val_loggamma_span_fraction,test_a1_span_fraction,test_m_span_fraction,test_loggamma_span_fraction,direct_forward_relL2,validation_pass,error_count,warning_count
48000,260,200,30,30,0.009413272205815702,0.009415782206104395,0.010894828563157464,-1.679064162013466e-09,0.0,0.00035255886266434154,0.005514040152608656,0.003247824528905839,0.010666266202310818,0.0,1.3026589349897322,0.20002922631113865,4.429814338089404,0.7637242339477455,0.992729269305816,0.9911909878035474,0.9765961217931394,0.9996768334319286,0.9988474487364234,0.9990014852328949,0.0,1,0,3
