state_id,a1,a2,a3,m,gamma,recovery_alias_margin_grid_verified,recovery_alias_margin_grid_formula,grid_formula_minus_verified_margin,recovery_alias_trigger_grid,recovery_alias_a1_grid,recovery_alias_m_grid,recovery_alias_gamma_grid,global_alias_margin_grid_verified,global_alias_margin_grid_formula,global_alias_trigger_grid
33021,0.18960302835330367,0.025,0.0,1.1929850049316881,0.03232747545927315,0.008063463725337006,0.008063464317732782,5.923957765302523e-10,gamma_low,0.18768607965876904,1.2,0.010471285480508996,0.008063463725337006,0.008063464317732782,gamma_low
33022,0.1416171360295266,0.025,0.0,0.6432531900703907,0.3858966298677707,0.010783035858249594,0.010783035870235312,1.198571797367265e-11,a1_low,0.13495911546473163,0.6880000000000001,0.28840315031266056,0.025508903701147195,0.02550890379225566,gamma_low
33023,0.06322856168262661,0.025,0.0,0.8519152402877808,0.012876056912861936,0.0013127609702458316,0.0013127607037310336,-2.6651479807793255e-10,gamma_high,0.0635559510954721,0.8480000000000001,0.023988329190194897,0.0030112340641349575,0.0030112334453949643,gamma_high
33024,0.0631732295267284,0.025,0.0,0.6406784772872924,0.059387629244916446,0.0018104557737242814,0.0018104556292294675,-1.4449481390045593e-10,gamma_low,0.06256553248848702,0.648,0.039810717055349734,0.0038060816672364217,0.0038060818849156163,gamma_low
33025,0.1418205118738115,0.025,0.0,0.8509739466011523,0.19837944497342935,0.006936212865022067,0.0069362124025323674,-4.6248969931550477e-10,gamma_high,0.14468415387586298,0.8320000000000001,0.2398832919019491,0.01997017689929085,0.01997017675144063,gamma_low
33026,0.1898413944523782,0.025,0.0,0.50109638646245,0.022161377952870952,0.0016057380227459943,0.0016057386008594184,5.781134241027858e-10,gamma_low,0.18900241396596318,0.504,0.013803842646028852,0.006222460596342345,0.006222460368119479,gamma_high
33027,0.10882754544727505,0.025,0.0,1.1908504605293273,0.6626875026096357,0.007523264817882527,0.007523264831834385,1.3951857898153452e-11,m_low,0.11290892659376389,1.1360000000000001,0.758577575029184,0.019325949260530714,0.019325949298316623,m_low
33028,0.09023484191857278,0.025,0.0,0.41731765642762186,0.125608688232288,0.0018220085389700038,0.0018220094730758284,9.341058245914552e-10,gamma_high,0.09175109483897724,0.40800000000000003,0.1513561248436208,0.005139137350550631,0.0051391369764794415,gamma_low
33029,0.17093508481048048,0.025,0.0,1.0773560136556624,0.03764439035038763,0.0023667585687289034,0.0023667582510592177,-3.176696856954653e-10,gamma_low,0.1703462554310339,1.08,0.03019951720402016,0.011525371749150859,0.011525371805067765,gamma_high
33030,0.16043095374479893,0.025,0.0,0.7276257008314133,0.3373545116312934,0.01251350959938631,0.012513509552110598,-4.72757128583412e-11,a1_low,0.15385806701514285,0.768,0.25118864315095807,0.02764994814084422,0.027649948044355086,gamma_low
33031,0.08206065641716123,0.025,0.0,0.9675377048552036,0.011243893657773207,0.003572113017395074,0.0035721132592596554,2.4186458131431054e-10,gamma_high,0.0828948364766503,0.9600000000000001,0.03311311214825911,0.003572113017395074,0.0035721132592596554,gamma_high
33032,0.0701250818092376,0.025,0.0,0.5790468096733093,0.4904715122810036,0.006033344583427326,0.006033344742254909,1.5882758302998568e-10,m_low,0.0748577176482012,0.52,0.6309573444801934,0.012607303038909692,0.012607303040699984,m_low
33033,0.14878381718881428,0.025,0.0,1.1125020690262317,0.016993828845677652,0.004547941591333769,0.004547942420008712,8.286749429015083e-10,gamma_high,0.14906227813146608,1.112,0.020892961308540396,0.007255867857441268,0.007255867351994958,gamma_high
33034,0.17805040795356036,0.025,0.0,0.6627709694206715,0.152131448558502,0.007726353105462707,0.007726353408791986,3.033292792289921e-10,gamma_low,0.17429585091496821,0.68,0.1096478196143185,0.015848349822200417,0.0158483492597376,gamma_low
33035,0.09703426118940116,0.025,0.0,0.8292675971984863,0.0439572801789332,0.0012480787673047225,0.0012480798529496768,1.0856449543603791e-09,gamma_low,0.09668556157072278,0.8320000000000001,0.03630780547701014,0.004808453651299114,0.004808453392235407,gamma_low
33036,0.11593955494463445,0.025,0.0,0.7555334009230137,0.027266807418801532,0.0020730250171643637,0.0020730248514217973,-1.6574256637286178e-10,gamma_high,0.11643522939058067,0.752,0.03630780547701014,0.0036776243886946012,0.0036776242862723964,gamma_low
33037,0.196646673232317,0.025,0.0,0.9392442435026168,0.7896414367684186,0.011694610067628309,0.011694609762319237,-3.0530907142722885e-10,a1_low,0.18969930487220432,0.992,0.6918309709189366,0.03619351964292942,0.03619351962522699,m_high
33038,0.12989740618504586,0.025,0.0,0.4893674224615097,0.08810731182752525,0.0023873552679434195,0.0023873552100727195,-5.787069998555716e-11,gamma_low,0.12853377667577207,0.496,0.06918309709189363,0.007878568639650665,0.007878568046474105,gamma_low
