state_id,recovery_alias_margin_grid_verified,recovery_alias_margin_grid_formula,grid_alias_trigger_verified,grid_alias_a1_verified,grid_alias_m_verified,grid_alias_gamma_verified,recovery_alias_margin_refined,refined_minus_grid_margin,alias_source_refined,alias_trigger_refined,alias_a1_refined,alias_m_refined,alias_gamma_refined,alias_delta_a1_refined,alias_delta_m_refined,alias_gamma_factor_refined
25389,0.016812326723048502,0.016812327335738394,a1_high,0.19977325463588763,1.1680000000000001,0.26302679918953814,0.010706527736028525,-0.006105798987019977,continuous_direct_verified,gamma_high,0.19755939971849948,1.1785082593295044,0.23973829181063552,0.0037434822433504433,0.018035309043221925,1.2
16098,0.010230788521829933,0.010230788929403711,a1_low,0.17944840564381517,0.6000000000000001,0.20892961308540398,0.006131810757017228,-0.004098977764812705,continuous_direct_verified,gamma_low,0.18049110167789145,0.5943861058399923,0.22002414440033993,0.004251574230018429,0.0185950650320299,1.2
16541,0.01031502353614843,0.010315023921771629,gamma_low,0.1824380928840022,1.1280000000000001,0.054954087385762455,0.004467011460165673,-0.005848012075982758,continuous_direct_verified,gamma_low,0.1838923816810934,1.121475726628592,0.0719412647429209,0.0012517605666430565,0.005302864575674526,1.2000000000000002
26963,0.009784302572730372,0.00978430255820472,m_low,0.12798822950767993,0.9680000000000001,0.758577575029184,0.004073489808782576,-0.005710812763947796,continuous_direct_verified,m_low,0.12567458536076728,0.9958557550609111,0.7090025745003954,0.0026767795120495735,0.030000000000000027,1.0852116963927354
27125,0.02247171266490244,0.022471712642362935,m_low,0.18139648755269552,1.1360000000000001,1.0,0.0036457184547973613,-0.018825994210105078,continuous_direct_verified,m_high,0.17562169064094824,1.1964226330816745,0.8978112333056478,0.00324520478697915,0.030000000000000027,1.0615237777146318
12084,0.009804145520536656,0.009804145374132933,m_high,0.09527611686373412,0.8320000000000001,0.2398832919019491,0.00564960540915971,-0.004154540111376946,continuous_direct_verified,gamma_low,0.09688991428147282,0.8152212402797612,0.2748600637898769,0.00258417866398368,0.026008762327519364,1.2
46581,0.015095330284133448,0.015095330344123994,a1_low,0.17233448108407406,0.984,0.22908676527677735,0.009763142001014892,-0.005332188283118556,continuous_direct_verified,gamma_low,0.17447899446277254,0.9717271142424799,0.25512085150386027,0.00425947595933146,0.0245586783410765,1.1999999999999997
16028,0.009597826888501035,0.00959782726005887,a1_low,0.10643833583440243,0.52,0.17378008287493754,0.0038223696546922743,-0.005775457233808761,continuous_direct_verified,gamma_low,0.11045984981935782,0.49401481152206916,0.23906437037482564,0.0031179039983047913,0.019353795057835743,1.2
1475,0.010733673369526851,0.010733673374699434,m_low,0.11033051532764832,1.1440000000000001,0.9549925860214359,0.0025665974008582788,-0.008167075968668572,continuous_direct_verified,m_low,0.10918246764965055,1.1566911597549916,0.9245530266581649,0.002015832357999639,0.030000000000000027,1.0634132382757626
40174,0.009507158731078904,0.009507158816506366,gamma_low,0.12428135945785274,0.776,0.16595869074375605,0.005086768613362782,-0.004420390117716122,continuous_direct_verified,gamma_low,0.1249768148003106,0.7697125159900574,0.17757738861545944,0.0021952583162154066,0.015466973255196081,1.2
34873,0.009584642538221909,0.009584642796907582,gamma_high,0.1607737102513077,1.1840000000000002,0.1445439770745927,0.0062696365341843585,-0.0033150060040375504,continuous_direct_verified,gamma_high,0.16023583571574945,1.1858334996001132,0.13770353323709247,0.0017464471623237499,0.009007269124566841,1.2
