selected_rank,state_id,split,a1,a2,a3,m,gamma,recovery_alias_margin_grid_verified,recovery_alias_margin_grid_formula,global_alias_margin_grid_verified,grid_alias_trigger_verified,grid_alias_a1_verified,grid_alias_m_verified,grid_alias_gamma_verified,recovery_alias_margin_refined,refined_minus_grid_margin,alias_source_refined,alias_trigger_refined,alias_a1_refined,alias_m_refined,alias_gamma_refined,alias_delta_a1_refined,alias_delta_m_refined,alias_gamma_factor_refined
0,31949,val,0.19891051449812952,0.025,0.0,1.1944921992719173,0.3901147125165107,0.1408216688106085,0.14082166880510671,0.5223110165109253,a1_low,0.19305651698647822,1.2,0.3311311214825911,0.11638416186573873,-0.024437506944869777,continuous_direct_verified,a1_low,0.19390893226943504,1.2,0.3396433415107831,0.005001582228694484,0.005507800728082657,1.148601090724239
1,10352,test,0.05038373903371394,0.025,0.0,0.40472473874688153,0.1757632012313667,0.0306958672502535,0.030695867251018878,0.18290090548911095,gamma_high,0.0518010190024472,0.4,0.2187761623949553,0.030695865571189338,-1.679064162013466e-09,continuous_direct_verified,gamma_high,0.05180101894882301,0.4,0.21877616075037526,0.0014172799151090723,0.004724738746881507,1.2447210748192292
2,7474,val,0.19926910363137723,0.025,0.0,0.41356306672096255,0.011257337403990902,0.026876115388152332,0.026876115231368323,0.4741151600203089,gamma_high,0.19962138470497964,0.41600000000000004,0.013803842646028852,0.00035255886266434154,-0.02652355652548799,continuous_direct_verified,gamma_high,0.19955126582446522,0.4128015852556094,0.013654913116776985,0.0002821621930879925,0.0007614814653531532,1.21297893336093
3,13839,val,0.05233625643886626,0.025,0.0,1.1847228549420832,0.9523414721129707,0.010273900935907467,0.010273900994045473,0.19723518427245296,m_low,0.053076460116324206,1.1520000000000001,1.0,0.01027389715461684,-3.781290626100886e-09,continuous_direct_verified,m_low,0.05307646013880937,1.1520000027009576,1.0,0.0007402036999431122,0.03272285224112559,1.0500435287999048
4,19170,val,0.18450468755327165,0.025,0.0,0.44616137593984606,0.9457929851560812,0.01065335952392637,0.010653359693341123,0.02776521232962234,a1_low,0.17201365903974805,0.512,0.758577575029184,0.0030729424698299917,-0.007580417054096379,continuous_direct_verified,a1_low,0.17950468755327165,0.47211564821959,0.8693587845677603,0.0050000000000000044,0.02595427227974395,1.0879202027346206
5,47565,test,0.19993421602994205,0.025,0.0,1.0735736429691314,0.010110160035664666,0.0634927436745834,0.0634927436324127,0.3512489608265795,gamma_high,0.2,1.064,0.012589254117941675,0.045414517664258795,-0.018078226010324598,continuous_direct_verified,gamma_high,0.2,1.067149563640709,0.0121321920427976,6.578397005796432e-05,0.006424079328422483,1.2000000000000002
6,2419,val,0.11744924704544248,0.025,0.0,0.8201867155730724,0.27488672209002657,0.009792118745573097,0.009792118805689299,0.022544124666530937,gamma_high,0.12063901222003838,0.792,0.3311311214825911,0.0060267054495188295,-0.0037654132960542675,continuous_direct_verified,gamma_low,0.11488830343446144,0.8413647515319381,0.2290722684083555,0.0025609436109810396,0.021178035958865693,1.1999999999999997
7,29490,test,0.19895385717973113,0.025,0.0,0.7570904605090618,0.1604902733973737,0.009640463563990648,0.009640463261565022,0.019436393648219908,gamma_low,0.196170527691863,0.768,0.13182567385564073,0.005685061234946423,-0.003955402329044224,continuous_direct_verified,gamma_low,0.19636934969619915,0.768237691055466,0.13374189449781143,0.002584507483531978,0.011147230546404208,1.2
8,24785,val,0.12923249690793456,0.025,0.0,1.1951340198516847,0.9729257771192565,0.0628748709081843,0.06287487090862749,0.46985190828697876,m_low,0.12992280163878056,1.1600000000000001,1.0,0.04718282588934389,-0.015692045018840417,continuous_direct_verified,m_low,0.13002795772699297,1.1651340198516846,1.0,0.0007954608190584023,0.030000000000000027,1.0278276344583117
9,29532,test,0.11149642122909428,0.025,0.0,0.41259313076734544,0.5983452010923188,0.011672524152591676,0.011672524157772916,0.018221752604758706,a1_low,0.10587857934248895,0.448,0.5011872336272722,0.003391134137602655,-0.00828139001498902,continuous_direct_verified,m_high,0.10697158439418396,0.4425931307673454,0.5208395865787567,0.004524836834910326,0.02999999999999997,1.1488089932308598
10,43697,test,0.13396817133761946,0.025,0.0,1.198765619844198,0.11936738549098602,0.010317238862784437,0.010317238940938238,0.03078206165668698,gamma_high,0.13650900710523964,1.1840000000000002,0.15848931924611134,0.005734582413483385,-0.004582656449301052,continuous_direct_verified,gamma_high,0.13550554359769604,1.189328253368149,0.14324086258918323,0.0015373722600765805,0.00943736647604898,1.2
11,757,val,0.1782430004794151,0.025,0.0,0.8682512678205967,0.9745945954923767,0.009980564951446181,0.009980564848692915,0.028380104665518557,a1_low,0.17248838214833576,0.92,0.8709635899560806,0.0035433925704599144,-0.0064371723809862665,continuous_direct_verified,m_high,0.1747743836056107,0.8982512678205967,0.9118096785903982,0.0034686168738043976,0.030000000000000027,1.0688574802134587
12,4336,val,0.05139996488578618,0.025,0.0,0.5643781892955303,0.9911552572903989,0.01155704948671934,0.011557049505927945,0.26107530783280414,m_high,0.050121800937001096,0.6000000000000001,0.9120108393559097,0.011557034551064762,-1.4935654577691304e-08,continuous_direct_verified,m_high,0.05012180079756563,0.5999999955946766,0.912010831700503,0.0012781640882205472,0.03562180629914635,1.086780137734029
13,3213,test,0.19609295018017292,0.025,0.0,1.0445340752601622,0.07174055924461739,0.00984057884464389,0.00984057965563382,0.01722454224631593,gamma_high,0.19753603971711473,1.04,0.08709635899560805,0.0037259768695205924,-0.006114601975123298,continuous_direct_verified,gamma_low,0.19499666114831274,1.0489281343854722,0.059783799370514486,0.0010962890318601815,0.00439405912530999,1.2000000000000002
14,44918,val,0.15070472923107447,0.025,0.0,0.5454633310437202,0.19137418381576607,0.009630991462637755,0.009630991508509682,0.014016986874762992,gamma_low,0.1480483084508037,0.56,0.15848931924611134,0.0040477161563405445,-0.00558327530629721,continuous_direct_verified,gamma_low,0.148118388358948,0.558207957790983,0.1594784865131384,0.0025863408721264747,0.012744626747262733,1.2
15,14130,val,0.19903904930688443,0.025,0.0,0.7650709815323353,0.011583875229677135,0.01125335427498899,0.011253354354264113,0.0814394184948116,gamma_high,0.19997993771695677,0.76,0.02187761623949553,0.0026292501015774466,-0.008624104173411543,continuous_direct_verified,gamma_high,0.1999998749462727,0.7614607404973706,0.02182274102564419,0.000960825639388263,0.0036102410349647673,1.883889509594833
16,22631,val,0.08737952313385905,0.025,0.0,1.0956993706524372,0.2750644289434784,0.009864384172920961,0.009864384240434202,0.02021860737638949,m_high,0.0846842490384232,1.1280000000000001,0.20892961308540398,0.005915841297584892,-0.003948542875336069,continuous_direct_verified,gamma_low,0.08549713152657741,1.1173351459817518,0.22922035745289868,0.0018823916072816388,0.0216357753293146,1.2
17,30846,val,0.14294007821008564,0.025,0.0,0.6249974898993969,0.9981572503787616,0.011320842958695898,0.011320842969303942,0.02180560937122102,a1_low,0.13366423946894526,0.712,0.7943282347242817,0.0028944525246300708,-0.008426390434065827,continuous_direct_verified,m_high,0.13962343807980163,0.6549974898993969,0.9229983713927686,0.0033166401302840154,0.030000000000000027,1.0814290483227842
18,13561,test,0.16070285052992406,0.025,0.0,0.9905340872704983,0.25339850860499,0.011360572140344175,0.011360572059073816,0.027960417817598827,gamma_low,0.1566449108724697,1.016,0.19952623149688797,0.008413202799547093,-0.0029473693407970816,continuous_direct_verified,gamma_low,0.1575074842124649,1.0101161031101344,0.21116542383749173,0.0031953663174591473,0.019582015839636147,1.1999999999999997
19,16946,val,0.19973496757447723,0.025,0.0,0.48814407214522365,0.18959301395531558,0.009559692452824016,0.009559692294820132,0.01643729033766541,gamma_low,0.19540682609832735,0.504,0.1513561248436208,0.0044295590257543045,-0.0051301334270697115,continuous_direct_verified,gamma_low,0.19613994518592215,0.5004164612892331,0.15799417829609633,0.0035950223885550803,0.012272389144009466,1.2
20,14276,test,0.08863718775101007,0.025,0.0,0.6943028755486012,0.896084659554765,0.011349882532984041,0.011349882497919728,0.016075719841070566,m_high,0.08558370416706186,0.736,0.7943282347242817,0.0020584467684310976,-0.009291435764552942,continuous_direct_verified,m_low,0.0906864207097082,0.6643028755486011,0.9678998165930912,0.002049232958698133,0.030000000000000027,1.0801432724827682
21,32178,test,0.19776639603078366,0.025,0.0,0.6584050580859184,0.5975741371200262,0.01012867993018531,0.010128680265630822,0.04126714001732829,a1_low,0.18959635062403568,0.704,0.5011872336272722,0.005693044715204922,-0.004435635214980389,continuous_direct_verified,a1_low,0.19276086795879588,0.6858396499365027,0.5384535933977875,0.005005528071987786,0.027434591850584278,1.1097969155506457
22,31301,val,0.1672865103930235,0.025,0.0,1.0956350684165954,0.8582766403261513,0.0107325992385415,0.01073259968585058,0.41396489380991425,a1_low,0.16146619034814935,1.1520000000000001,0.758577575029184,0.003724841787756839,-0.007007757450784661,continuous_direct_verified,m_low,0.17048323696329254,1.0656350684165954,0.9147796637281351,0.0031967265702690373,0.030000000000000027,1.0658331134126082
23,30170,test,0.16300413124263288,0.025,0.0,0.7663770623505115,0.34367202810909486,0.012845226086399117,0.012845226072368855,0.028520648685993653,a1_low,0.15776821944023844,0.8,0.2754228703338166,0.008072894786732619,-0.004772331299666498,continuous_direct_verified,m_low,0.1678934417221704,0.7363770623505115,0.4061796610811166,0.004889310479537529,0.030000000000000027,1.1818816425530545
24,33265,test,0.1303363489918411,0.025,0.0,0.8980884350836277,0.8552453435220444,0.009677286254246579,0.009677286588113673,0.02364218275358203,m_low,0.13456893482468038,0.8480000000000001,0.9549925860214359,0.0030434597536825388,-0.0066338265005640405,continuous_direct_verified,m_low,0.13299891025870125,0.8680884350836277,0.9168862792113703,0.002662561266860153,0.030000000000000027,1.0720739798891838
25,37332,test,0.10543462564237417,0.025,0.0,0.5842566400766372,0.279734510201947,0.009747983060386097,0.009747983025038423,0.015513769722374775,m_high,0.10160417193767315,0.616,0.20892961308540398,0.004240249700666397,-0.0055077333597197,continuous_direct_verified,gamma_low,0.10288609926232935,0.6041705346646172,0.23311209183495588,0.0025485263800448243,0.019913894587979986,1.1999999999999997
26,27085,val,0.19998258464038376,0.025,0.0,0.9536352351307869,0.31737768381926373,0.01717579269420842,0.017175792656517638,0.03879987454376943,a1_low,0.193803992887307,0.984,0.25118864315095807,0.010804152133494066,-0.006371640560714353,continuous_direct_verified,gamma_low,0.1950564501668722,0.9793185740650301,0.2644814031827198,0.004926134473511562,0.02568333893424324,1.2
27,46357,val,0.17286289529874924,0.025,0.0,1.1807026647031307,0.15743189906526558,0.011923441056425545,0.011923441569565195,0.04281982376826565,gamma_high,0.17564671789993072,1.1680000000000001,0.19054607179632474,0.007311192812546269,-0.0046122482438792755,continuous_direct_verified,gamma_low,0.17070686876351096,1.1913299907173085,0.13119324922105466,0.0021560265352382757,0.010627326014177818,1.2
28,5521,test,0.12589838774874806,0.025,0.0,1.0766622334718705,0.3604793182414542,0.011363476645986428,0.011363476772200374,0.03276644534422679,m_high,0.12171538752228397,1.112,0.28840315031266056,0.007653868623344541,-0.003709608022641887,continuous_direct_verified,m_low,0.12924856269141966,1.0466622334718705,0.4179111720728742,0.003350174942671591,0.030000000000000027,1.1593208012919936
29,25334,val,0.1488973865285516,0.025,0.0,0.40686503499746324,0.45742758733460326,0.010234809035050089,0.010234809026568934,0.01995282292535607,a1_low,0.14361369887753508,0.43200000000000005,0.3981071705534973,0.00377149670334618,-0.006463312331703909,continuous_direct_verified,a1_low,0.14389142726592802,0.42926910423771014,0.40087178206639823,0.005005959262623594,0.022404069240246904,1.1410820312087655
30,28338,val,0.19837884395383298,0.025,0.0,0.5760747857391835,0.021464547527168695,0.011776256476811726,0.011776256130835812,0.030543242502575136,gamma_low,0.19794571904106176,0.5760000000000001,0.017378008287493755,0.0007564995326388034,-0.011019756944172922,continuous_direct_verified,gamma_low,0.19799650111895967,0.577398513904572,0.01763193047297882,0.0003823428348733171,0.0013237281653885047,1.2173679768113546
31,7099,test,0.08868919522501528,0.025,0.0,1.1803969994187353,0.9935906294043464,0.07303219053418349,0.07303219053216088,0.37016847572720396,m_low,0.08840768636958046,1.1440000000000001,1.0,0.05876004718343684,-0.014272143350746648,continuous_direct_verified,m_low,0.08849625998866453,1.1503969994187353,1.0,0.00019293523635074972,0.030000000000000027,1.0064507156226865
32,41072,test,0.050311748543754226,0.025,0.0,0.41519373878836635,0.5126851319432719,0.07108334617301768,0.07108334616941321,0.4065490951850013,gamma_high,0.053277748084918565,0.4,0.6309573444801934,0.056969069057921595,-0.01411427711509608,continuous_direct_verified,gamma_high,0.05292147333189064,0.4,0.6152221583319263,0.002609724788136411,0.015193738788366329,1.2
33,7466,test,0.1750008536502719,0.025,0.0,0.5312436372041702,0.39003860944780394,0.010313580697439628,0.010313580812734018,0.023993648480177026,a1_high,0.18127531837360233,0.504,0.4570881896148752,0.00504023035904401,-0.0052733503383956175,continuous_direct_verified,a1_high,0.18001127468698358,0.5084392117711639,0.44358652558212613,0.005010421036711676,0.022804425433006315,1.1372887576697408
34,20429,test,0.19950493141077463,0.025,0.0,1.1916985623538494,0.0401447901758618,0.009640997200359474,0.009640998027608774,0.009640997200360492,gamma_low,0.19713023722921608,1.2,0.014454397707459272,0.0024608313199861254,-0.0071801658803733485,continuous_direct_verified,gamma_low,0.19888116534681324,1.1938740201480353,0.03345399181321816,0.0006237660639613896,0.002175457794185931,1.2000000000000002
35,39885,val,0.19960220255889,0.025,0.0,1.0596159242093561,0.7539872956192915,0.01131525904631931,0.011315259098554823,0.3252747264232559,a1_low,0.19263312235313113,1.112,0.6606934480075961,0.005434703565666624,-0.005880555480652687,continuous_direct_verified,m_high,0.19551628819462974,1.0896159242093562,0.6990925630845257,0.004085914364260257,0.030000000000000027,1.0785228386532393
36,40521,test,0.15238823350518943,0.025,0.0,1.1876470357179643,0.3474331494868599,0.01193288614044708,0.011932886134498293,0.04438059471772636,m_low,0.15736030240997267,1.1520000000000001,0.41686938347033553,0.00969317733451957,-0.0022397088059275087,continuous_direct_verified,m_low,0.156482099636471,1.1576470357179642,0.4047648754511385,0.0040938661312815705,0.030000000000000027,1.165015128950575
37,28837,val,0.1640404112171382,0.025,0.0,0.8541928187012673,0.13771491699590205,0.009911296264761804,0.009911296272296675,0.01906366048737464,gamma_low,0.16077156298725384,0.8720000000000001,0.09549925860214359,0.004884045835198758,-0.005027250429563046,continuous_direct_verified,gamma_low,0.16224648542620276,0.8636475555355994,0.1147624308299184,0.00179392579093543,0.009454736834332067,1.1999999999999997
38,30443,test,0.10343100698664785,0.025,0.0,0.9348811373114586,0.5060742687582315,0.010247887736004126,0.010247887886306315,0.022969748379343118,m_high,0.09859098825038534,0.992,0.3981071705534973,0.0045156816846171404,-0.005732206051386986,continuous_direct_verified,m_low,0.10597670573455831,0.9048811373114586,0.5632553002266568,0.002545698747910455,0.030000000000000027,1.1129894068883053
39,46,val,0.1287775980308652,0.025,0.0,0.6827348247170448,0.4370706439266052,0.011232316756734317,0.01123231654856086,0.02545791886978588,a1_high,0.13560151163885675,0.632,0.5495408738576245,0.0054018487404834,-0.0058304680162509165,continuous_direct_verified,m_low,0.13267333516445545,0.6527348247170448,0.5013446081752096,0.00389573713359026,0.030000000000000027,1.147056237113462
40,41585,val,0.13142961305566134,0.025,0.0,0.9642108336091041,0.18080510505227038,0.010893029084545352,0.010893029273007412,0.021248967439993008,gamma_low,0.1287939823853441,0.984,0.13803842646028852,0.005662916777618829,-0.005230112306926523,continuous_direct_verified,gamma_low,0.12955473494827527,0.9772321033348165,0.150670920876892,0.0018748781073860687,0.013021269725712381,1.2
41,45738,val,0.1759555953089148,0.025,0.0,0.6489407084882259,0.19164320674900678,0.009659234535539104,0.009659234670838696,0.016684911287380057,a1_high,0.18142211622841817,0.624,0.25118864315095807,0.005253990706191004,-0.004405243829348099,continuous_direct_verified,gamma_low,0.1731210369471876,0.6622364769232854,0.159702672290839,0.0028345583617271908,0.013295768435059419,1.1999999999999997
42,461,test,0.19992232490330936,0.025,0.0,1.1086854778230189,0.1727102421004099,0.013628204035856548,0.013628204229628854,0.027153376787815,gamma_low,0.19550822297102682,1.1280000000000001,0.12589254117941676,0.008240398347306783,-0.005387805688549765,continuous_direct_verified,gamma_low,0.19719641911533767,1.1208096281720312,0.1439252017503416,0.0027259057879716886,0.012124150349012375,1.1999999999999997
43,27164,test,0.11448365678079428,0.025,0.0,0.5811280108988285,0.8932041389887542,0.009745560125355006,0.009745560028198642,0.01776270940636223,a1_low,0.10502763065409415,0.68,0.6606934480075961,0.002513825153772298,-0.0072317349715827085,continuous_direct_verified,m_low,0.11751017692251255,0.5511280108988285,0.9727692561550317,0.003026520141718267,0.030000000000000027,1.0890783122169112
44,22595,test,0.1077727692667395,0.025,0.0,1.199433045834303,0.20454108483564548,0.011703777567982267,0.011703777380575276,0.032035301411483245,gamma_high,0.11018393176768439,1.1760000000000002,0.25118864315095807,0.007052052454462318,-0.004651725113519949,continuous_direct_verified,gamma_high,0.10990377869448138,1.1808302079471122,0.24544930180277455,0.0021310094277418867,0.01860283788719075,1.2
45,7402,test,0.17269719177857043,0.025,0.0,0.6268518790602684,0.9690273352179455,0.016507590311905965,0.01650759007566617,0.023162908497416767,a1_low,0.16726984353873386,0.664,0.8709635899560806,0.003463039115408878,-0.013044551196497087,continuous_direct_verified,m_high,0.16864190572877244,0.6568518790602684,0.8949086861192307,0.00405528604979799,0.030000000000000027,1.082822583184582
46,16461,val,0.19797059162519876,0.025,0.0,0.8117275469005107,0.476773546428539,0.01358955408877996,0.013589554287051534,0.04432702394448818,a1_low,0.19267472860565588,0.8400000000000001,0.41686938347033553,0.007814860038281952,-0.005774694050498007,continuous_direct_verified,a1_low,0.19296707857069262,0.8401868748262518,0.4199134704862104,0.005003513054506137,0.028459327925741018,1.1354090305235773
47,21261,val,0.1970047235488892,0.025,0.0,0.9225485607981682,0.12715426962294923,0.009542263883620805,0.009542263776186721,0.0204055095293643,gamma_low,0.19407674754851253,0.936,0.09549925860214359,0.005530146774999754,-0.004012117108621051,continuous_direct_verified,gamma_low,0.19503001138997547,0.9311622346457359,0.1059618913524577,0.001974712158913733,0.008613673847567727,1.2
48,23257,val,0.15523786880075935,0.025,0.0,0.9099085681140423,0.5539705817874919,0.01137679136288401,0.011376791463596077,0.027196306592992235,a1_high,0.1621336521751694,0.8560000000000001,0.6606934480075961,0.005640776660070636,-0.005736014702813374,continuous_direct_verified,m_low,0.15898003460445426,0.8799085681140423,0.6116664993294092,0.003742165803694908,0.030000000000000027,1.10414978599721
49,6147,test,0.10975765101611615,0.025,0.0,1.1992002435028553,0.5103748008539905,0.011928683751112546,0.011928683748078973,0.024792935140890596,m_low,0.11282720237619635,1.1600000000000001,0.5754399373371569,0.0051701453728021625,-0.006758538378310384,continuous_direct_verified,m_low,0.11233334780831178,1.1692002435028552,0.564267601203698,0.002575696792195631,0.030000000000000027,1.1055945557255782
50,28606,test,0.14045801884494724,0.025,0.0,0.6843044556677341,0.16551378315764587,0.00965253575523807,0.009652535926134196,0.014378387202215567,gamma_low,0.13733339086907104,0.704,0.12022644346174131,0.0041886690443047716,-0.005463866710933299,continuous_direct_verified,gamma_low,0.1385339282763646,0.6956773184001166,0.13792815263137156,0.0019240905685826426,0.011372862732382472,1.2
51,38711,test,0.07244759486056865,0.025,0.0,1.1807489410042762,0.47414265523701987,0.009545392485879725,0.00954539256280878,0.019184878617707932,m_low,0.0748387888615351,1.1360000000000001,0.5495408738576245,0.006572110553894963,-0.0029732819319847623,continuous_direct_verified,gamma_high,0.07548219509407364,1.1284631337200408,0.5689711862844238,0.0030346002335049915,0.052285807284235375,1.2
52,31109,val,0.16991427587345243,0.025,0.0,1.0591006889939307,0.0952014347897928,0.00986791209750062,0.009867912235322084,0.016241519122777232,gamma_low,0.16714147460586176,1.072,0.06025595860743578,0.00439235541121984,-0.00547555668628078,continuous_direct_verified,gamma_low,0.1686479313745351,1.0651421513614856,0.07933452899149399,0.0012663444989173267,0.006041462367554873,1.2000000000000002
53,32053,test,0.18009608853608372,0.025,0.0,1.08511471003294,0.3346340630668068,0.014882952201167445,0.014882952386059833,0.040070282151814456,a1_low,0.17411901194110282,1.12,0.26302679918953814,0.010661792698564406,-0.004221159502603039,continuous_direct_verified,m_low,0.18499213159354433,1.0551147100329399,0.39274144719377596,0.004896043057460608,0.030000000000000027,1.1736445584601725
54,3137,val,0.14037275267764926,0.025,0.0,1.0423190161585807,0.7245899195842062,0.009468402405027613,0.009468402343495082,0.09460757948100944,a1_high,0.1458769234571267,0.984,0.8317637711026709,0.004013936128109639,-0.005454466276917974,continuous_direct_verified,m_low,0.14329004481927854,1.0123190161585807,0.7805067646796793,0.0029172921416292796,0.030000000000000027,1.077170332603523
55,16011,test,0.09920929856598379,0.025,0.0,0.9706468649208545,0.2101945673203856,0.009449979091089609,0.00944997895422573,0.016294614057532002,gamma_low,0.09715291065645765,0.992,0.16595869074375605,0.005083299862389549,-0.00436667922870006,continuous_direct_verified,gamma_low,0.09756557792396656,0.9862471502442741,0.1751621394336547,0.0016437206420172323,0.015600285323419616,1.2
56,21454,val,0.13284747623838486,0.025,0.0,0.5255235351622105,0.4228534426706927,0.009509288986053618,0.009509288896320982,0.02124325191705419,a1_high,0.1418164685610188,0.47200000000000003,0.5495408738576245,0.005038087618334817,-0.004471201367718802,continuous_direct_verified,m_low,0.13783370014540977,0.4955235351622105,0.4938719108924822,0.0049862239070249115,0.030000000000000027,1.167950549895598
57,5645,val,0.19714704030193392,0.025,0.0,1.1992485232651233,0.9565242140284331,0.03397504420473324,0.033975044240950936,0.6382325536276692,m_low,0.19965167764040997,1.1680000000000001,1.0,0.02866878402170702,-0.005306260183026219,continuous_direct_verified,m_low,0.19969106173996873,1.1692485232651233,1.0,0.0025440214380348103,0.030000000000000027,1.0454518404593933
58,20642,test,0.18264639908447866,0.025,0.0,0.4009287863969803,0.2928844902290552,0.011180383628320698,0.0111803838777109,0.019084286700068422,a1_low,0.17093548320508786,0.44,0.19054607179632474,0.0041484683906550255,-0.007031915237665672,continuous_direct_verified,a1_low,0.1775448710588644,0.4175941820924016,0.25008867350674524,0.005101528025614255,0.016665395695421303,1.1711225707355184
59,45174,test,0.14995355885475875,0.025,0.0,0.7769462116062641,0.7336789305430176,0.010079349200731128,0.010079349470728888,0.03344893431121208,a1_high,0.15954574175908545,0.696,0.9120108393559097,0.003973868442788412,-0.0061054807579427155,continuous_direct_verified,m_low,0.1534701376925887,0.7469462116062641,0.7974229994431156,0.0035165788378299367,0.030000000000000027,1.0868827851617862
60,36966,train,0.15616263160482052,0.025,0.0,0.6280685409903526,0.4815256915721663,0.014256577481608464,0.01425657754091457,0.02765700573208365,a1_high,0.16502319339150998,0.5760000000000001,0.6025595860743578,0.005616888440029462,-0.008639689041579003,continuous_direct_verified,m_low,0.16104005926196557,0.5980685409903526,0.5480861538913706,0.00487742765714505,0.030000000000000027,1.138228267949497
61,44328,train,0.07671453231014312,0.025,0.0,0.41859739124774936,0.6047092440469815,0.009669351352020135,0.00966935117979383,0.0132405914701955,a1_low,0.07013221597525945,0.488,0.4365158322401661,0.002489167590838773,-0.0071801837611813624,continuous_direct_verified,m_high,0.07363995463964797,0.44878358982421296,0.5269900995722908,0.0030745776704951544,0.030186198576463596,1.1474774280157598
62,24233,train,0.14646276747807863,0.025,0.0,0.868621689081192,0.2647438421209074,0.012711147598042523,0.012711147667576611,0.02374439358540436,gamma_low,0.1432537555835707,0.888,0.2187761623949553,0.007292333176938584,-0.005418814421103938,continuous_direct_verified,gamma_low,0.14340200366759154,0.8890429307195242,0.22061986843408954,0.0030607638104870882,0.020421241638332255,1.1999999999999997
63,43676,train,0.11383146829903126,0.025,0.0,0.7744211465120315,0.6536848440500737,0.010250352072675741,0.010250352000649115,0.02703588298415497,a1_low,0.1079282498065644,0.8400000000000001,0.5248074602497725,0.0035910037714372138,-0.006659348301238528,continuous_direct_verified,m_low,0.1166269428053085,0.7444211465120315,0.7161728630126283,0.0027954745062772346,0.030000000000000027,1.0955934951396362
64,20685,train,0.19908277923241258,0.025,0.0,0.9352145224809646,0.011469875614945108,0.011627096853341914,0.011627096729850676,0.09081927803187397,gamma_high,0.19932446846358037,0.936,0.013803842646028852,0.0007210235222203156,-0.0109060733311216,continuous_direct_verified,gamma_high,0.19929709390026995,0.9344169027015907,0.013803471497195024,0.00021431466785737374,0.0007976197793738704,1.2034543320774351
65,32989,train,0.18228177861310546,0.025,0.0,0.8625200107693671,0.24317378602671239,0.014809753524420948,0.014809753489680673,0.028930752916013085,gamma_low,0.17775845950629726,0.888,0.19054607179632474,0.008045388862976236,-0.006764364661444712,continuous_direct_verified,gamma_low,0.1787698747925176,0.8809546318398387,0.202644821688927,0.0035119038205878583,0.018434621070471557,1.2
66,24502,train,0.15213802419602873,0.025,0.0,0.4957867324352265,0.9317837897484909,0.00960660192832532,0.009606601696042221,0.02167094691919007,a1_low,0.14283342739958832,0.56,0.758577575029184,0.003179906924361053,-0.006426695003964268,continuous_direct_verified,m_high,0.14778013890212877,0.5257867324352264,0.8491995079898439,0.004357885293899966,0.02999999999999997,1.0972495638323363
67,41522,train,0.19972044844180348,0.025,0.0,0.6328756242990494,0.27557615643296907,0.014510121217750757,0.014510120677836622,0.025833219446799838,a1_low,0.19400178081660852,0.656,0.2187761623949553,0.007193170020330952,-0.007316951197419806,continuous_direct_verified,gamma_low,0.1950944008827942,0.6529027277180777,0.22964679702747423,0.0046260475590092776,0.020027103419028247,1.2
68,9485,train,0.19657086073420943,0.025,0.0,1.1895667709410191,0.09207487538743613,0.009909215098401368,0.009909215345313091,0.04131319198374959,gamma_low,0.19389412289990834,1.2,0.06309573444801933,0.005180670836027773,-0.0047285442623735945,continuous_direct_verified,gamma_low,0.19514584240072763,1.1951188292628825,0.07672906282286342,0.0014250183334817978,0.00555205832186334,1.2000000000000004
69,41525,train,0.18083150163292888,0.025,0.0,0.9566159255802631,0.5408655083439835,0.012363271186001478,0.012363271140606905,0.04737609220866694,a1_low,0.17436138383881059,1.0,0.4570881896148752,0.006572339161211847,-0.005790932024789632,continuous_direct_verified,m_low,0.18514885390202876,0.9266159255802631,0.5975760438117714,0.004317352269099878,0.030000000000000027,1.1048514549234683
70,25454,train,0.12503399839624763,0.025,0.0,0.40290319770574573,0.3094802149262692,0.010148729179029835,0.01014872909424892,0.012658871635034,gamma_low,0.1203832074132244,0.42400000000000004,0.25118864315095807,0.0037404026125782124,-0.006408326566451622,continuous_direct_verified,gamma_low,0.12088153769513749,0.4230836669598309,0.2579001791052244,0.004152460701110139,0.020180469254085176,1.1999999999999997
71,4658,train,0.19975611791014675,0.025,0.0,0.4369705058634281,0.4940674417521622,0.0150463099897643,0.015046310067296493,0.029635083190620228,a1_low,0.1823439498133926,0.504,0.3311311214825911,0.003737692965922671,-0.01130861702384163,continuous_direct_verified,a1_low,0.19473040132542913,0.4552865445108215,0.44843219233284365,0.005025716584717621,0.018316038647393396,1.101766220622819
72,11399,train,0.08144485405646265,0.025,0.0,0.9963114932179451,0.47113560629558465,0.009617938707635172,0.009617938719885736,0.020154893994872625,m_low,0.08612608137588734,0.928,0.6025595860743578,0.004062028435760506,-0.005555910271874666,continuous_direct_verified,m_low,0.08345733591617824,0.9663114932179451,0.5274325205587551,0.002012481859715587,0.030000000000000027,1.119491954144197
73,14313,train,0.14510265868157152,0.025,0.0,1.0700103327631951,0.15516640350178154,0.01036366631442453,0.010363666414205002,0.020607765961812536,gamma_high,0.14758630746626047,1.056,0.19054607179632474,0.0059057800573768734,-0.004457886257047657,continuous_direct_verified,gamma_low,0.14332828020180596,1.0807192549655926,0.12930533625148463,0.0017743784797655537,0.010708922202397497,1.2
