split_1,split_2,pair_count,min_rms_snr,median_rms_snr
train,train,20022,1.1063858670707,46.56968177269198
train,val,4260,1.108384034581159,44.15434415946629
train,test,3834,1.1026515626802678,47.46722083985468
val,val,870,1.1624429183320388,41.37888006142174
val,test,810,1.2561600558245942,47.353861328056496
test,test,702,1.4060073457627666,53.643479253003534
