split_1,split_2,pair_count,min_rms_snr,median_rms_snr
train,train,12210,1.3247801500019132,45.05243655123997
train,val,2664,1.3282050335926363,43.27949226653324
train,test,2442,1.3212329896260613,45.871803742177676
val,val,552,1.5345886924311398,45.74716892287328
val,test,528,1.4086667147963792,46.036474303232936
test,test,462,1.5649725817393758,47.92333342034149
