split_1,split_2,pair_count,min_rms_snr,median_rms_snr
train,train,7832,1.512920357744582,41.41972938667558
train,val,1691,1.3331099921111593,50.092675136298894
train,test,1691,1.3260624503137524,43.98579496224504
val,val,342,2.5085730312652035,44.43095413960654
val,test,361,2.144173100228513,49.35375398456072
test,test,342,2.21201096054173,47.37069476470892
