split,count,min_nearest_train_rms_snr,median_nearest_train_rms_snr,p90_nearest_train_rms_snr,max_nearest_train_rms_snr
val,19,1.3331099921111593,1.4162063218394316,1.500579980385796,1.5100403274743823
test,19,1.3260624503137524,1.3902613300269808,1.4781504017014304,1.5074236547918196
holdout_all,38,1.3260624503137524,1.400924210418151,1.4984285381584599,1.5100403274743823
