split,count,min_nearest_train_rms_snr,median_nearest_train_rms_snr,p90_nearest_train_rms_snr,max_nearest_train_rms_snr
val,16,1.3236481792946984,1.4012955248783798,1.444291291298834,1.4597438660981474
test,16,1.3121292492752257,1.379780227026481,1.4450834865517912,1.4684324683755987
holdout_all,32,1.3121292492752257,1.395041687848924,1.4487650148470255,1.4684324683755987
