selection_order,candidate_local_index,maximin_rms_snr_at_selection,alias_score
0,1459,inf,8.737868309020996
1,2310,175.29864268567374,0.8874795436859131
2,1227,88.3182462893139,0.86440110206604
3,2802,44.22708778840936,0.7662436962127686
4,1388,44.13384587289334,0.5302818417549133
5,45,22.13694824378941,0.5604109764099121
6,1283,22.128529538899627,0.5310439467430115
7,2557,22.05395251526421,0.631680428981781
8,63,15.178149149611349,0.5017379522323608
9,539,11.118605977534875,0.5201219916343689
10,1278,11.078224387990797,0.5844756960868835
11,435,11.053216859870501,0.9159496426582336
12,91,11.047972712538456,0.6561031937599182
13,2817,11.02566510186422,0.6283798813819885
14,2332,10.956903851762616,0.520096480846405
15,746,7.532230581422299,0.5357723832130432
16,1962,5.606499301432741,1.029470682144165
17,175,5.555461213915939,3.5242905616760254
18,1759,5.551749174100933,0.8448745608329773
19,719,5.551718013602195,0.5127477049827576
20,1317,5.539047401282761,0.9373888969421387
21,581,5.532340975953964,0.761637270450592
22,263,5.532275242228451,0.7189227342605591
23,1149,5.526364430715283,0.5428993701934814
24,2677,5.494626044005767,1.0296790599822998
25,1431,5.480855969430948,0.5880419611930847
26,1771,5.432635901938919,0.6524875164031982
27,2978,5.389603607888651,0.5021958351135254
28,2506,3.7407496007363923,0.5814143419265747
29,1482,3.72374875107624,0.5654362440109253
30,4,2.9748096745768224,0.5856038928031921
31,1226,2.9428626840607253,1.0116716623306274
32,2401,2.922863249443892,1.0471404790878296
33,1590,2.85724447687671,0.6334930062294006
34,830,2.828338066765373,0.998071551322937
35,411,2.8238605994287322,0.6089022755622864
36,1740,2.817592420738698,0.5989398956298828
37,774,2.8072007459004436,0.5099772810935974
38,468,2.798961566138021,0.805097758769989
39,657,2.7908153432954106,0.6079307198524475
40,1690,2.7904514143758865,0.6057116389274597
41,2523,2.788208384160539,0.8791105151176453
42,2449,2.786089964900858,7.908329486846924
43,2157,2.775112611283911,2.766458749771118
44,1864,2.7725387807344113,0.657620370388031
45,1895,2.7717848255590094,0.5447730422019958
46,2559,2.762719117425874,0.8123096823692322
47,1146,2.7559554546159437,0.5701098442077637
48,987,2.7535397687972227,0.8627009391784668
49,389,2.7030871616522565,0.5586782693862915
50,1210,2.7029793632067003,0.6962761282920837
51,805,2.5887830409792643,0.5108916759490967
52,1172,2.5680629559588293,0.5258933305740356
53,1285,2.5414443438592613,0.5174126029014587
54,1434,1.8822001327119786,0.6053698062896729
55,2867,1.8713660452924576,0.6240937113761902
56,165,1.8511351119392865,1.0220974683761597
57,1153,1.8317185741073274,0.5022473335266113
58,1060,1.8283983220577311,1.0388299226760864
59,1844,1.6803426450077796,0.5357962846755981
60,1423,1.6709536364250146,0.516646683216095
61,148,1.6474124198136773,0.5046095848083496
62,1911,1.6287569657537802,0.5382776260375977
63,22,1.6262640956995478,0.5261701345443726
64,153,1.6231608001697342,1.055625081062317
65,2418,1.6179309589553847,0.5076886415481567
66,2479,1.6053582165012805,0.5314042568206787
67,578,1.592111586079732,0.6635860800743103
68,567,1.584441629249906,1.060621738433838
69,324,1.569929162880939,0.5614719390869141
70,1290,1.5200500788681108,1.0674971342086792
71,1908,1.5117297005788448,0.5490761995315552
72,1898,1.490464324313333,1.0076277256011963
73,2343,1.475106456983446,0.5370863676071167
74,306,1.4702309298218597,0.9350704550743103
75,1293,1.4698930946509667,0.5801506042480469
76,1379,1.4684324683755987,1.0458190441131592
77,2487,1.4597438660981474,0.8694044351577759
78,2361,1.4499185518901208,0.5785927772521973
79,1029,1.4497113030285325,1.0436471700668335
80,690,1.4402484212134614,0.5120226740837097
81,1310,1.4388712795691354,1.024773120880127
82,1581,1.4335848809967136,0.9697090983390808
83,1085,1.4288871301575028,0.5189139246940613
84,2596,1.4158018454802037,0.9671005010604858
85,225,1.4140812659378807,0.6675411462783813
86,311,1.4107137061792165,0.9275266528129578
87,752,1.408727676260583,0.5935819149017334
88,2692,1.406781117378138,1.0332353115081787
89,1347,1.4017878338371785,0.6883858442306519
90,952,1.3969092913632744,4.757879734039307
91,559,1.3958099323786217,1.016461730003357
92,928,1.3942734433192265,0.7374087572097778
93,2148,1.39188321246573,0.521385669708252
94,547,1.390010124206772,5.684314250946045
95,797,1.3888249448960417,0.7725950479507446
96,1359,1.3760098767759894,0.5633969902992249
97,376,1.36955032984619,0.5288345217704773
98,1259,1.358914353994956,0.5276963114738464
99,2125,1.3575281955825083,4.468106269836426
100,2667,1.3485151860742375,0.6273639798164368
101,1676,1.342857926912981,0.5181511640548706
102,166,1.3421672698343854,0.8206355571746826
103,1116,1.3392405766175044,0.5015079975128174
104,299,1.3341578554404465,0.5299808979034424
105,1073,1.3324408150251885,0.5158427953720093
106,2613,1.3236481792946984,0.5751975178718567
107,2232,1.3121292492752257,0.5780132412910461
