split_1,split_2,pair_count,min_rms_snr,median_rms_snr
train,train,5700,1.4698930946509667,44.09881582572649
train,val,1216,1.3236481792946984,38.70217899493572
train,test,1216,1.3121292492752257,52.06285730865008
val,val,240,2.606336409289617,28.988360209741884
val,test,256,2.7111376755137875,44.15029542038313
test,test,240,2.6816177449172907,31.927620361676084
