selection_order,candidate_local_index,maximin_rms_snr_at_selection,alias_score
0,2001,inf,8.737868309020996
1,3113,175.29864268567374,0.8874795436859131
2,1691,88.3182462893139,0.86440110206604
3,3781,44.22708778840936,0.7662436962127686
4,2223,44.22451027977988,0.46511974930763245
5,1401,22.163716370849205,0.4179877042770386
6,3283,22.124030454929073,0.738020658493042
7,3690,22.03362731638539,0.4370933175086975
8,408,20.880715824858385,0.40586650371551514
9,1918,11.10103065119084,0.44577479362487793
10,598,11.092415189387328,0.9159496426582336
11,472,11.089869610880633,0.41599178314208984
12,3117,11.081370651484015,0.4234143793582916
13,295,11.04170967154975,0.8280970454216003
14,215,10.986911268889132,0.4054255187511444
15,1422,10.39526137550545,0.5799729228019714
16,2637,5.655347803260352,1.029470682144165
17,232,5.5751980357944415,3.5242905616760254
18,2412,5.573266036524577,1.0516307353973389
19,2991,5.562813441226508,0.4031633734703064
20,3024,5.553999532694832,0.9037281274795532
21,344,5.553916712074446,0.48562267422676086
22,2391,5.551749174100933,0.8448745608329773
23,1815,5.549130485199067,0.9373888969421387
24,2875,5.517546369156414,0.5072568655014038
25,3062,5.513407637842278,0.5103749632835388
26,2359,5.482058526133887,0.47750088572502136
27,2127,5.392545187666607,0.4707769453525543
28,228,5.207869093647954,0.4360278248786926
29,559,5.1627919218268135,0.45065242052078247
30,1690,3.0403812477428875,1.0116716623306274
31,1055,3.0351874758672652,0.4322556257247925
32,274,2.9414534442135074,0.4221479296684265
33,3788,2.904652349861688,0.608805239200592
34,4007,2.8865553135934245,0.4063001871109009
35,1396,2.8438019817697877,0.4513647258281708
36,80,2.8410630526297975,0.40223637223243713
37,658,2.8375405764993373,0.9947295784950256
38,2219,2.8294266933743315,0.6620144248008728
39,99,2.822551687340893,0.877800703048706
40,2364,2.817592420738698,0.5989398956298828
41,2843,2.808548720880958,0.4238293468952179
42,2828,2.800880645291064,0.9961670637130737
43,785,2.800545377619453,0.5213111639022827
44,3297,2.786089964900858,7.908329486846924
45,311,2.769952516099328,0.5534780025482178
46,944,2.763901383489001,0.6855514049530029
47,2341,2.7542568281298645,0.6010579466819763
48,1180,2.750061579071616,0.45958638191223145
49,3455,2.7199565983151226,0.4038599133491516
50,2788,2.7120645190886052,0.7500301003456116
51,3261,2.703509720316748,0.45432066917419434
52,256,2.7004850944713565,0.46978628635406494
53,2251,2.652709933213354,0.617918848991394
54,3592,2.6429725794890633,0.40165236592292786
55,1044,2.6041899937462882,0.4425817131996155
56,1646,2.5062194626756087,0.5020444393157959
57,1549,2.3006509871551843,0.4505774974822998
58,219,2.0876055869981163,1.0220974683761597
59,1456,2.0840674745112975,1.0388299226760864
60,2038,1.8783667984373995,1.0433149337768555
61,1536,1.7464932003131235,0.4091639220714569
62,2054,1.7038446765350106,0.47290101647377014
63,705,1.6923321845479615,0.43724924325942993
64,323,1.6838001192601324,0.4332537353038788
65,2622,1.673301830023978,0.4312889277935028
66,3831,1.6346302344945298,1.0025583505630493
67,728,1.606404186247862,1.033860445022583
68,3179,1.6052643414828363,1.0260894298553467
69,801,1.592111586079732,0.6635860800743103
70,2943,1.5861108673059556,1.0182873010635376
71,3347,1.5847096766819366,1.0078744888305664
72,782,1.584441629249906,1.060621738433838
73,1736,1.5799281405647678,0.9954116940498352
74,2945,1.5789966313752142,0.5864824652671814
75,3695,1.5673158984089006,0.4100504219532013
76,3662,1.5498952824381276,0.8083351850509644
77,3949,1.5435447485935532,0.411184698343277
78,1482,1.5410114721287382,0.41724780201911926
79,3101,1.5397520687540518,0.4428916573524475
80,1428,1.5373180159392663,0.8821439743041992
81,258,1.5333157189982798,0.6110101938247681
82,1182,1.513294074890639,0.44780880212783813
83,2070,1.5097050694261878,0.413058340549469
84,2027,1.4978103824945421,0.7631384134292603
85,3342,1.4961261022654522,0.4060250520706177
86,1969,1.4873803354457535,0.4399641752243042
87,3890,1.480897085619947,0.43983569741249084
88,1106,1.4732354065031525,0.7725950479507446
89,415,1.4702309298218597,0.9350704550743103
90,2683,1.467659257508214,0.7442004680633545
91,1145,1.4607324479867039,0.4442223012447357
92,167,1.448764892726043,0.5057839155197144
93,2724,1.4432824319824948,0.43597856163978577
94,950,1.4424306122328805,0.40016764402389526
95,100,1.4375792990002905,0.4170685112476349
96,3792,1.437102544784216,1.0484808683395386
97,2168,1.4317920237382087,0.9697090983390808
98,628,1.4268331664280942,0.7119193077087402
99,2283,1.4198768549052896,0.47272640466690063
100,3461,1.418943524987493,0.4562024474143982
101,1532,1.4164159376909493,0.5015079975128174
102,1581,1.4066545741710894,0.4543113708496094
103,2581,1.4003856250278388,0.6236881613731384
104,3796,1.3969831179874168,1.0409051179885864
105,753,1.390010124206772,5.684314250946045
106,2097,1.3898825551488772,0.4293527603149414
107,3390,1.3845655532297332,0.6045008301734924
108,715,1.3801992734094146,0.6663379073143005
109,1112,1.3706363868184832,0.4851585030555725
110,3580,1.3643269117155172,0.49432554841041565
111,2934,1.3630037179835004,0.7014010548591614
112,2021,1.359487864879647,1.071930170059204
113,2850,1.3575281955825083,4.468106269836426
114,3946,1.3489601108729117,0.4401537775993347
115,1778,1.3488462954825666,1.0674971342086792
116,3566,1.3445033929607786,0.5828279256820679
117,2487,1.3384946997633727,0.6490883827209473
118,3121,1.337793524590031,0.4208492636680603
119,1521,1.3371097433889092,0.4449091851711273
120,2853,1.3290106202242502,0.993114173412323
121,2261,1.328032745000151,0.7075185775756836
122,3362,1.3226585179204522,0.41941747069358826
