split_1,split_2,pair_count,min_rms_snr,median_rms_snr
train,train,7310,1.4961261022654522,41.39695146943954
train,val,1634,1.3226585179204522,48.31714343531375
train,test,1548,1.328032745000151,42.93593823255773
val,val,342,2.6939703739491354,41.43224737294809
val,test,342,2.21201096054173,44.31236603827051
test,test,306,2.1049051837172286,44.21888338855408
