design_id,candidate_count,prebank_count,selected_count,selection_threshold_mahalanobis,selected_margin_min,selected_margin_p10,selected_margin_median,identifiable_region_cover_radius_max,cover_radius_p95,cover_radius_median,selected_a1_min,selected_a1_max,selected_m_min,selected_m_max,selected_gamma_min,selected_gamma_max
hybrid_ultranear_240,48000,2058,260,3.0,3.001885724901033,3.060072978679793,3.4758745167003715,0.6562859121339273,0.45912869168734455,0.205486863926783,0.06920999940484762,0.199667245708406,0.6673012414108962,1.7677895900048315,0.11922264367341995,0.7320593625307084
