state_id,a1,a2,a3,m,gamma,continuous_mahalanobis
91,0.16523211468011142,0.025,0.0,1.4522474090009927,0.3210928601585329,3.5137585309759634
92,0.1244868502020836,0.025,0.0,1.4513246739562602,0.30234067351557314,3.577594298135004
93,0.08317623622715474,0.025,0.0,0.9373706189263612,0.29416929005645215,3.2664435464672827
94,0.19554376490414144,0.025,0.0,1.2438947091903538,0.434350573560223,3.33275671875596
95,0.08101802933961154,0.025,0.0,1.0064951180759816,0.36486543194390836,3.616209614375294
96,0.09014326948672534,0.025,0.0,1.1617500287853182,0.5014757068548351,3.6324732319298616
97,0.12069312203675508,0.025,0.0,1.4520968109555543,0.46426576434634625,3.1658403968702724
98,0.13617278281599285,0.025,0.0,0.9305180853791535,0.490056566670537,3.083223706475469
99,0.08219849355518818,0.025,0.0,1.283355109319091,0.3809427514486015,3.1465259459437154
100,0.103495691716671,0.025,0.0,0.8516841155756265,0.3967203967086971,3.626431227220115
101,0.12075274474918843,0.025,0.0,1.4357587300240993,0.3667359473463148,3.6370808089016227
102,0.11405475772917271,0.025,0.0,1.0888217808492482,0.526263671880588,3.3198570670424696
103,0.13893923275172712,0.025,0.0,1.2314644156862051,0.4516119383927435,3.445261153505851
104,0.08515528645366431,0.025,0.0,1.121723619233817,0.5800988167431206,3.339873081849907
105,0.13306535184383392,0.025,0.0,1.1974998489767312,0.254653832744807,3.8607114321750786
106,0.11423638109117747,0.025,0.0,1.244839009605348,0.2412219645921141,3.3186202617699934
107,0.10946142785251141,0.025,0.0,0.9549340209923685,0.23945735579356553,3.5646919508047956
108,0.14344597700983286,0.025,0.0,0.9727473467215896,0.3025562236271799,4.10196742020485
109,0.08170867878943683,0.025,0.0,1.0229543049819767,0.4283800808154047,3.6854070384595397
110,0.158744696341455,0.025,0.0,1.0880855558626354,0.47626297673210505,3.1938835155945338
111,0.10281979329884053,0.025,0.0,0.9550178546085953,0.34684245419688525,3.9473967716149363
112,0.15946771353483202,0.025,0.0,1.2779962667822837,0.4553781511168927,3.243856256228087
113,0.12840387150645258,0.025,0.0,0.8716574329417199,0.19833264549262822,3.5800629490098506
114,0.08422263767570258,0.025,0.0,1.0921864067297429,0.6504018866829574,3.001885724901033
115,0.12247643060982227,0.025,0.0,0.9742944155447185,0.353709918204695,4.026115944522667
116,0.15600645430386068,0.025,0.0,1.0054559937864542,0.2958840292133391,4.059747947657041
117,0.09845264367759228,0.025,0.0,0.7657076584454626,0.21903781297616662,3.5452666435087274
118,0.0710623361170292,0.025,0.0,0.9321765264775604,0.5196723174024374,3.202541087326577
119,0.14886762965470554,0.025,0.0,0.8323938362766057,0.35813505966216325,3.280153802002641
120,0.1257753932848573,0.025,0.0,1.193139820760116,0.4349584838282317,3.65455796173581
121,0.11728200353682042,0.025,0.0,0.7000802909955383,0.18332503293640912,3.1890111152133396
122,0.11889195069670677,0.025,0.0,1.0548357970360667,0.47157886866480114,3.5181916017385246
123,0.1382738383486867,0.025,0.0,0.7482713893894106,0.20709063342772424,3.73517504468553
124,0.19897784404456617,0.025,0.0,1.3494793958310038,0.25307953036390246,4.037632801847502
125,0.19781684819608927,0.025,0.0,1.176216450193897,0.17100399242714048,3.853564547588828
126,0.0791355535387993,0.025,0.0,1.3220259807817638,0.635301926592365,3.066677059086247
127,0.14939931239932777,0.025,0.0,1.4362526615150273,0.43442876456305385,3.1586412719297368
128,0.18720248006284237,0.025,0.0,1.2459466664027423,0.3573693060036749,3.5097188255136764
129,0.19726776704192162,0.025,0.0,1.587730767177418,0.2714514785073698,3.4358523335714857
130,0.16993335634469986,0.025,0.0,1.1948076934646814,0.30950733232311906,3.9161658579787506
131,0.10968182124197484,0.025,0.0,1.4453746667224914,0.367108735088259,3.5669397775422578
132,0.15668079145252706,0.025,0.0,1.1940538451448084,0.24037236985750496,4.145708214746585
133,0.10995575524866581,0.025,0.0,0.9734053407143801,0.3849811929650605,3.9755828837568634
134,0.07684612628072501,0.025,0.0,0.8654330806899816,0.39970607596449553,3.3367007913204363
135,0.15490414164960387,0.025,0.0,1.433613346349448,0.30901124795898793,3.680487471174208
136,0.11392488982528448,0.025,0.0,1.2116466095484792,0.3181765593402088,3.8489348426264307
137,0.08434704449027777,0.025,0.0,0.7900825112499297,0.42511457541026176,3.395567763080899
138,0.15516427122056486,0.025,0.0,0.9149474098905921,0.4506318323127925,3.060818014175967
139,0.08235302101820707,0.025,0.0,0.8169278981350362,0.3265585407987237,3.3480810343277283
140,0.11563159227371217,0.025,0.0,0.8467886968329549,0.3661137210391462,3.6481888839520864
141,0.19756836947053671,0.025,0.0,1.1584552568383515,0.24577291514724495,4.277383522630376
142,0.11163795087486506,0.025,0.0,1.1813534618727863,0.36414144254289565,4.170739296497218
143,0.1338675046339631,0.025,0.0,0.8305812554154545,0.43704980295151474,3.0272216043555407
144,0.13849405385553837,0.025,0.0,0.7979094544425607,0.2754032207187265,3.7091261015226467
145,0.1403948398306966,0.025,0.0,1.2464376696292312,0.5344068307895213,3.0674346504341394
146,0.14093983490020037,0.025,0.0,1.4332733618747442,0.2692139010410756,3.707367061836871
147,0.12271337881684304,0.025,0.0,0.9561699135322124,0.31051460448652507,4.2538010560990775
148,0.14153844583779573,0.025,0.0,1.195191303519532,0.3562855430226773,3.9212838163674304
149,0.19463708139955999,0.025,0.0,1.3315883080009372,0.3330622564442456,3.7140139455809056
150,0.15043485667556525,0.025,0.0,0.7654618028458208,0.2519022147823125,3.530755864319351
151,0.1109664510935545,0.025,0.0,1.1935614815726876,0.4541710306610912,3.6816271876964937
152,0.13684679213911297,0.025,0.0,1.4499873874802143,0.31187088023871185,3.887286553251346
153,0.08350250106304885,0.025,0.0,0.999719295790419,0.619162384364754,3.0705267180486064
154,0.16019179187715055,0.025,0.0,1.0035155737958847,0.1310576617065817,3.0192886052543826
155,0.08400894030928613,0.025,0.0,1.1511704632733017,0.4607547287736088,3.5137684601326233
