selection_order,candidate_local_index,maximin_rms_snr_at_selection,alias_score
0,2298,inf,8.737868309020996
1,3572,175.29864268567374,0.8874795436859131
2,1938,88.3182462893139,0.86440110206604
3,886,44.24703679028575,0.3661485016345978
4,2545,44.22451027977988,0.46511974930763245
5,3760,22.124030454929073,0.738020658493042
6,3909,22.114865667556522,1.0181360244750977
7,1798,22.112399528575448,0.3717116117477417
8,1266,22.04581633622848,0.37857159972190857
9,171,11.106518556109876,0.5459081530570984
10,2199,11.10103065119084,0.44577479362487793
11,538,11.099649694954671,0.41599178314208984
12,1161,11.075389522803103,0.6700945496559143
13,900,11.059802874301347,0.36785927414894104
14,2034,11.053424402722225,0.44607013463974
15,2516,11.019243874856814,0.4533407688140869
16,3919,5.602497969976577,0.38196176290512085
17,2730,5.581163126758204,1.0278247594833374
18,2764,5.573266036524577,1.0516307353973389
19,2741,5.570705864404535,0.8448745608329773
20,4523,5.562022212734741,0.7997881174087524
21,3473,5.553999532694832,0.9037281274795532
22,2081,5.549130485199067,0.9373888969421387
23,3514,5.537822526716042,0.5103749632835388
24,393,5.535231665346007,0.48562267422676086
25,4605,5.531417789574051,0.5021958351135254
26,1662,5.518638725713159,0.6550903916358948
27,28,5.513852412822606,0.4787239134311676
28,777,5.483306366936219,0.5578354597091675
29,2982,5.474226579026981,5.386814594268799
30,3395,3.1065859454052953,0.36250683665275574
31,3052,2.9383886075242946,0.3586461842060089
32,1325,2.935067890145147,0.998071551322937
33,2910,2.9180987537826053,1.0363519191741943
34,39,2.8973235854271446,1.0112295150756836
35,4603,2.8865553135934245,0.4063001871109009
36,1383,2.863932080322667,0.38782402873039246
37,1607,2.8438019817697877,0.4513647258281708
38,110,2.834348227215579,0.37212398648262024
39,2540,2.8294266933743315,0.6620144248008728
40,116,2.822551687340893,0.877800703048706
41,961,2.821810513731045,0.3605812191963196
42,3253,2.803665058973369,0.4238293468952179
43,2712,2.8031661430238866,0.5989398956298828
44,1843,2.8018229675864452,0.5189570188522339
45,3235,2.800880645291064,0.9961670637130737
46,1055,2.7940109398648447,0.8672590851783752
47,1602,2.7856541152011833,0.4136793613433838
48,1545,2.769301589513315,1.3561949729919434
49,4459,2.7675841662401326,0.38568902015686035
50,3953,2.763912328661642,0.8123096823692322
51,1825,2.7631189254244735,0.37036144733428955
52,3772,2.7522185575591145,0.4086579978466034
53,3737,2.750562569810643,0.45432066917419434
54,3891,2.7493598730048734,0.39217662811279297
55,3091,2.7247780142917506,0.5547073483467102
56,2653,2.7119136118974416,0.36739689111709595
57,3777,2.6709281575411787,7.908329486846924
58,2283,1.981022660412997,0.4268181622028351
59,2760,1.9372913277700656,0.4763372838497162
60,1990,1.9066768459274899,1.0228782892227173
61,2338,1.8783667984373995,1.0433149337768555
62,4273,1.775121584848744,1.0232605934143066
63,229,1.7529310393025737,1.055625081062317
64,1765,1.7464932003131235,0.4091639220714569
65,3723,1.7368676102489407,0.3676965534687042
66,1650,1.7119510645261855,0.35011255741119385
67,4405,1.6972637162291446,1.0025583505630493
68,3906,1.684149894658002,1.0597506761550903
69,4607,1.6660429853787924,0.43392878770828247
70,1202,1.654648189038059,1.0397543907165527
71,3242,1.6452939450425734,0.3612118065357208
72,1775,1.6452170653306515,0.4295082986354828
73,1348,1.6227010358623466,0.39616161584854126
74,526,1.5992448219019229,0.3730638325214386
75,916,1.592111586079732,0.6635860800743103
76,1639,1.58164080943092,0.39305490255355835
77,1355,1.5811833720063984,1.0060423612594604
78,24,1.574745164760205,0.41638898849487305
79,3099,1.5735392324577275,0.3682765066623688
80,2436,1.57030626008361,0.35541650652885437
81,1284,1.5683462483870547,0.3964846134185791
82,1004,1.56336782914976,0.459695428609848
83,3784,1.5494922973703127,0.9655793905258179
84,1706,1.5410114721287382,0.41724780201911926
85,3559,1.5397520687540518,0.4428916573524475
86,1644,1.5373180159392663,0.8821439743041992
87,2607,1.521409019314203,0.9193418025970459
88,1466,1.512920357744582,0.7374087572097778
