state,nearest_state,a1,nearest_a1,gamma,nearest_gamma,relative_l2_difference,snr_sep,snr_sep_rms,rms_g_difference,mean_rms_g,rms_g_relative,rms_g_gap_percent,sigma_reference
0,1,0.05,0.05,0.01,0.1,0.005388357196750678,60.24366489492362,2.6941785983753386,8.459191289864351e-05,0.015699017308959153,0.005388357196750678,0.5388357196750678,3.139803461791831e-05
1,0,0.05,0.05,0.1,0.01,0.005388357196750678,60.24366489492362,2.6941785983753386,8.459191289864351e-05,0.015699017308959153,0.005388357196750678,0.5388357196750678,3.139803461791831e-05
2,5,0.05,0.06875,1.0,1.0,0.02977177314603127,332.85854282614343,14.88588657301563,0.0004549239399583228,0.015280377749988552,0.029771773146031265,2.9771773146031264,3.0560755499977105e-05
3,11,0.06875,0.10625000000000001,0.01,1.0,0.0038719076466328336,43.28924350236125,1.9359538233164166,6.363097214702705e-05,0.016434010816958174,0.003871907646632833,0.38719076466328334,3.286802163391635e-05
4,11,0.06875,0.10625000000000001,0.1,1.0,0.005279420120366398,59.025711354596936,2.639710060183199,8.645690755097587e-05,0.01637621283774167,0.005279420120366398,0.5279420120366398,3.275242567548334e-05
5,1,0.06875,0.05,1.0,0.1,0.009971862571289394,111.48881285844465,4.985931285644697,0.00015538291718483494,0.015582135842125172,0.009971862571289394,0.9971862571289394,3.116427168425034e-05
6,7,0.08750000000000001,0.08750000000000001,0.01,0.1,0.00866134366172135,96.83676602047939,4.330671830860673,0.00014803577587459155,0.017091548569863703,0.008661343661721348,0.8661343661721348,3.418309713972741e-05
7,6,0.08750000000000001,0.08750000000000001,0.1,0.01,0.00866134366172135,96.83676602047939,4.330671830860673,0.00014803577587459155,0.017091548569863703,0.008661343661721348,0.8661343661721348,3.418309713972741e-05
8,0,0.08750000000000001,0.05,1.0,0.01,0.013945763629980323,155.91837737390117,6.972881814990162,0.00022105541822527145,0.015851080234147302,0.013945763629980325,1.3945763629980326,3.1702160468294606e-05
9,20,0.10625000000000001,0.16250000000000003,0.01,1.0,0.007235912063302634,80.89995626377726,3.617956031651317,0.0001289966134796671,0.01782727766052896,0.007235912063302635,0.7235912063302635,3.5654555321057924e-05
10,20,0.10625000000000001,0.16250000000000003,0.1,1.0,0.005629610113121733,62.94095449880237,2.814805056560866,9.985741649410638e-05,0.017737892054256924,0.005629610113121731,0.5629610113121731,3.5475784108513845e-05
11,3,0.10625000000000001,0.06875,1.0,0.01,0.0038719076466328336,43.28924350236125,1.9359538233164166,6.363097214702705e-05,0.016434010816958174,0.003871907646632833,0.38719076466328334,3.286802163391635e-05
12,26,0.125,0.2,0.01,1.0,0.006787163019963044,75.88278943505063,3.393581509981521,0.00012649676966463482,0.018637650118697696,0.006787163019963043,0.6787163019963043,3.7275300237395395e-05
13,23,0.125,0.18125000000000002,0.1,1.0,0.009386972263204353,104.94954041714993,4.693486131602178,0.00017183215727904113,0.01830538670627585,0.009386972263204355,0.9386972263204355,3.66107734125517e-05
14,7,0.125,0.08750000000000001,1.0,0.1,0.00956888305863666,106.98336493928838,4.784441529318329,0.00016213020739795934,0.016943482996338247,0.009568883058636658,0.9568883058636659,3.3886965992676495e-05
15,16,0.14375000000000002,0.14375000000000002,0.01,0.1,0.01267891045048905,141.75452823962996,6.3394552252445235,0.00024320171315209883,0.0191815940416803,0.012678910450489049,1.267891045048905,3.8363188083360605e-05
16,15,0.14375000000000002,0.14375000000000002,0.1,0.01,0.01267891045048905,141.75452823962996,6.3394552252445235,0.00024320171315209883,0.0191815940416803,0.012678910450489049,1.267891045048905,3.8363188083360605e-05
17,6,0.14375000000000002,0.08750000000000001,1.0,0.01,0.00964503724926225,107.83479467433988,4.822518624631124,0.0001663197881382385,0.017244079399585555,0.00964503724926225,0.9645037249262249,3.448815879917111e-05
18,19,0.16250000000000003,0.16250000000000003,0.01,0.1,0.013830175767894751,154.62606578891507,6.9150878839473755,0.00027492368473003927,0.01987853873616304,0.013830175767894751,1.3830175767894752,3.9757077472326086e-05
19,18,0.16250000000000003,0.16250000000000003,0.1,0.01,0.013830175767894751,154.62606578891507,6.9150878839473755,0.00027492368473003927,0.01987853873616304,0.013830175767894751,1.3830175767894752,3.9757077472326086e-05
20,10,0.16250000000000003,0.10625000000000001,1.0,0.1,0.005629610113121733,62.94095449880237,2.814805056560866,9.985741649410638e-05,0.017737892054256924,0.005629610113121731,0.5629610113121731,3.5475784108513845e-05
21,22,0.18125000000000002,0.18125000000000002,0.01,0.1,0.014903369251952441,166.62473370572923,7.45168462597622,0.00030664565359797655,0.020575592566614016,0.014903369251952441,1.490336925195244,4.1151185133228036e-05
22,21,0.18125000000000002,0.18125000000000002,0.1,0.01,0.014903369251952441,166.62473370572923,7.45168462597622,0.00030664565359797655,0.020575592566614016,0.014903369251952441,1.490336925195244,4.1151185133228036e-05
23,13,0.18125000000000002,0.125,1.0,0.1,0.009386972263204353,104.94954041714993,4.693486131602178,0.00017183215727904113,0.01830538670627585,0.009386972263204355,0.9386972263204355,3.66107734125517e-05
24,25,0.2,0.2,0.01,0.1,0.015906156171904,177.83623230552587,7.953078085952,0.00033836760291277717,0.021272744920639984,0.015906156171904,1.5906156171904002,4.254548984127997e-05
25,24,0.2,0.2,0.1,0.01,0.015906156171904,177.83623230552587,7.953078085952,0.00033836760291277717,0.021272744920639984,0.015906156171904,1.5906156171904002,4.254548984127997e-05
26,12,0.2,0.125,1.0,0.01,0.006787163019963044,75.88278943505063,3.393581509981521,0.00012649676966463482,0.018637650118697696,0.006787163019963043,0.6787163019963043,3.7275300237395395e-05
