split_1,split_2,pair_count,min_rms_snr,median_rms_snr
train,train,11556,1.6048497059678144,41.49750279138526
train,val,2484,1.3030708135034117,51.24956443648931
train,test,2484,1.3001482308303904,47.171053337863455
val,val,506,1.3163029061574902,55.75439292295589
val,test,529,1.327650581774352,52.08400932242015
test,test,506,1.6659659848293746,55.1703558631527
