selection_order,candidate_local_index,maximin_rms_snr_at_selection,alias_score
0,3986,inf,8.737868309020996
1,6210,175.29864268567374,0.8874795436859131
2,3328,88.3182462893139,0.86440110206604
3,5743,44.24889737981764,0.2873857915401459
4,5765,44.23388666921329,0.15144295990467072
5,2622,22.151540916206955,0.20703202486038208
6,6531,22.141507536054984,0.738020658493042
7,7451,22.127678585260124,0.2195386439561844
8,4358,22.051965421049484,0.3102574050426483
9,1461,11.127420958979712,0.21227648854255676
10,1204,11.126277930686491,0.9159496426582336
11,604,11.090307194805282,0.8280970454216003
12,6924,11.083675949386947,0.151582732796669
13,1473,11.066905706894243,0.5201219916343689
14,6202,11.065394983830174,0.17700053751468658
15,2008,11.001715877068195,0.6700945496559143
16,3807,10.990890863300693,0.16312286257743835
17,5244,5.7465321291027704,1.029470682144165
18,4795,5.653684716312075,1.0516307353973389
19,2379,5.641833371413769,0.21927860379219055
20,3573,5.637336412350567,0.9373888969421387
21,6051,5.600987474597641,0.9037281274795532
22,2420,5.597854751727554,1.0015144348144531
23,5186,5.582652761355223,0.18999415636062622
24,7818,5.576456159248705,0.15609833598136902
25,813,5.574051043573534,0.6790677905082703
26,480,5.555461213915939,3.5242905616760254
27,2088,5.537813581981644,0.3793262839317322
28,3615,5.530179759466942,0.467631459236145
29,2873,5.524556557101952,0.6550903916358948
30,6099,5.47590733884312,0.26257315278053284
31,5276,5.42027056786075,0.16671356558799744
32,4026,3.2206923660635107,0.16811837255954742
33,5098,3.1692523029666506,0.22287237644195557
34,857,3.1350428762444813,0.24982424080371857
35,7620,3.083339790338176,0.1651570349931717
36,1277,3.069345558788722,0.18295593559741974
37,3357,3.049489530846106,0.18580995500087738
38,5556,2.9585449894336464,0.7500301003456116
39,507,2.946328472858769,0.17364336550235748
40,2321,2.9457386872206426,1.0122992992401123
41,1795,2.9432898629084794,0.15031686425209045
42,6702,2.936117355717955,0.9829038977622986
43,6552,2.9019171561616752,0.8527250289916992
44,136,2.9017829440571137,0.19280819594860077
45,2682,2.8823846389227503,0.8627009391784668
46,2293,2.866807264629889,0.23546035587787628
47,3128,2.8400870037616173,0.6317862868309021
48,7840,2.8378697136666284,0.6187015175819397
49,4888,2.8347325438052917,0.17271192371845245
50,4304,2.810143763107209,0.19803284108638763
51,7037,2.803985705249736,0.2983799874782562
52,3764,2.78941230879841,0.4334658086299896
53,6561,2.786089964900858,7.908329486846924
54,820,2.7801108396020173,0.18402618169784546
55,5771,2.775112611283911,2.766458749771118
56,3070,2.7742074411680293,0.16646204888820648
57,4412,2.7735148740823545,0.5801736116409302
58,4275,2.7615185849976416,0.36852335929870605
59,2913,2.738314112452253,0.47122082114219666
60,6434,2.7153561464332996,0.18112626671791077
61,3874,2.7070136365532327,0.17873215675354004
62,2908,2.5208422873320577,1.0388299226760864
63,3522,2.4683871185988138,1.0224878787994385
64,4900,2.35516591265669,1.0449442863464355
65,1351,2.128984237393809,0.15005084872245789
66,3338,2.122612603998617,0.15781977772712708
67,4045,2.106901321450592,0.22346867620944977
68,3549,2.0804230611084997,1.024773120880127
69,846,1.9665959042521004,0.9350704550743103
70,7756,1.96447429285518,0.15375086665153503
71,1450,1.956764935685667,1.033860445022583
72,5881,1.928508126576173,1.0182873010635376
73,6781,1.9227765823084861,1.0597506761550903
74,4977,1.9082431049711472,0.18214640021324158
75,7561,1.87056346007155,1.0484808683395386
76,2270,1.8503426808303407,0.15129292011260986
77,7204,1.8459031250159332,1.0684696435928345
78,5533,1.8404700635356952,0.18836338818073273
79,4043,1.8141768082143348,0.7631384134292603
80,2215,1.797779619716419,0.17974905669689178
81,1893,1.7930768447630778,0.9610647559165955
82,3978,1.7809272185789793,0.18790552020072937
83,2502,1.763983316928651,0.15844599902629852
84,421,1.7529310393025737,1.055625081062317
85,1749,1.744509633758588,0.9705895781517029
86,272,1.741267379149173,1.048377513885498
87,1183,1.7368450963677775,0.9995660185813904
88,7481,1.7229117849804536,0.1794753521680832
89,3514,1.7131165527317869,0.9427553415298462
90,1881,1.710919822116594,0.16007480025291443
91,7215,1.7004187348218707,0.17232470214366913
92,5441,1.6983765489475189,0.18063820898532867
93,7603,1.6854305308229,0.7497485280036926
