selection_order,candidate_local_index,maximin_rms_snr_at_selection,alias_score
0,650,inf,8.737868309020996
1,1059,175.29864268567374,0.8874795436859131
2,546,88.3182462893139,0.86440110206604
3,1284,44.22708778840936,0.7662436962127686
4,48,43.81668986842766,0.7686315774917603
5,395,22.1154701120065,1.015643835067749
6,1072,21.89381360054597,0.8691827058792114
7,907,13.671065060120709,0.8480696082115173
8,108,11.070382549199248,1.010135293006897
9,196,11.012068074184088,0.9159496426582336
10,134,10.96030834877846,0.8210006952285767
11,252,10.90883478145976,0.8507862687110901
12,1299,6.783067374459364,6.85024356842041
13,799,5.551749174100933,0.8448745608329773
14,101,5.5399388259153906,0.7954054474830627
15,639,5.513010698245832,0.7692235112190247
16,1227,5.494626044005767,1.0296790599822998
17,232,5.492045797155677,0.7795737385749817
18,1270,5.471450878761155,0.7675120830535889
19,112,5.442366625081784,0.919308602809906
20,96,5.329979915829035,0.8891993761062622
21,236,3.440684931754966,5.24037504196167
22,69,3.368692433727798,1.1169958114624023
23,1002,2.863886834584932,1.0353716611862183
24,597,2.8417418888414083,1.0251456499099731
25,545,2.786272804576551,1.0116716623306274
26,1099,2.7783732760773177,1.0471404790878296
27,732,2.7757293263313914,0.791895866394043
28,1030,2.7713708925602427,0.7515820860862732
29,696,2.7665781366206015,0.9743503928184509
30,94,2.7477985914715806,0.8308247327804565
31,214,2.746125540780906,0.805097758769989
32,1154,2.7064423600392096,0.8320823907852173
33,379,2.703941221704488,0.7579872608184814
34,33,2.670359510734089,0.835478663444519
35,744,2.6179374397553192,0.7780138850212097
36,208,2.617137190738756,0.8210704326629639
37,1307,2.5891545186550466,0.8847212195396423
38,341,2.3591736982482585,0.8546954989433289
39,1310,2.1585852652138153,0.7585039734840393
40,693,1.9797783142292387,0.7661471962928772
41,91,1.7149537299490576,1.082098364830017
42,178,1.6748076823269862,6.987796306610107
43,9,1.609238710630022,7.033979415893555
44,1007,1.6077770581968847,2.5691606998443604
45,67,1.5998558569771486,0.7895747423171997
46,1014,1.5741974687983693,0.8240361213684082
47,264,1.5614454046608714,1.060621738433838
48,227,1.5566123896202881,0.7972727417945862
49,559,1.5320380807631324,0.7763923406600952
50,889,1.5121919423538155,0.7622653245925903
51,664,1.477225863458234,0.7838216423988342
52,507,1.453322275560049,0.880700945854187
53,339,1.4383777746417155,0.9132516384124756
54,580,1.429975695785947,1.024773120880127
55,1191,1.4158018454802037,0.9671005010604858
56,736,1.412096033684912,0.7962118983268738
57,277,1.4066309286516094,0.7983280420303345
58,620,1.4064677239622647,1.0498112440109253
59,684,1.3896540305671201,0.8733461499214172
60,1118,1.3806343649642367,0.8721520900726318
61,870,1.3740742539887127,1.0076277256011963
62,508,1.373418977842767,1.0680103302001953
63,791,1.3649834351144277,0.9325090646743774
64,963,1.3637621606928232,1.0254069566726685
65,1230,1.3549674983663011,0.8435243368148804
66,1143,1.3414480226775531,0.8694044351577759
67,1083,1.3281026255139812,0.8028333187103271
68,428,1.32782155509921,0.8559721112251282
69,731,1.3079284399975488,0.7777414917945862
70,759,1.3068815106565592,0.8957471251487732
71,229,1.3018649948827783,0.8464503288269043
