split_1,split_2,pair_count,min_rms_snr,median_rms_snr
train,train,2450,1.5320380807631324,44.672944177736476
train,val,550,1.3414480226775531,34.32508102913023
train,test,550,1.3018649948827783,34.66517679095351
val,val,110,2.907923235223155,22.351332526325717
val,test,121,2.551586101429979,24.491935684974017
test,test,110,2.761971312239291,24.9162256477046
