split,count,min_nearest_train_rms_snr,median_nearest_train_rms_snr,p90_nearest_train_rms_snr,max_nearest_train_rms_snr
val,11,1.3414480226775531,1.3806343649642367,1.4383777746417155,1.477225863458234
test,11,1.3018649948827783,1.373418977842767,1.453322275560049,1.5121919423538155
holdout_all,22,1.3018649948827783,1.3773543094764746,1.4518278254682158,1.5121919423538155
