stage,candidate_state_count,selected_state_count,retention_rate,alias_threshold,min_separation_rms_snr,actual_min_selected_g_separation,max_parameter_cover_radius,actual_parameter_cover_radius,noise_scale_used_for_alias_score,candidate_a1_min,candidate_a1_max,selected_a1_min,selected_a1_max,candidate_m_min,candidate_m_max,selected_m_min,selected_m_max,candidate_gamma_min,candidate_gamma_max,selected_gamma_min,selected_gamma_max
3P,48000,260,0.005416666666666667,0.025,1.3,1.3007829345514301,0.35,0.1627241206657012,0.002,0.05,0.2,0.05,0.2,0.4,1.2,0.4,1.2,0.01,1.0,0.01,1.0
