state_id,state_index,a1,a2,a3,m,gamma,selected_rank,alias_score,nearest_alias_state_id,nearest_selected_rms_snr,nearest_selected_state_id
3P_S00015110,15110,0.05390003547752497,0.025,0.0,0.5292291768169787,0.45331529965332773,155,0.1124910894483474,PROFILED_CONTINUOUS,1.6158200411362431,3P_S00019536
3P_S00016277,16277,0.13444677247973008,0.025,0.0,0.663269978286704,0.624443107994807,156,0.026122044423410564,PROFILED_CONTINUOUS,1.5393421722890306,3P_S00023977
3P_S00011008,11008,0.13208022838942807,0.025,0.0,0.40107052119701253,0.016908252767804104,157,0.026240151667789053,PROFILED_CONTINUOUS,2.0983181839934324,3P_S00010355
3P_S00038647,38647,0.16966883669866084,0.025,0.0,0.6029957453029752,0.4183813819320305,158,0.026238387737877473,PROFILED_CONTINUOUS,1.430228203552153,3P_S00034815
3P_S00037358,37358,0.15475697515178113,0.025,0.0,0.4021101251248523,0.01951022866655023,159,0.028893726518863416,PROFILED_CONTINUOUS,1.6687996797145477,3P_S00004696
3P_S00044667,44667,0.1165830872854447,0.025,0.0,1.1917070174338338,0.1985820630161721,160,0.03069101359522297,PROFILED_CONTINUOUS,1.3595210635872166,3P_S00019526
3P_S00000001,1,0.05,0.025,0.0,0.4,1.0,161,0.5788407356726453,PROFILED_CONTINUOUS,1.7431456699474932,3P_S00016333
3P_S00010799,10799,0.19977060406725777,0.025,0.0,0.5959392232998894,0.49140646519227243,162,0.03310264932642471,PROFILED_CONTINUOUS,1.304257079892833,3P_S00014037
3P_S00030903,30903,0.11928619400705283,0.025,0.0,0.8426689752978643,0.6505306139609055,163,0.02685045406702299,PROFILED_CONTINUOUS,1.3007829345514301,3P_S00030755
3P_S00000969,969,0.19028938094559433,0.025,0.0,0.40115421129492,0.04460479328013167,164,0.02661655449074444,PROFILED_CONTINUOUS,1.3878096861803153,3P_S00011269
3P_S00004152,4152,0.19942564360255866,0.025,0.0,1.131695248406266,0.04893395889702624,165,0.02852975748116948,PROFILED_CONTINUOUS,1.5381004344136573,3P_S00010189
3P_S00031295,31295,0.13315972839289725,0.025,0.0,0.7290676136746517,0.38637660487334513,166,0.025944856768434072,PROFILED_CONTINUOUS,1.350097529653636,3P_S00034337
3P_S00030755,30755,0.1276863507003555,0.025,0.0,1.0854331891768327,0.7669750471017137,167,0.18596410294950755,PROFILED_CONTINUOUS,1.3007829345514301,3P_S00030903
3P_S00016428,16428,0.1924462469400594,0.025,0.0,0.9018305003963065,0.14599874583185077,168,0.025250418855541547,PROFILED_CONTINUOUS,1.432285307749717,3P_S00032957
3P_S00045203,45203,0.19692088865487228,0.025,0.0,0.722125291321398,0.2822876565001552,169,0.02632970756682161,PROFILED_CONTINUOUS,1.3543312295037073,3P_S00015920
3P_S00009961,9961,0.15724914699898113,0.025,0.0,0.6424946275710616,0.6741204499477881,170,0.03171326949783953,PROFILED_CONTINUOUS,1.4498110641706394,3P_S00019948
3P_S00011953,11953,0.19652286195587187,0.025,0.0,0.4759384883250287,0.5908765401746796,171,0.02758300263737444,PROFILED_CONTINUOUS,1.4606601987459245,3P_S00004848
3P_S00020956,20956,0.18260042334757842,0.025,0.0,1.1907187783923148,0.28946328489868967,172,0.3068193770195736,PROFILED_CONTINUOUS,1.367090797292641,3P_S00006696
3P_S00032503,32503,0.19944717062144462,0.025,0.0,1.0582093633169793,0.23041832352522557,173,0.03628924991140627,PROFILED_CONTINUOUS,1.760782951253505,3P_S00012596
3P_S00045918,45918,0.17463054088481691,0.025,0.0,1.0927787573443077,0.953995216632607,174,0.5681392556293545,PROFILED_CONTINUOUS,1.3717405553611037,3P_S00007239
3P_S00025352,25352,0.06085277698912503,0.025,0.0,1.128196636681286,0.879075048488197,175,0.18011214971591652,PROFILED_CONTINUOUS,1.3094946951831417,3P_S00019375
3P_S00013155,13155,0.1599057139218089,0.025,0.0,1.1519365079159691,0.7779420032222568,176,0.2333214404506,PROFILED_CONTINUOUS,1.3150153569169865,3P_S00021558
3P_S00008917,8917,0.09732381809133998,0.025,0.0,1.174231070110408,0.36739323429323145,177,0.02625875952401604,PROFILED_CONTINUOUS,1.6488760238095619,3P_S00019427
3P_S00036220,36220,0.15504314556969329,0.025,0.0,0.5604355569443494,0.792212548927547,178,0.025919654771959233,PROFILED_CONTINUOUS,1.3242871169673,3P_S00021715
3P_S00016628,16628,0.10708567582230877,0.025,0.0,0.40003437819508364,0.04145906730988663,179,0.028335980330333084,PROFILED_CONTINUOUS,2.463152432702785,3P_S00036220
3P_S00035956,35956,0.19818572145545926,0.025,0.0,1.1968246859806944,0.36458649224729495,180,0.4680118684574385,PROFILED_CONTINUOUS,1.4536390987355945,3P_S00027299
3P_S00022681,22681,0.1509371618667598,0.025,0.0,1.1120993613294186,0.8819147241961797,181,0.40140441006663696,PROFILED_CONTINUOUS,1.30335933790261,3P_S00008512
3P_S00043296,43296,0.19059085397055037,0.025,0.0,0.905617489861753,0.22231971915794588,182,0.02708916509561402,PROFILED_CONTINUOUS,1.3598856775936787,3P_S00027883
3P_S00035753,35753,0.18411234100398732,0.025,0.0,1.1799179614867605,0.9053421293640992,183,0.5049565464861367,PROFILED_CONTINUOUS,1.6058371828717142,3P_S00007042
3P_S00000868,868,0.19902127531609753,0.025,0.0,0.8185695919407818,0.24935110519769907,184,0.027821776742431782,PROFILED_CONTINUOUS,1.5578813898521362,3P_S00015753
3P_S00011554,11554,0.19664544151451308,0.025,0.0,0.7168006953876852,0.04696149163128893,185,0.039141670919539434,PROFILED_CONTINUOUS,1.3598477132306486,3P_S00011543
3P_S00007103,7103,0.16494928864845954,0.025,0.0,0.41051261412691203,0.06148412176077447,186,0.02980781816541016,PROFILED_CONTINUOUS,1.7827163672966424,3P_S00033001
3P_S00008586,8586,0.18207136819573988,0.025,0.0,1.0940133652116293,0.162317618996342,187,0.02771001644608295,PROFILED_CONTINUOUS,1.4050481468163851,3P_S00046350
3P_S00006131,6131,0.19926077054486196,0.025,0.0,1.1745837779654282,0.6965283054164195,188,0.6636415133146876,PROFILED_CONTINUOUS,1.4202701176317076,3P_S00040513
3P_S00010957,10957,0.07792014691879151,0.025,0.0,1.1499279337756976,0.8303298066976267,189,0.18193024007753467,PROFILED_CONTINUOUS,1.313510724812364,3P_S00028819
3P_S00039511,39511,0.1841301627712041,0.025,0.0,0.6472219219870736,0.2770096511088283,190,0.026217866014101317,PROFILED_CONTINUOUS,1.5754794419781875,3P_S00014461
3P_S00034826,34826,0.19797395638506643,0.025,0.0,1.0842054432583907,0.13535847943735543,191,0.026427574891364478,PROFILED_CONTINUOUS,1.5967345462033744,3P_S00037713
3P_S00029777,29777,0.1289627981469002,0.025,0.0,1.15500547817522,0.7363595172585106,192,0.07790813617487942,PROFILED_CONTINUOUS,1.404176350490012,3P_S00022854
3P_S00012184,12184,0.13384322611058716,0.025,0.0,1.0114158728230382,0.7579946977732601,193,0.026284186753617125,PROFILED_CONTINUOUS,1.3411329487481207,3P_S00026505
3P_S00012443,12443,0.05801995358571898,0.025,0.0,0.43719269124209614,0.6917564302119283,194,0.10663993481290672,PROFILED_CONTINUOUS,1.6042186481607696,3P_S00031485
3P_S00028477,28477,0.07784729901987819,0.025,0.0,1.1973240261039284,0.3029772757142893,195,0.025364687884217193,PROFILED_CONTINUOUS,1.4045031444016263,3P_S00043730
3P_S00012643,12643,0.13694756795161392,0.025,0.0,0.5944217100752617,0.7372716625066507,196,0.025372399206709875,PROFILED_CONTINUOUS,1.3529506626108923,3P_S00023977
3P_S00016312,16312,0.19250762591755527,0.025,0.0,0.43053969246296275,0.557865521408974,197,0.026837512848740027,PROFILED_CONTINUOUS,1.3350981181380246,3P_S00043077
3P_S00033982,33982,0.06635872955977867,0.025,0.0,1.0701823753603463,0.9663833411970015,198,0.24530617684988895,PROFILED_CONTINUOUS,1.6263688732558117,3P_S00012443
3P_S00034337,34337,0.14876263150960037,0.025,0.0,0.5110191564740934,0.6026174018774602,199,0.02546204236053155,PROFILED_CONTINUOUS,1.350097529653636,3P_S00031295
3P_S00012596,12596,0.19928589369565092,0.025,0.0,0.9501702283232755,0.26603879632954924,200,0.03504692714126881,PROFILED_CONTINUOUS,1.3251581723331314,3P_S00035536
3P_S00001029,1029,0.19660474028985592,0.025,0.0,0.7573226918117884,0.0734383413233896,201,0.025214724317977156,PROFILED_CONTINUOUS,1.6295234526732032,3P_S00040070
3P_S00032957,32957,0.19103818053185218,0.025,0.0,1.120465672081692,0.10467790642440958,202,0.0258984104880888,PROFILED_CONTINUOUS,1.432285307749717,3P_S00016428
3P_S00008243,8243,0.127912158931128,0.025,0.0,0.413534247118835,0.051984884025192774,203,0.025925539669629568,PROFILED_CONTINUOUS,1.419597547384079,3P_S00036288
3P_S00015753,15753,0.19986802480721244,0.025,0.0,0.6328640211901455,0.2904322109816009,204,0.025795354856312024,PROFILED_CONTINUOUS,1.5578813898521362,3P_S00000868
3P_S00046571,46571,0.1960205750419185,0.025,0.0,1.0506111458729075,0.05921722701862454,205,0.0302064717624433,PROFILED_CONTINUOUS,1.3729268252534061,3P_S00000912
3P_S00003476,3476,0.19098244432847622,0.025,0.0,0.76243356798427,0.28657362832221905,206,0.027303996378251417,PROFILED_CONTINUOUS,1.412066533037808,3P_S00037148
3P_S00028663,28663,0.09391930113531205,0.025,0.0,1.1340291670131077,0.9883063528160507,207,0.40149085850494054,PROFILED_CONTINUOUS,1.5491337181218738,3P_S00044563
3P_S00002852,2852,0.19933595271223303,0.025,0.0,0.48018784223864575,0.035112670879518235,208,0.0473688699035438,PROFILED_CONTINUOUS,1.3330333857938854,3P_S00028010
3P_S00012355,12355,0.1053252232283361,0.025,0.0,1.159493203385047,0.7745131915025044,209,0.1351355519332635,PROFILED_CONTINUOUS,1.4603111325328233,3P_S00033954
3P_S00023890,23890,0.05179213366111288,0.025,0.0,0.44835266525830214,0.17570074168574137,210,0.05759825566163287,PROFILED_CONTINUOUS,1.393154725357336,3P_S00028557
3P_S00033316,33316,0.19394233433037517,0.025,0.0,1.1798818108851088,0.3038169566597463,211,0.28261542104434184,PROFILED_CONTINUOUS,1.401341361896991,3P_S00046350
3P_S00029219,29219,0.11771801250099075,0.025,0.0,1.062012655521384,0.9954325816974893,212,0.392919697931765,PROFILED_CONTINUOUS,1.9131544959985276,3P_S00006110
3P_S00031126,31126,0.19987808441073668,0.025,0.0,0.4544834860596898,0.013954568380581907,213,0.8444099584091795,PROFILED_CONTINUOUS,1.3970134263246294,3P_S00000004
3P_S00047426,47426,0.05440001248718446,0.025,0.0,0.42266154597633593,0.3228080578634885,214,0.2691396386989567,PROFILED_CONTINUOUS,1.687298865150227,3P_S00046956
3P_S00033752,33752,0.11781126160420038,0.025,0.0,1.0298698437364093,0.6906395205823954,215,0.026839631766679545,PROFILED_CONTINUOUS,1.666575514409621,3P_S00001685
3P_S00013887,13887,0.14087406826568669,0.025,0.0,0.6042389282716922,0.5872623690704065,216,0.027036788243610985,PROFILED_CONTINUOUS,1.3910666489974102,3P_S00030470
3P_S00018228,18228,0.17667009485067792,0.025,0.0,0.6278030910069181,0.2942810156602194,217,0.02541294908247187,PROFILED_CONTINUOUS,1.312666517994311,3P_S00011959
3P_S00041741,41741,0.12311926580280468,0.025,0.0,0.6921760477295333,0.6804651428523518,218,0.025986634244724787,PROFILED_CONTINUOUS,1.3847743324519262,3P_S00022854
3P_S00036039,36039,0.19664045288466886,0.025,0.0,0.5204137494037953,0.48138403341139324,219,0.028595282107207944,PROFILED_CONTINUOUS,1.409927289935793,3P_S00033272
3P_S00023967,23967,0.13941775871409834,0.025,0.0,0.4015481828975958,0.02429561943444878,220,0.03355848859358015,PROFILED_CONTINUOUS,1.3978298287819126,3P_S00043742
3P_S00040793,40793,0.15988709464401918,0.025,0.0,1.1690778196653664,0.9712469213768439,221,0.530523122908557,PROFILED_CONTINUOUS,1.4286127879029533,3P_S00000063
3P_S00016928,16928,0.09488873818870436,0.025,0.0,1.055838271457286,0.6843839805412354,222,0.04178695709821932,PROFILED_CONTINUOUS,1.4043216456870145,3P_S00007510
3P_S00018928,18928,0.17204537449259724,0.025,0.0,1.1873091044961788,0.8448946709144449,223,0.3222960590800726,PROFILED_CONTINUOUS,1.381547566118345,3P_S00007239
3P_S00010078,10078,0.16197087712140124,0.025,0.0,0.46895513090070196,0.6788692223737894,224,0.025501131724542672,PROFILED_CONTINUOUS,1.4344880565345122,3P_S00019948
3P_S00001685,1685,0.1336019129177869,0.025,0.0,1.1941231207403815,0.9720812820885184,225,0.4813790409007586,PROFILED_CONTINUOUS,1.3226160432719865,3P_S00003982
3P_S00003982,3982,0.10031329576600581,0.025,0.0,1.1150456452849367,0.37494704898061837,226,0.025666383796245567,PROFILED_CONTINUOUS,1.3226160432719865,3P_S00001685
3P_S00017718,17718,0.19438673238254311,0.025,0.0,0.4044109561282812,0.030578931536854443,227,0.03739411450167295,PROFILED_CONTINUOUS,1.6964908535973677,3P_S00000593
3P_S00023977,23977,0.1308351363997561,0.025,0.0,0.6175584434812303,0.596735190442068,228,0.025880711524593102,PROFILED_CONTINUOUS,1.3529506626108923,3P_S00012643
3P_S00026740,26740,0.13676524423724573,0.025,0.0,1.0576169324736986,0.9876498129949522,229,0.428642516815492,PROFILED_CONTINUOUS,1.3909938180462957,3P_S00033651
3P_S00029988,29988,0.1969449625267114,0.025,0.0,0.5799495400237366,0.3102090371504764,230,0.02530137724248354,PROFILED_CONTINUOUS,1.7141257428336139,3P_S00045203
3P_S00028819,28819,0.0711282024321328,0.025,0.0,1.0863443265441788,0.687729388871683,231,0.028124785306476444,PROFILED_CONTINUOUS,1.313510724812364,3P_S00010957
3P_S00027945,27945,0.06990385242761823,0.025,0.0,1.194622387423217,0.721176550250569,232,0.04099890368556799,PROFILED_CONTINUOUS,2.5326176929407005,3P_S00023890
3P_S00006594,6594,0.08840389810977804,0.025,0.0,1.1179574620472317,0.747043292278334,233,0.10548728690427321,PROFILED_CONTINUOUS,1.4098558419823526,3P_S00044563
3P_S00046265,46265,0.16487847924725002,0.025,0.0,1.1269424341813918,0.929874832974868,234,0.5098734903898176,PROFILED_CONTINUOUS,1.4489332477099321,3P_S00044667
3P_S00026361,26361,0.1985069919899839,0.025,0.0,0.7443754598389054,0.20532516047432242,235,0.026022440257791973,PROFILED_CONTINUOUS,1.607710184962648,3P_S00028657
3P_S00019375,19375,0.06336854336877212,0.025,0.0,1.188212989293659,0.8924161694383221,236,0.18092912437387412,PROFILED_CONTINUOUS,1.3094946951831417,3P_S00025352
3P_S00013993,13993,0.14713767043089815,0.025,0.0,1.0910469582008715,0.9014050863090377,237,0.4158171596435551,PROFILED_CONTINUOUS,1.3580496364218508,3P_S00024106
3P_S00043742,43742,0.1420769707170025,0.025,0.0,0.4014495936228108,0.03864103499786618,238,0.032036542079917865,PROFILED_CONTINUOUS,1.3978298287819126,3P_S00023967
3P_S00004696,4696,0.15449562249983395,0.025,0.0,0.4002046990224329,0.03436996717755321,239,0.037898407180598684,PROFILED_CONTINUOUS,1.6687996797145477,3P_S00037358
3P_S00014837,14837,0.17714294437091138,0.025,0.0,0.4040940134760677,0.02832863611121591,240,0.038964293119126144,PROFILED_CONTINUOUS,1.5603174486913378,3P_S00032969
3P_S00023282,23282,0.1681939265009854,0.025,0.0,0.40014877575291063,0.015633239760080724,241,0.0352128920260484,PROFILED_CONTINUOUS,2.678818953435857,3P_S00015753
3P_S00033954,33954,0.10827103086562154,0.025,0.0,1.0950703610483181,0.9030535813953211,242,0.3365690240736413,PROFILED_CONTINUOUS,1.4603111325328233,3P_S00012355
3P_S00026505,26505,0.12509614092874666,0.025,0.0,0.7413072210814138,0.6471990165277258,243,0.02829327628815609,PROFILED_CONTINUOUS,1.3411329487481207,3P_S00012184
3P_S00002501,2501,0.11818532462492595,0.025,0.0,0.4009690045217365,0.024337531470285872,244,0.02643199033913314,PROFILED_CONTINUOUS,1.5452166564267291,3P_S00021978
3P_S00016333,16333,0.05074152027435932,0.025,0.0,1.1196850259579698,0.992602926097874,245,0.3861819237032111,PROFILED_CONTINUOUS,1.7431456699474932,3P_S00000001
3P_S00029174,29174,0.06596375689125711,0.025,0.0,1.12797602606883,0.7133691928404943,246,0.033924748642621017,PROFILED_CONTINUOUS,1.9079709119723698,3P_S00046956
3P_S00021537,21537,0.0971339855830732,0.025,0.0,0.40123153094836206,0.03125648116856054,247,0.029400061602590028,PROFILED_CONTINUOUS,2.1649191912449828,3P_S00023977
3P_S00000347,347,0.081118654537231,0.025,0.0,1.1988657370158273,0.740862317615413,248,0.07926633976771921,PROFILED_CONTINUOUS,1.4685670160319986,3P_S00021553
3P_S00043730,43730,0.09990754147180213,0.025,0.0,1.1872428925669782,0.8597890390442776,249,0.22650064401354786,PROFILED_CONTINUOUS,1.4045031444016263,3P_S00028477
3P_S00007510,7510,0.11106217716214895,0.025,0.0,1.1614228125887256,0.9892515284658533,250,0.4422040910733987,PROFILED_CONTINUOUS,1.4043216456870145,3P_S00016928
3P_S00019427,19427,0.11997248591805033,0.025,0.0,1.187647145749158,0.7646395600309701,251,0.11596480826405006,PROFILED_CONTINUOUS,1.580497781329349,3P_S00044221
3P_S00030695,30695,0.12962922020882622,0.025,0.0,0.6352976879265273,0.6377733107115572,252,0.027022451403435812,PROFILED_CONTINUOUS,1.338001614207893,3P_S00008512
3P_S00019536,19536,0.06557807189893343,0.025,0.0,1.0883647327957875,0.7921264612816936,253,0.1031163201393659,PROFILED_CONTINUOUS,1.371785390322803,3P_S00047721
3P_S00037148,37148,0.19347491150168245,0.025,0.0,0.5589991157973808,0.3178237379920273,254,0.026080570131699055,PROFILED_CONTINUOUS,1.412066533037808,3P_S00003476
3P_S00021553,21553,0.0885517634278525,0.025,0.0,1.1724613666841328,0.9006145490904384,255,0.2563431154654771,PROFILED_CONTINUOUS,1.4685670160319986,3P_S00000347
3P_S00039522,39522,0.14632322465738756,0.025,0.0,0.40155932494594954,0.027204425543028217,256,0.03778039394146356,PROFILED_CONTINUOUS,1.9102955615888386,3P_S00035012
3P_S00044563,44563,0.08557916530836972,0.025,0.0,1.151073033097525,0.7102362876298557,257,0.05250846858695918,PROFILED_CONTINUOUS,1.4098558419823526,3P_S00006594
3P_S00037713,37713,0.197643825400713,0.025,0.0,1.0530086991829801,0.11859955849581016,258,0.02639448867015345,PROFILED_CONTINUOUS,1.5967345462033744,3P_S00034826
3P_S00011269,11269,0.18775507329389107,0.025,0.0,0.4008662865749922,0.036112744791431096,259,0.049351729146609,PROFILED_CONTINUOUS,1.3878096861803153,3P_S00000969
