state_id,state_index,a1,a2,a3,m,gamma,selected_rank,alias_score,nearest_alias_state_id,nearest_selected_rms_snr,nearest_selected_state_id
3P_S00033272,33272,0.1813419399112306,0.025,0.0,0.7759907419898878,0.319051962777831,127,0.02848705477957307,PROFILED_CONTINUOUS,1.3047939549527952,3P_S00046510
3P_S00011942,11942,0.19658020480230326,0.025,0.0,0.5340709271432668,0.6727564449472638,128,0.030875267746337972,PROFILED_CONTINUOUS,1.331876589869533,3P_S00018240
3P_S00023420,23420,0.1968653404990131,0.025,0.0,0.933223194102982,0.025010648389140334,129,0.02809385386373501,PROFILED_CONTINUOUS,1.433172729923594,3P_S00010189
3P_S00001745,1745,0.10797886041305257,0.025,0.0,1.069410450071731,0.6885280637362603,130,0.042275509360052074,PROFILED_CONTINUOUS,1.610446088307606,3P_S00006110
3P_S00022584,22584,0.14633032202437146,0.025,0.0,0.41297026719133534,0.05309509703247266,131,0.029748567966306493,PROFILED_CONTINUOUS,1.8098200535946487,3P_S00011953
3P_S00046417,46417,0.052140588271293725,0.025,0.0,0.8036307025047857,0.9803115942267759,132,0.1548296965432026,PROFILED_CONTINUOUS,1.5458200043475563,3P_S00004778
3P_S00027883,27883,0.18100480825396997,0.025,0.0,1.193341549905478,0.07476678081797014,133,0.0282871954827762,PROFILED_CONTINUOUS,1.3598581808167731,3P_S00032866
3P_S00035012,35012,0.17955221949822192,0.025,0.0,0.5632124829554317,0.3810137826262838,134,0.02570219543181376,PROFILED_CONTINUOUS,1.7507461577876269,3P_S00046353
3P_S00030749,30749,0.19976070366182758,0.025,0.0,0.8294848480420279,0.010106255195532503,135,0.29862228588812223,PROFILED_CONTINUOUS,1.3300888537333044,3P_S00031427
3P_S00006253,6253,0.18114611651589707,0.025,0.0,0.548963168432347,0.5774980112342321,136,0.029599823633075173,PROFILED_CONTINUOUS,1.341394140980379,3P_S00010355
3P_S00006560,6560,0.19416817639144124,0.025,0.0,1.1356188164981038,0.8200386948108529,137,0.505746895329193,PROFILED_CONTINUOUS,1.671048709967976,3P_S00020248
3P_S00031485,31485,0.05402369714845912,0.025,0.0,0.6098044053430949,0.6212556822406966,138,0.04000144790545098,PROFILED_CONTINUOUS,1.4135633794607274,3P_S00019375
3P_S00028657,28657,0.19733702616271542,0.025,0.0,0.9991619005297303,0.16227063707257655,139,0.025810839110949897,PROFILED_CONTINUOUS,1.607710184962648,3P_S00026361
3P_S00046406,46406,0.16937417499556578,0.025,0.0,1.1980862090524855,0.1157970809729254,140,0.0338326475021562,PROFILED_CONTINUOUS,1.69012110275797,3P_S00046510
3P_S00032240,32240,0.1678222230045093,0.025,0.0,1.191294888409332,0.9175161111386417,141,0.4700971460663783,PROFILED_CONTINUOUS,1.5157951194841088,3P_S00046265
3P_S00040018,40018,0.1852414553272655,0.025,0.0,0.8479654443355317,0.2448088284329463,142,0.02888832967409396,PROFILED_CONTINUOUS,1.514879122736034,3P_S00008586
3P_S00003855,3855,0.19790535928946323,0.025,0.0,0.6018922054274309,0.053051254575396146,143,0.026638244357108144,PROFILED_CONTINUOUS,1.507093152531534,3P_S00003749
3P_S00041154,41154,0.16767837382016884,0.025,0.0,0.4774292657367103,0.7390274386735639,144,0.025720719468590742,PROFILED_CONTINUOUS,1.3839467995768455,3P_S00007469
3P_S00046353,46353,0.18920695105453306,0.025,0.0,0.46956287794868473,0.45136868846724915,145,0.025457097584015567,PROFILED_CONTINUOUS,1.585004688624321,3P_S00011959
3P_S00040070,40070,0.1951567021984284,0.025,0.0,0.9083535823022558,0.04974365552511166,146,0.036889925844316565,PROFILED_CONTINUOUS,1.6178276615764016,3P_S00004152
3P_S00027088,27088,0.18370287278604197,0.025,0.0,0.4027020516827182,0.6323946278671958,147,0.025225238808722298,PROFILED_CONTINUOUS,1.5191409828964868,3P_S00008470
3P_S00014411,14411,0.11759769451215467,0.025,0.0,0.9523162889807714,0.43329273104545524,148,0.025144826550964467,PROFILED_CONTINUOUS,1.3797824840305213,3P_S00031736
3P_S00044221,44221,0.1099618190234271,0.025,0.0,0.7692544635367622,0.6612739235706881,149,0.02582129799535923,PROFILED_CONTINUOUS,1.4758981171796632,3P_S00003982
3P_S00030729,30729,0.17903692452394826,0.025,0.0,1.1476479505573651,0.8812016598314129,150,0.4578790843577567,PROFILED_CONTINUOUS,1.4539816410226007,3P_S00043910
3P_S00032866,32866,0.18428774487311161,0.025,0.0,1.1636496431311278,0.13191211558568336,151,0.02829710152368168,PROFILED_CONTINUOUS,1.3598581808167731,3P_S00027883
3P_S00010355,10355,0.15962925905678393,0.025,0.0,0.6327626614865876,0.33653380711984315,152,0.025511183530987414,PROFILED_CONTINUOUS,1.314578415157509,3P_S00044953
3P_S00016801,16801,0.19231439036698267,0.025,0.0,1.1819006337654252,0.48450006645071353,153,0.5536317081851099,PROFILED_CONTINUOUS,1.3917478869418543,3P_S00016398
3P_S00003891,3891,0.10295473962559065,0.025,0.0,0.4018510095465764,0.022806233070623214,154,0.026932377214279202,PROFILED_CONTINUOUS,2.362213712275904,3P_S00030470
