split,count,min_nearest_train_rms_snr,median_nearest_train_rms_snr,p90_nearest_train_rms_snr,max_nearest_train_rms_snr
val,19,1.328032745000151,1.3898825551488772,1.4525437656824771,1.4702309298218597
test,18,1.3226585179204522,1.3986843715076278,1.4755339102381908,1.4873803354457535
holdout_all,37,1.3226585179204522,1.3969831179874168,1.4686879264336723,1.4873803354457535
