state_1,state_2,a1_1,a1_2,gamma_1,gamma_2,reference_noise_level,rms_g_difference,l2_g_difference,relative_l2_difference,master_mean_rms_g,sigma_reference,snr_sep_rms,snr_sep
0,1,0.05,0.05,0.01,0.1,0.002,8.428965731779228e-05,0.002665473003193027,0.0053816191817788375,0.015662508711724046,3.13250174234481e-05,2.6908095908894185,85.09087057036425
0,2,0.05,0.05,0.01,1.0,0.002,0.0006900254952054823,0.0218205220843492,0.0449182155282949,0.015361818965644822,3.0723637931289645e-05,22.45910776414745,710.2193474987768
0,3,0.05,0.06875,0.01,0.01,0.002,0.0007120960250040912,0.022518453517651412,0.04434189266008265,0.016059215840489652,3.2118431680979306e-05,22.170946330041325,701.106882842818
0,4,0.05,0.06875,0.01,0.1,0.002,0.0005962577772789838,0.018855326487909836,0.037262337135072654,0.016001620486594884,3.2003240973189765e-05,18.631168567536324,589.1692814395143
0,5,0.05,0.06875,0.01,1.0,0.002,0.00023817325681774334,0.007531699692842959,0.01527923644312733,0.015588033976977611,3.117606795395522e-05,7.639618221563665,241.58594034266062
0,6,0.05,0.08750000000000001,0.01,0.01,0.002,0.0014241920847763588,0.045036908134769106,0.08676610305436863,0.016414152931173407,3.2828305862346814e-05,43.383051527184314,1371.8925467434867
0,7,0.05,0.08750000000000001,0.01,0.1,0.002,0.0012767564830312962,0.040374585037650165,0.07813293430526011,0.016340823423360688,3.2681646846721376e-05,39.066467152630054,1235.390163384638
0,8,0.05,0.08750000000000001,0.01,1.0,0.002,0.00022074950964426576,0.006980712428411858,0.013958871299324466,0.015814280747394587,3.162856149478918e-05,6.979435649662232,220.70913435509655
0,9,0.05,0.10625000000000001,0.01,0.01,0.002,0.002136288153357817,0.06755536303045785,0.12739372651924147,0.01676917860657097,3.353835721314194e-05,63.696863259620734,2014.2716770869865
0,10,0.05,0.10625000000000001,0.01,0.1,0.002,0.0019572573628088607,0.06189391233610536,0.11734081542289883,0.01668010705188014,3.336021410376028e-05,58.670407711449414,1855.3211961888708
0,11,0.05,0.10625000000000001,0.01,1.0,0.002,0.0006724184654792245,0.021263738916696542,0.041919895762077046,0.016040556715494737,3.2081113430989475e-05,20.95994788103853,662.811749425017
0,12,0.05,0.125,0.01,0.01,0.002,0.0028483841319083152,0.09007381507911769,0.16633596812151466,0.017124282643591934,3.424856528718387e-05,83.16798406075733,2630.002580365728
0,13,0.05,0.125,0.01,0.1,0.002,0.0026377586440107484,0.08341325232871226,0.1549848397253731,0.017019462346670487,3.4038924693340977e-05,77.49241986268656,2450.525481641621
0,14,0.05,0.125,0.01,1.0,0.002,0.0011255999293448874,0.03559459510854444,0.06919589668825464,0.016266859499140612,3.253371899828122e-05,34.597948344127325,1094.083191362934
0,15,0.05,0.14375000000000002,0.01,0.01,0.002,0.003560480249376105,0.11259227152072795,0.2036951351570239,0.017479456476127482,3.4958912952254966e-05,101.84756757851197,3220.7028769601766
0,16,0.05,0.14375000000000002,0.01,0.1,0.002,0.0033182601488553187,0.10493259939352176,0.1911563319314531,0.017358881682481835,3.471776336496367e-05,95.57816596572655,3022.446990332828
0,17,0.05,0.14375000000000002,0.01,1.0,0.002,0.001578992177410344,0.049932116882053575,0.0957360257662476,0.016493187018914557,3.298637403782912e-05,47.86801288312378,1513.7194777695452
