gamma_1,gamma_2,delta_gamma,reference_noise_level,max_abs_g_difference,rms_g_difference,l2_g_difference,relative_l2_difference,mean_rms_g,sigma_reference,snr_sep,snr_sep_rms
0.0016338538778098621,0.0016451905877536625,1.133670994380039e-05,0.002,8.568167686462402e-08,2.2056325958650635e-08,2.2056325958650634e-07,1.2248525480790692e-06,0.018007331570842118,3.6014663141684236e-05,0.006124262740395346,0.0006124262740395346
0.0016451905877536625,0.0016566059589499134,1.14153711962509e-05,0.002,8.568167686462402e-08,2.2041525017257983e-08,2.2041525017257985e-07,1.2240320976796335e-06,0.018007309660458694,3.601461932091739e-05,0.006120160488398168,0.0006120160488398167
0.0016566059589499134,0.0016681005372000592,1.1494578250145814e-05,0.002,8.940696716308594e-08,2.2482279341926103e-08,2.2482279341926102e-07,1.2485100427664206e-06,0.018007287544207794,3.601457508841559e-05,0.0062425502138321026,0.0006242550213832103
0.0016681005372000592,0.0016796748720926532,1.1574334892593997e-05,0.002,8.568167686462402e-08,2.230046022155218e-08,2.2300460221552178e-07,1.2384145989786376e-06,0.018007265288978443,3.6014530577956886e-05,0.006192072994893188,0.0006192072994893189
0.0016796748720926532,0.0016913295170296488,1.1654644936995567e-05,0.002,8.568167686462402e-08,2.2787923831136025e-08,2.2787923831136025e-07,1.2654865591731747e-06,0.018007242878995786,3.6014485757991574e-05,0.0063274327958658715,0.0006327432795865872
0.0016913295170296488,0.0017030650292528444,1.173551222319563e-05,0.002,8.940696716308594e-08,2.2808848512045592e-08,2.2808848512045593e-07,1.2666501671438557e-06,0.01800722022835777,3.6014440456715545e-05,0.006333250835719279,0.0006333250835719278
0.0017030650292528444,0.001714881969870539,1.1816940617694624e-05,0.002,8.940696716308594e-08,2.2944110277933892e-08,2.2944110277933894e-07,1.2741633050173906e-06,0.01800719749782838,3.601439499565676e-05,0.006370816525086953,0.0006370816525086953
0.001714881969870539,0.001726780903884356,1.1898934013817013e-05,0.002,8.940696716308594e-08,2.3165046083672387e-08,2.3165046083672388e-07,1.2864342473255956e-06,0.018007174584966826,3.601434916993365e-05,0.006432171236627976,0.0006432171236627976
0.001726780903884356,0.0017387624002162504,1.1981496331894305e-05,0.002,8.940696716308594e-08,2.3255480878075374e-08,2.3255480878075373e-07,1.2914580550771937e-06,0.018007151518897247,3.6014303037794495e-05,0.0064572902753859684,0.0006457290275385969
0.0017387624002162504,0.001750827031735725,1.2064631519474733e-05,0.002,9.313225746154785e-08,2.3455373371148338e-08,2.3455373371148338e-07,1.3025604615843385e-06,0.01800712831603913,3.601425663207826e-05,0.006512802307921692,0.0006512802307921692
0.001750827031735725,0.0017629753752872058,1.2148343551480686e-05,0.002,8.940696716308594e-08,2.3659901286544407e-08,2.3659901286544409e-07,1.3139203338013349e-06,0.018007104904216965,3.601420980843393e-05,0.006569601669006674,0.0006569601669006674
0.0017629753752872058,0.0017752080117176341,1.2232636430428365e-05,0.002,9.313225746154785e-08,2.376437949573446e-08,2.3764379495734462e-07,1.3197241157534686e-06,0.018007081337728447,3.60141626754569e-05,0.0065986205787673426,0.0006598620578767342
0.0017752080117176341,0.0017875255259042354,1.2317514186601253e-05,0.002,9.313225746154785e-08,2.3954596081030737e-08,2.3954596081030735e-07,1.3302892998507671e-06,0.018007057625524,3.6014115251048e-05,0.0066514464992538345,0.0006651446499253835
0.0017875255259042354,0.0017999285067824766,1.240298087824116e-05,0.002,9.313225746154785e-08,2.4232558821639512e-08,2.423255882163951e-07,1.3457274115440267e-06,0.018007033678414986,3.601406735682997e-05,0.006728637057720133,0.0006728637057720133
0.0017999285067824766,0.0018124175473742377,1.2489040591761149e-05,0.002,9.313225746154785e-08,2.4194633052890648e-08,2.419463305289065e-07,1.3436230428315946e-06,0.01800700961625524,3.601401923251048e-05,0.006718115214157973,0.0006718115214157973
