a1,gamma_1,gamma_2,reference_noise_level,max_abs_g_difference,rms_g_difference,l2_g_difference,relative_l2_difference,mean_rms_g,sigma_reference,snr_sep,snr_sep_rms
0.065,0.01,0.015848931924611134,0.002,2.8617680072784424e-05,7.388520292400628e-06,7.388520292400628e-05,0.0004444769138164314,0.016622956249763923,3.324591249952785e-05,2.222384569082157,0.22223845690821567
0.065,0.015848931924611134,0.025118864315095794,0.002,4.5359134674072266e-05,1.1707796263294219e-05,0.0001170779626329422,0.0007047170127327301,0.016613471864250995,3.322694372850199e-05,3.5235850636636497,0.35235850636636495
0.065,0.025118864315095794,0.039810717055349734,0.002,7.186830043792725e-05,1.8543226094799724e-05,0.00018543226094799723,0.0011171662732335835,0.016598447822030335,3.319689564406067e-05,5.585831366167918,0.5585831366167918
0.065,0.039810717055349734,0.06309573444801933,0.002,0.00011374056339263916,2.933221340516368e-05,0.0002933221340516368,0.0017697010075722536,0.016574671811597587,3.3149343623195176e-05,8.848505037861267,0.8848505037861268
0.065,0.06309573444801933,0.1,0.002,0.00017945840954780579,4.6243785025582555e-05,0.0004624378502558255,0.0027963589829831845,0.01653714180010222,3.307428360020444e-05,13.981794914915922,1.3981794914915924
0.065,0.1,0.15848931924611143,0.002,0.0002808608114719391,7.229467458025421e-05,0.000722946745802542,0.004387269705592491,0.01647828363232367,3.295656726464734e-05,21.936348527962448,2.193634852796245
0.065,0.15848931924611143,0.25118864315095807,0.002,0.0004308149218559265,0.0001107305531136929,0.001107305531136929,0.0067570460252817655,0.01638742028682208,3.277484057364416e-05,33.78523012640883,3.3785230126408825
0.065,0.25118864315095807,0.3981071705534973,0.002,0.0006311610341072083,0.0001619424455628139,0.001619424455628139,0.009964412576718965,0.016252081526730352,3.2504163053460706e-05,49.822062883594825,4.982206288359483
0.065,0.3981071705534973,0.6309573444801934,0.002,0.000844910740852356,0.00021641986924352262,0.0021641986924352263,0.013472068085503892,0.01606433903614197,3.212867807228394e-05,67.36034042751947,6.736034042751948
0.065,0.6309573444801934,1.0,0.002,0.0009865760803222656,0.0002525973621434276,0.0025259736214342764,0.01595518162109116,0.015831682029211067,3.166336405842213e-05,79.77590810545581,7.97759081054558
