split_1,split_2,pair_count,min_rms_snr,median_rms_snr
train,train,8930,1.5494922973703127,41.37505101459235
train,val,1900,1.3331099921111593,47.65410036335888
train,test,1900,1.3107139337606164,49.34497184110806
val,val,380,2.456283945510497,52.02594059619531
val,test,400,1.3060072706335502,47.19728105129715
test,test,380,2.144173100228513,49.76981855162431
