state,nearest_state,a1,nearest_a1,gamma,nearest_gamma,relative_l2_difference,snr_sep,snr_sep_rms,rms_g_difference,mean_rms_g,rms_g_relative,rms_g_gap_percent,sigma_reference
0,3,0.05,0.1,0.01,1.0,0.032651790746272356,163.25895373136174,16.325895373136174,0.0005324953573381821,0.016308304848455323,0.032651790746272356,3.2651790746272353,3.261660969691065e-05
1,0,0.05,0.05,1.0,0.01,0.045462744106762494,227.31372053381244,22.731372053381243,0.0007132301352362946,0.01568823328308955,0.04546274410676249,4.546274410676249,3.13764665661791e-05
2,5,0.1,0.15000000000000002,0.01,1.0,0.010961371565318774,54.80685782659387,5.480685782659387,0.0001962432119973266,0.017903162102289295,0.010961371565318775,1.0961371565318774,3.580632420457859e-05
3,0,0.1,0.05,1.0,0.01,0.032651790746272356,163.25895373136174,16.325895373136174,0.0005324953573381821,0.016308304848455323,0.032651790746272356,3.2651790746272353,3.261660969691065e-05
4,7,0.15000000000000002,0.2,0.01,1.0,0.04618118297965476,230.9059148982738,23.090591489827382,0.000900480934728995,0.01949887111219529,0.04618118297965476,4.618118297965476,3.899774222439058e-05
5,2,0.15000000000000002,0.1,1.0,0.01,0.010961371565318774,54.80685782659387,5.480685782659387,0.0001962432119973266,0.017903162102289295,0.010961371565318775,1.0961371565318774,3.580632420457859e-05
6,4,0.2,0.15000000000000002,0.01,0.01,0.09350932529904595,467.5466264952297,46.75466264952298,0.0019559685330967596,0.02091736334147965,0.09350932529904596,9.350932529904595,4.18347266829593e-05
7,4,0.2,0.15000000000000002,1.0,0.01,0.04618118297965476,230.9059148982738,23.090591489827382,0.000900480934728995,0.01949887111219529,0.04618118297965476,4.618118297965476,3.899774222439058e-05
