split,count,min_nearest_train_rms_snr,median_nearest_train_rms_snr,p90_nearest_train_rms_snr,max_nearest_train_rms_snr
val,21,1.338153313556582,1.3969092913632744,1.4978725448601484,1.5373805308872999
test,21,1.3027765360745498,1.4399884174982185,1.5161142795979188,1.5427451456291283
holdout_all,42,1.3027765360745498,1.4342837965076205,1.5028606703533383,1.5427451456291283
