split_1,split_2,pair_count,min_rms_snr,median_rms_snr
train,train,15006,1.236332795417621,45.67318127947254
train,val,3321,1.2193312207099838,42.307416315390924
train,test,3198,1.232482205660277,48.5492504444164
val,val,702,1.5400679211950905,40.668467048161894
val,test,702,1.2570970402539536,47.63869278479295
test,test,650,1.3233320705326983,51.50916159059982
