state_1,state_2,a1_1,a1_2,gamma_1,gamma_2,reference_noise_level,rms_g_difference,l2_g_difference,relative_l2_difference,master_mean_rms_g,sigma_reference,snr_sep_rms,snr_sep
0,1,0.05,0.05,0.01,0.1,0.002,8.724262221920971e-05,0.0008724262221920971,0.005445841546444407,0.015662508711724046,3.13250174234481e-05,2.785078170584031,27.85078170584031
0,2,0.05,0.05,0.01,1.0,0.002,0.0007144972836955125,0.007144972836955125,0.045483601901165044,0.015361818965644822,3.0723637931289645e-05,23.255621137490767,232.55621137490766
0,3,0.05,0.06875,0.01,0.01,0.002,0.0007347013807650888,0.0073470138076508875,0.044718900587640234,0.016059215840489652,3.2118431680979306e-05,22.874758894288806,228.74758894288806
0,4,0.05,0.06875,0.01,0.1,0.002,0.0006148101263933638,0.0061481012639336375,0.03755770243592503,0.016001620486594884,3.2003240973189765e-05,19.21087076488321,192.1087076488321
0,5,0.05,0.06875,0.01,1.0,0.002,0.00024938062400579533,0.0024938062400579534,0.015643226681085264,0.015588033976977611,3.117606795395522e-05,7.9991044532656375,79.99104453265637
0,6,0.05,0.08750000000000001,0.01,0.01,0.002,0.001469403134068219,0.01469403134068219,0.08748836056703635,0.016414152931173407,3.2828305862346814e-05,44.76024867776028,447.6024867776028
0,7,0.05,0.08750000000000001,0.01,0.1,0.002,0.0013168083004057912,0.013168083004057913,0.0787585664576592,0.016340823423360688,3.2681646846721376e-05,40.29198120222309,402.91981202223093
0,8,0.05,0.08750000000000001,0.01,1.0,0.002,0.0002237438972452824,0.002237438972452824,0.01383298454844602,0.015814280747394587,3.162856149478918e-05,7.0741091807840935,70.74109180784093
0,9,0.05,0.10625000000000001,0.01,0.01,0.002,0.0022041043680472534,0.022041043680472532,0.12843232578377875,0.01676917860657097,3.353835721314194e-05,65.71891264798084,657.1891264798084
0,10,0.05,0.10625000000000001,0.01,0.1,0.002,0.0020188089172525894,0.020188089172525896,0.11827024539973602,0.01668010705188014,3.336021410376028e-05,60.51546644675264,605.1546644675265
0,11,0.05,0.10625000000000001,0.01,1.0,0.002,0.0006885624371858465,0.006885624371858466,0.041966065119371204,0.016040556715494737,3.2081113430989475e-05,21.463171428480226,214.63171428480229
0,12,0.05,0.125,0.01,0.01,0.002,0.002938806088105702,0.02938806088105702,0.1676646650569662,0.017124282643591934,3.424856528718387e-05,85.80815177111755,858.0815177111756
0,13,0.05,0.125,0.01,0.1,0.002,0.0027208096649830554,0.02720809664983055,0.15619386286838297,0.017019462346670487,3.4038924693340977e-05,79.93230366396757,799.3230366396757
0,14,0.05,0.125,0.01,1.0,0.002,0.0011551455632520244,0.011551455632520245,0.06941744208960704,0.016266859499140612,3.253371899828122e-05,35.50610255510757,355.06102555107566
0,15,0.05,0.14375000000000002,0.01,0.01,0.002,0.0036735074169864136,0.036735074169864136,0.2052899631727454,0.017479456476127482,3.4958912952254966e-05,105.08071066178447,1050.8071066178447
0,16,0.05,0.14375000000000002,0.01,0.1,0.002,0.003422811261247431,0.034228112612474305,0.19262285911552546,0.017358881682481835,3.471776336496367e-05,98.58962471936339,985.8962471936338
0,17,0.05,0.14375000000000002,0.01,1.0,0.002,0.0016219710368852432,0.016219710368852433,0.09612500125452551,0.016493187018914557,3.298637403782912e-05,49.17094055336758,491.7094055336758
0,18,0.05,0.16250000000000003,0.01,0.01,0.002,0.004408209161619253,0.04408209161619253,0.24140460511093362,0.017834692540928197,3.56693850818564e-05,123.58523006502668,1235.8523006502667
0,19,0.05,0.16250000000000003,0.01,0.1,0.002,0.004124812450251854,0.041248124502518545,0.22764344855103433,0.01769835840346081,3.5396716806921624e-05,116.53093344084587,1165.3093344084589
0,20,0.05,0.16250000000000003,0.01,1.0,0.002,0.0020888766227856177,0.020888766227856178,0.1221095336903615,0.016719537374928522,3.3439074749857044e-05,62.4681346123235,624.681346123235
0,21,0.05,0.18125000000000002,0.01,0.01,0.002,0.005142910701596265,0.05142910701596265,0.27609740809238864,0.018189984541192812,3.6379969082385625e-05,141.36654954130645,1413.6654954130647
0,22,0.05,0.18125000000000002,0.01,0.1,0.002,0.004826813856793194,0.04826813856793194,0.26133547701182597,0.01803788679552932,3.607577359105864e-05,133.79654478121896,1337.9654478121897
0,23,0.05,0.18125000000000002,0.01,1.0,0.002,0.0025558182549915926,0.025558182549915928,0.14739754747619002,0.01694590882551231,3.3891817651024624e-05,75.41107063976914,754.1107063976915
0,24,0.05,0.2,0.01,0.01,0.002,0.005877612028839682,0.05877612028839682,0.3094504320342933,0.01854532672939903,3.7090653458798064e-05,158.46612234450907,1584.6612234450906
0,25,0.05,0.2,0.01,0.1,0.002,0.00552881566150526,0.0552881566150526,0.2937728857999975,0.018377461860976132,3.675492372195226e-05,150.42380997251578,1504.2380997251578
0,26,0.05,0.2,0.01,1.0,0.002,0.0030227794148814276,0.030227794148814276,0.1720157258322055,0.017172299874104388,3.434459974820878e-05,88.0132375116434,880.132375116434
1,2,0.05,0.05,0.1,1.0,0.002,0.0006272551541912856,0.006272551541912856,0.04004031832709828,0.015319948319325403,3.063989663865081e-05,20.471843021821172,204.71843021821175
1,3,0.05,0.06875,0.1,0.01,0.002,0.000821907468081817,0.008219074680818169,0.05015907944090337,0.01601734519417023,3.203469038834046e-05,25.656794497410324,256.5679449741032
1,4,0.05,0.06875,0.1,0.1,0.002,0.0007020016271854207,0.007020016271854207,0.04299784305660198,0.015959749840275463,3.191949968055093e-05,21.992876900046205,219.92876900046204
1,5,0.05,0.06875,0.1,1.0,0.002,0.00016284089820298953,0.0016284089820298951,0.010242561908700036,0.01554616333065819,3.109232666131638e-05,5.237333956277662,52.373339562776614
1,6,0.05,0.08750000000000001,0.1,0.01,0.002,0.0015566071746906146,0.015566071746906147,0.09292010542764893,0.016372282284853986,3.274456456970797e-05,47.53787980221406,475.37879802214064
1,7,0.05,0.08750000000000001,0.1,0.1,0.002,0.0014040031875850166,0.014040031875850166,0.08419179802897374,0.016298952777041267,3.259790555408253e-05,43.070349573706906,430.7034957370691
1,8,0.05,0.08750000000000001,0.1,1.0,0.002,0.0003094698225567284,0.003094698225567284,0.019184365556011766,0.015772410101075166,3.154482020215033e-05,9.810479837055231,98.10479837055232
1,9,0.05,0.10625000000000001,0.1,0.01,0.002,0.002291307673984631,0.02291307673984631,0.1338514233800709,0.01672730796025155,3.34546159205031e-05,68.4900307757045,684.900307757045
1,10,0.05,0.10625000000000001,0.1,0.1,0.002,0.002106004835662265,0.021060048356622646,0.1236923871878433,0.016638236405560718,3.3276472811121436e-05,63.28810290730123,632.8810290730122
1,11,0.05,0.10625000000000001,0.1,1.0,0.002,0.0007753787911044087,0.007753787911044087,0.04738236451581637,0.01599868606917532,3.199737213835064e-05,24.232577217648256,242.32577217648256
1,12,0.05,0.125,0.1,0.01,0.002,0.003026009016294726,0.03026009016294726,0.17306739797429782,0.017082411997272517,3.4164823994545034e-05,88.57089434378112,885.7089434378112
1,13,0.05,0.125,0.1,0.1,0.002,0.0028080060823256867,0.02808006082325687,0.16160134712449492,0.016977591700351066,3.395518340070213e-05,82.69742057313177,826.9742057313177
1,14,0.05,0.125,0.1,1.0,0.002,0.0012421107418201032,0.012421107418201032,0.07483831615625945,0.01622498885282119,3.2449977705642386e-05,38.277707093898115,382.7770709389811
1,15,0.05,0.14375000000000002,0.1,0.01,0.002,0.003760710115061001,0.03760710115061001,0.2106730882380261,0.017437585829808065,3.487517165961613e-05,107.83345102257184,1078.3345102257183
1,16,0.05,0.14375000000000002,0.1,0.1,0.002,0.00351000797296876,0.0351000797296876,0.19801257894291754,0.017317011036162417,3.463402207232484e-05,101.34566426154466,1013.4566426154465
1,17,0.05,0.14375000000000002,0.1,1.0,0.002,0.0017089914067605638,0.017089914067605638,0.10154283675983683,0.016451316372595136,3.290263274519027e-05,51.94087111495311,519.4087111495311
1,18,0.05,0.16250000000000003,0.1,0.01,0.002,0.00449541170487085,0.044954117048708504,0.24676530265078353,0.017792821894608776,3.558564378921755e-05,126.3265526822634,1263.265526822634
1,19,0.05,0.16250000000000003,0.1,0.1,0.002,0.00421200935606922,0.0421200935606922,0.2330126925361908,0.017656487757141393,3.531297551428279e-05,119.27653489198663,1192.7653489198663
1,20,0.05,0.16250000000000003,0.1,1.0,0.002,0.0021759253025742708,0.021759253025742706,0.12752099472133285,0.0166776667286091,3.33553334572182e-05,65.23470393018643,652.3470393018641
1,21,0.05,0.18125000000000002,0.1,0.01,0.002,0.005230113133490194,0.05230113133490194,0.2814332329683488,0.018148113894873395,3.629622778974679e-05,144.09522564677184,1440.9522564677184
1,22,0.05,0.18125000000000002,0.1,0.1,0.002,0.004914010900260294,0.04914010900260294,0.2666818803886915,0.017996016149209898,3.5992032298419795e-05,136.5305204084305,1365.3052040843052
1,23,0.05,0.18125000000000002,0.1,1.0,0.002,0.0026428840521589485,0.026428840521589482,0.15280040707185386,0.01690403817919289,3.380807635838578e-05,78.17315673754403,781.7315673754402
1,24,0.05,0.2,0.1,0.01,0.002,0.005964814376664965,0.059648143766649654,0.31475926970336354,0.01850345608307961,3.700691216615922e-05,161.18108827570487,1611.8108827570486
1,25,0.05,0.2,0.1,0.1,0.002,0.00561601280784687,0.0561601280784687,0.2990943896336281,0.01833559121465671,3.6671182429313424e-05,153.14512474944527,1531.4512474944527
1,26,0.05,0.2,0.1,1.0,0.002,0.0031098566462114787,0.03109856646211479,0.17740822661160974,0.01713042922778497,3.426085845556994e-05,90.76995692458766,907.6995692458767
2,3,0.05,0.06875,1.0,0.01,0.002,0.0014489930239682531,0.014489930239682532,0.0901402635384734,0.015716655448091005,3.143331089618201e-05,46.09737194894899,460.9737194894899
2,4,0.05,0.06875,1.0,0.1,0.002,0.001329047431795765,0.01329047431795765,0.08298614807655917,0.015659060094196237,3.1318120188392476e-05,42.43701166612016,424.3701166612017
2,5,0.05,0.06875,1.0,1.0,0.002,0.0004670044790003892,0.004670044790003892,0.029960559856244854,0.015245473584578964,3.049094716915793e-05,15.31616831742018,153.1616831742018
2,6,0.05,0.08750000000000001,1.0,0.01,0.002,0.002183627504470535,0.02183627504470535,0.13281632401825832,0.016071592538774764,3.2143185077549525e-05,67.93438482223388,679.3438482223388
2,7,0.05,0.08750000000000001,1.0,0.1,0.002,0.0020309843501399878,0.020309843501399878,0.12410460306294746,0.015998263030962044,3.199652606192409e-05,63.47515184021374,634.7515184021374
2,8,0.05,0.08750000000000001,1.0,1.0,0.002,0.0009340088151844732,0.009340088151844731,0.0590389649429467,0.015471720354995942,3.094344070999188e-05,30.184387829982796,301.84387829982796
2,9,0.05,0.10625000000000001,1.0,0.01,0.002,0.002918295333415035,0.02918295333415035,0.17363420211907135,0.016426618214172323,3.285323642834465e-05,88.82824496697773,888.2824496697774
2,10,0.05,0.10625000000000001,1.0,0.1,0.002,0.002732954563075795,0.02732954563075795,0.1635030969258529,0.01633754665948149,3.2675093318962985e-05,83.64029863350765,836.4029863350765
2,11,0.05,0.10625000000000001,1.0,1.0,0.002,0.0014010132776274473,0.014010132776274473,0.08727344535160737,0.015697996323096094,3.1395992646192186e-05,44.62395228001708,446.2395228001708
2,12,0.05,0.125,1.0,0.01,0.002,0.003652977086573748,0.03652977086573748,0.21271105005934612,0.01678172225119329,3.356344450238658e-05,108.837967638095,1088.3796763809498
2,13,0.05,0.125,1.0,0.1,0.002,0.00343493722220807,0.0343493722220807,0.20128569036447422,0.016676901954271843,3.335380390854369e-05,102.9848718792821,1029.8487187928208
2,14,0.05,0.125,1.0,1.0,0.002,0.0018680176502163803,0.018680176502163803,0.11470004457452655,0.015924299106741965,3.1848598213483934e-05,58.65305712028187,586.5305712028187
2,15,0.05,0.14375000000000002,1.0,0.01,0.002,0.004387665135618132,0.04387665135618132,0.25015505244216707,0.01713689608372884,3.427379216745768e-05,128.01808198464067,1280.1808198464068
2,16,0.05,0.14375000000000002,1.0,0.1,0.002,0.004136926834212885,0.041369268342128854,0.23754907073204912,0.01701632129008319,3.4032642580166386e-05,121.55761411909319,1215.5761411909318
2,17,0.05,0.14375000000000002,1.0,1.0,0.002,0.002335021891288807,0.02335021891288807,0.141352808502939,0.01615062662651591,3.230125325303182e-05,72.28889458243049,722.8889458243048
2,18,0.05,0.16250000000000003,1.0,0.01,0.002,0.005122357410415726,0.05122357410415726,0.2860659481822362,0.01749213214852955,3.49842642970591e-05,146.41889756264874,1464.1889756264873
2,19,0.05,0.16250000000000003,1.0,0.1,0.002,0.004838919500692309,0.0483891950069231,0.27238250026979594,0.017355798011062167,3.4711596022124335e-05,139.4035439225583,1394.035439225583
2,20,0.05,0.16250000000000003,1.0,1.0,0.002,0.0028020263228417386,0.028020263228417386,0.16726392998266473,0.01637697698252988,3.2753953965059755e-05,85.54772733181457,855.4772733181456
2,21,0.05,0.18125000000000002,1.0,0.01,0.002,0.005857051856066405,0.058570518560664045,0.32053557059116033,0.01784742414879417,3.5694848297588337e-05,164.08675580397764,1640.8675580397764
2,22,0.05,0.18125000000000002,1.0,0.1,0.002,0.005540914537027898,0.05540914537027898,0.3058685814666687,0.017695326403130672,3.5390652806261343e-05,156.56434955750788,1565.6434955750788
2,23,0.05,0.18125000000000002,1.0,1.0,0.002,0.003269030685484752,0.03269030685484752,0.19246382147159716,0.016603348433113667,3.3206696866227335e-05,98.44492207863948,984.4492207863949
2,24,0.05,0.2,1.0,0.01,0.002,0.006591747669193887,0.06591747669193887,0.35364866125695293,0.018202766337000388,3.6405532674000775e-05,181.06444776459549,1810.6444776459548
2,25,0.05,0.2,1.0,0.1,0.002,0.006242911401623362,0.06242911401623361,0.33808372025629585,0.01803490146857749,3.606980293715498e-05,173.07861128325237,1730.7861128325237
2,26,0.05,0.2,1.0,1.0,0.002,0.003736035193365491,0.03736035193365491,0.21698128932909458,0.016829739481705745,3.365947896341149e-05,110.99503938925002,1109.9503938925002
3,4,0.06875,0.06875,0.01,0.1,0.002,0.00011995841942634262,0.0011995841942634262,0.0071678076498530915,0.016356456969041065,3.271291393808213e-05,3.667005013781278,36.67005013781278
3,5,0.06875,0.06875,0.01,1.0,0.002,0.000982433529749238,0.00982433529749238,0.060243406475011606,0.015942870459423792,3.188574091884759e-05,30.811061667020063,308.1106166702006
3,6,0.06875,0.08750000000000001,0.01,0.01,0.002,0.0007347017533033798,0.007347017533033798,0.042811333531500226,0.016768989413619588,3.353797882723918e-05,21.906560233935835,219.06560233935835
3,7,0.06875,0.08750000000000001,0.01,0.1,0.002,0.0005821173837979296,0.005821173837979295,0.034070786732004976,0.01669565990580687,3.3391319811613735e-05,17.43319482674252,174.3319482674252
3,8,0.06875,0.08750000000000001,0.01,1.0,0.002,0.0005166788340836035,0.005166788340836035,0.031236936779836643,0.016169117229840768,3.2338234459681536e-05,15.977335890980232,159.7733589098023
3,9,0.06875,0.10625000000000001,0.01,0.01,0.002,0.001469402987282349,0.014694029872823491,0.08383379693732428,0.017124015089017154,3.424803017803431e-05,42.90474458366897,429.04744583668975
3,10,0.06875,0.10625000000000001,0.01,0.1,0.002,0.0012841120985979217,0.012841120985979216,0.07364958424170483,0.01703494353432632,3.406988706865264e-05,37.6905299395436,376.905299395436
