state,nearest_state,a1,nearest_a1,gamma,nearest_gamma,rms_g_difference,l2_g_difference,relative_l2_difference,master_mean_rms_g,sigma_reference,snr_sep_rms,snr_sep
0,1,0.05,0.05,0.01,0.1,8.46246209854976e-05,0.0018922640509372785,0.0053885879305052295,0.015662508711724046,3.13250174234481e-05,2.701502758691285,60.407438098369234
1,0,0.05,0.05,0.1,0.01,8.46246209854976e-05,0.0018922640509372785,0.0053885879305052295,0.015662508711724046,3.13250174234481e-05,2.701502758691285,60.407438098369234
2,5,0.05,0.06875,1.0,1.0,0.00045509229580733516,0.010176173094616438,0.029772601410067524,0.015245473584578964,3.049094716915793e-05,14.925488974893772,333.74407945286123
3,11,0.06875,0.10625000000000001,0.01,1.0,6.365879018618274e-05,0.0014234538222170111,0.00387226516399318,0.016395393197940922,3.279078639588185e-05,1.9413621075637748,43.410176414548594
4,11,0.06875,0.10625000000000001,0.1,1.0,8.647139746153716e-05,0.0019335592283339985,0.0052784856837081034,0.016337797844046154,3.2675595688092306e-05,2.646360246557011,59.174414042545806
5,1,0.06875,0.05,1.0,0.1,0.00015545020729466696,0.0034759723062730897,0.009972758485118745,0.01554616333065819,3.109232666131638e-05,4.9996325134481125,111.7951816258811
6,7,0.08750000000000001,0.08750000000000001,0.01,0.1,0.00014809310831383356,0.003311462571889711,0.008661696246570904,0.017050596996490627,3.4101193992981256e-05,4.342754342980315,97.1069392048642
7,6,0.08750000000000001,0.08750000000000001,0.1,0.01,0.00014809310831383356,0.003311462571889711,0.008661696246570904,0.017050596996490627,3.4101193992981256e-05,4.342754342980315,97.1069392048642
8,0,0.08750000000000001,0.05,1.0,0.01,0.00022112356781440486,0.004944473290602939,0.013945269982529027,0.015814280747394587,3.162856149478918e-05,6.991262244121823,156.32937626384125
9,20,0.10625000000000001,0.16250000000000003,0.01,1.0,0.0001290581918592502,0.002885828900504934,0.007236854270418599,0.017784336623456024,3.556867324691205e-05,3.628422993552468,81.13400464706599
10,20,0.10625000000000001,0.16250000000000003,0.1,1.0,9.986805330285882e-05,0.0022331175596576472,0.005628257362113163,0.01769526506876519,3.539053013753038e-05,2.821886332721316,63.09929664742452
11,3,0.10625000000000001,0.06875,1.0,0.01,6.365879018618274e-05,0.0014234538222170111,0.00387226516399318,0.016395393197940922,3.279078639588185e-05,1.9413621075637748,43.410176414548594
12,26,0.125,0.2,0.01,1.0,0.0001265089172586138,0.0028288253875015674,0.006785451734139337,0.01859220315965286,3.718440631930572e-05,3.4022034982156435,76.07558295297763
13,23,0.125,0.18125000000000002,0.1,1.0,0.00017191429553896828,0.003844120511291219,0.009388194689350498,0.01826099181413933,3.652198362827866e-05,4.707145627376507,105.25497602804765
14,7,0.125,0.08750000000000001,1.0,0.1,0.00016220529235459852,0.0036270206001510923,0.00957000664011157,0.01690330356445783,3.380660712891566e-05,4.798035240154584,107.2873295542518
15,16,0.14375000000000002,0.14375000000000002,0.01,0.1,0.00024329582693854727,0.005440260076766163,0.01267938026998675,0.019133958800565853,3.826791760113171e-05,6.357697052513571,142.16242789770396
16,15,0.14375000000000002,0.14375000000000002,0.1,0.01,0.00024329582693854727,0.005440260076766163,0.01267938026998675,0.019133958800565853,3.826791760113171e-05,6.357697052513571,142.16242789770396
17,6,0.14375000000000002,0.08750000000000001,1.0,0.01,0.00016635612525834267,0.00371983604551124,0.009643806094126375,0.017202960592044493,3.4405921184088983e-05,4.83510162010352,108.11615900670836
18,19,0.16250000000000003,0.16250000000000003,0.01,0.1,0.0002750300210058513,0.006149858228222786,0.013830672367841598,0.01982867158634554,3.965734317269108e-05,6.935160023408805,155.07489247181124
19,18,0.16250000000000003,0.16250000000000003,0.1,0.01,0.0002750300210058513,0.006149858228222786,0.013830672367841598,0.01982867158634554,3.965734317269108e-05,6.935160023408805,155.07489247181124
20,10,0.16250000000000003,0.10625000000000001,1.0,0.1,9.986805330285882e-05,0.0022331175596576472,0.005628257362113163,0.01769526506876519,3.539053013753038e-05,2.821886332721316,63.09929664742452
21,22,0.18125000000000002,0.18125000000000002,0.01,0.1,0.0003067643475454553,0.006859459341850088,0.014903895397939942,0.020523491978678664,4.104698395735733e-05,7.4734930065542695,167.1123839202463
22,21,0.18125000000000002,0.18125000000000002,0.1,0.01,0.0003067643475454553,0.006859459341850088,0.014903895397939942,0.020523491978678664,4.104698395735733e-05,7.4734930065542695,167.1123839202463
23,13,0.18125000000000002,0.125,1.0,0.1,0.00017191429553896828,0.003844120511291219,0.009388194689350498,0.01826099181413933,3.652198362827866e-05,4.707145627376507,105.25497602804765
24,25,0.2,0.2,0.01,0.1,0.0003384984171922704,0.007569054711180002,0.01590669719611798,0.021218409232331696,4.243681846466339e-05,7.976526738783064,178.3605601226364
25,24,0.2,0.2,0.1,0.01,0.0003384984171922704,0.007569054711180002,0.01590669719611798,0.021218409232331696,4.243681846466339e-05,7.976526738783064,178.3605601226364
26,12,0.2,0.125,1.0,0.01,0.0001265089172586138,0.0028288253875015674,0.006785451734139337,0.01859220315965286,3.718440631930572e-05,3.4022034982156435,76.07558295297763
