a1_count,gamma_count,state_count,a1_step,gamma_ratio,target_rms_snr,target_g_gap_percent,feasible,min_snr_rms,median_nearest_snr_rms,p90_nearest_snr_rms,min_snr,median_nearest_snr,min_relative_l2,median_nearest_relative_l2,min_rms_g_relative,median_nearest_rms_g_relative,min_rms_g_gap_percent,median_nearest_rms_g_gap_percent
4,9,36,0.05000000000000001,1.7782794100389228,2.0,0.4,0,0.23576898518837705,1.9983119581750515,9.356850473887755,2.3576898518837703,19.983119581750515,0.00047153797037675417,0.003996623916350103,0.0004715379703767541,0.003996623916350103,0.04715379703767541,0.3996623916350103
4,10,40,0.05000000000000001,1.6681005372000588,2.0,0.4,0,0.20238092301157123,1.9686368859651515,7.852803628068309,2.0238092301157122,19.686368859651516,0.0004047618460231425,0.0039372737719303025,0.0004047618460231424,0.003937273771930303,0.04047618460231424,0.39372737719303036
4,11,44,0.05000000000000001,1.5848931924611136,2.0,0.4,0,0.17718179421474567,1.8693541407845864,7.782746866118815,1.7718179421474567,18.693541407845863,0.0003543635884294914,0.003738708281569173,0.00035436358842949134,0.003738708281569173,0.035436358842949135,0.3738708281569173
5,2,10,0.037500000000000006,100.0,2.0,0.4,1,3.3352553842649826,9.244415603144965,34.66185016952988,33.352553842649826,92.44415603144965,0.006670510768529965,0.018488831206289934,0.0066705107685299655,0.018488831206289934,0.6670510768529966,1.8488831206289933
5,3,15,0.037500000000000006,10.0,2.0,0.4,1,2.721722905631634,5.772662080699625,13.55799891514984,27.21722905631634,57.72662080699625,0.005443445811263267,0.01154532416139925,0.005443445811263268,0.011545324161399249,0.5443445811263268,1.1545324161399249
5,4,20,0.037500000000000006,4.641588833612778,2.0,0.4,0,1.103325911780821,3.0306331101165367,13.175364175830968,11.033259117808207,30.306331101165366,0.0022066518235616416,0.006061266220233074,0.002206651823561642,0.006061266220233074,0.2206651823561642,0.6061266220233074
5,5,25,0.037500000000000006,3.1622776601683795,2.0,0.4,0,0.655135928926078,3.3352553842649826,7.5813963568037614,6.55135928926078,33.352553842649826,0.0013102718578521559,0.006670510768529965,0.001310271857852156,0.0066705107685299655,0.1310271857852156,0.6670510768529966
5,6,30,0.037500000000000006,2.51188643150958,2.0,0.4,0,0.4580540143663093,2.1403587797437353,7.477483707305118,4.580540143663094,21.403587797437353,0.0009161080287326187,0.004280717559487471,0.0009161080287326186,0.004280717559487471,0.09161080287326186,0.4280717559487471
5,7,35,0.037500000000000006,2.154434690031884,2.0,0.4,0,0.34974144296162696,1.6370081476566947,8.207615133310231,3.4974144296162697,16.370081476566945,0.0006994828859232539,0.003274016295313389,0.0006994828859232539,0.0032740162953133894,0.0699482885923254,0.32740162953133894
5,8,40,0.037500000000000006,1.93069772888325,2.0,0.4,0,0.2819469640011998,2.119116173331265,7.385255977761269,2.819469640011998,21.19116173331265,0.0005638939280023996,0.00423823234666253,0.0005638939280023996,0.00423823234666253,0.05638939280023996,0.423823234666253
5,9,45,0.037500000000000006,1.7782794100389228,2.0,0.4,0,0.23576898518837705,1.908556447801588,7.4151171116415675,2.3576898518837703,19.08556447801588,0.00047153797037675417,0.003817112895603176,0.0004715379703767541,0.0038171128956031764,0.04715379703767541,0.38171128956031763
5,10,50,0.037500000000000006,1.6681005372000588,2.0,0.4,0,0.20238092301157123,1.6370081476566947,6.485651510301656,2.0238092301157122,16.370081476566945,0.0004047618460231425,0.003274016295313389,0.0004047618460231424,0.0032740162953133894,0.04047618460231424,0.32740162953133894
5,11,55,0.037500000000000006,1.5848931924611136,2.0,0.4,0,0.17718179421474567,1.6157842440504466,6.079007231337297,1.7718179421474567,16.157842440504464,0.0003543635884294914,0.0032315684881008924,0.00035436358842949134,0.0032315684881008932,0.035436358842949135,0.3231568488100893
6,2,12,0.030000000000000006,100.0,2.0,0.4,0,1.5792331983323784,10.99129627682974,27.058262534941303,15.792331983323784,109.9129627682974,0.0031584663966647566,0.02198259255365948,0.0031584663966647566,0.02198259255365948,0.31584663966647564,2.198259255365948
6,3,18,0.030000000000000006,10.0,2.0,0.4,0,1.5792331983323784,6.274990642730173,8.698618635769714,15.792331983323784,62.749906427301724,0.0031584663966647566,0.012549981285460345,0.0031584663966647566,0.012549981285460346,0.31584663966647564,1.2549981285460345
6,4,24,0.030000000000000006,4.641588833612778,2.0,0.4,0,1.103325911780821,2.641428642760161,10.114390624353314,11.033259117808207,26.414286427601606,0.0022066518235616416,0.005282857285520321,0.002206651823561642,0.005282857285520321,0.2206651823561642,0.5282857285520322
6,5,30,0.030000000000000006,3.1622776601683795,2.0,0.4,0,0.655135928926078,2.1032452274293565,6.327011743380678,6.55135928926078,21.03245227429356,0.0013102718578521559,0.004206490454858712,0.001310271857852156,0.004206490454858713,0.1310271857852156,0.42064904548587134
6,6,36,0.030000000000000006,2.51188643150958,2.0,0.4,0,0.4580540143663093,1.7864263124128836,5.845621507904868,4.580540143663094,17.86426312412884,0.0009161080287326187,0.003572852624825767,0.0009161080287326186,0.003572852624825767,0.09161080287326186,0.3572852624825767
6,7,42,0.030000000000000006,2.154434690031884,2.0,0.4,0,0.34974144296162696,1.861394835791259,6.503420704294413,3.4974144296162697,18.61394835791259,0.0006994828859232539,0.0037227896715825177,0.0006994828859232539,0.0037227896715825177,0.0699482885923254,0.37227896715825176
6,8,48,0.030000000000000006,1.93069772888325,2.0,0.4,0,0.2819469640011998,1.5018952718894316,5.828988655806791,2.819469640011998,15.018952718894315,0.0005638939280023996,0.0030037905437788628,0.0005638939280023996,0.003003790543778863,0.05638939280023996,0.3003790543778863
6,9,54,0.030000000000000006,1.7782794100389228,2.0,0.4,0,0.23576898518837705,1.5361358485840548,5.711514884447608,2.3576898518837703,15.361358485840547,0.00047153797037675417,0.0030722716971681094,0.0004715379703767541,0.0030722716971681094,0.04715379703767541,0.30722716971681097
6,10,60,0.030000000000000006,1.6681005372000588,2.0,0.4,0,0.20238092301157123,1.379109584141141,4.636334514506837,2.0238092301157122,13.79109584141141,0.0004047618460231425,0.0027582191682822823,0.0004047618460231424,0.0027582191682822823,0.04047618460231424,0.2758219168282282
6,11,66,0.030000000000000006,1.5848931924611136,2.0,0.4,0,0.17718179421474567,1.5214998912743467,5.146889177774742,1.7718179421474567,15.214998912743464,0.0003543635884294914,0.0030429997825486927,0.00035436358842949134,0.0030429997825486936,0.035436358842949135,0.3042999782548694
7,2,14,0.025000000000000005,100.0,2.0,0.4,1,3.066639278241437,5.480685782659387,22.844577943463058,30.666392782414363,54.80685782659387,0.006133278556482873,0.010961371565318774,0.006133278556482873,0.010961371565318775,0.6133278556482873,1.0961371565318776
7,3,21,0.025000000000000005,10.0,2.0,0.4,0,1.0549532025640407,5.378432631299529,8.888167428190522,10.549532025640406,53.78432631299529,0.002109906405128081,0.010756865262599056,0.0021099064051280816,0.010756865262599056,0.21099064051280816,1.0756865262599056
7,4,28,0.025000000000000005,4.641588833612778,2.0,0.4,0,1.103325911780821,2.967100671720871,6.485660701985462,11.033259117808207,29.671006717208712,0.0022066518235616416,0.005934201343441743,0.002206651823561642,0.005934201343441742,0.2206651823561642,0.5934201343441742
7,5,35,0.025000000000000005,3.1622776601683795,2.0,0.4,0,0.655135928926078,1.8894485866993196,5.809453014495122,6.55135928926078,18.894485866993193,0.0013102718578521559,0.0037788971733986394,0.001310271857852156,0.0037788971733986394,0.1310271857852156,0.37788971733986393
7,6,42,0.025000000000000005,2.51188643150958,2.0,0.4,0,0.4580540143663093,1.857381619468201,5.218532688155834,4.580540143663094,18.57381619468201,0.0009161080287326187,0.003714763238936402,0.0009161080287326186,0.0037147632389364013,0.09161080287326186,0.37147632389364016
7,7,49,0.025000000000000005,2.154434690031884,2.0,0.4,0,0.34974144296162696,1.423065819482348,4.7841384794874635,3.4974144296162697,14.23065819482348,0.0006994828859232539,0.002846131638964696,0.0006994828859232539,0.002846131638964696,0.0699482885923254,0.28461316389646957
7,8,56,0.025000000000000005,1.93069772888325,2.0,0.4,0,0.2819469640011998,1.475427113555526,5.17227989402439,2.819469640011998,14.75427113555526,0.0005638939280023996,0.002950854227111052,0.0005638939280023996,0.0029508542271110515,0.05638939280023996,0.29508542271110516
7,9,63,0.025000000000000005,1.7782794100389228,2.0,0.4,0,0.23576898518837705,1.2312885954960864,5.156456801323681,2.3576898518837703,12.312885954960864,0.00047153797037675417,0.0024625771909921727,0.0004715379703767541,0.0024625771909921727,0.04715379703767541,0.24625771909921726
7,10,70,0.025000000000000005,1.6681005372000588,2.0,0.4,0,0.20238092301157123,1.3076549301974265,4.785014763136781,2.0238092301157122,13.076549301974266,0.0004047618460231425,0.002615309860394853,0.0004047618460231424,0.002615309860394853,0.04047618460231424,0.2615309860394853
7,11,77,0.025000000000000005,1.5848931924611136,2.0,0.4,0,0.17718179421474567,1.3082527301199824,3.9608325021027055,1.7718179421474567,13.082527301199825,0.0003543635884294914,0.002616505460239965,0.00035436358842949134,0.002616505460239965,0.035436358842949135,0.2616505460239965
8,2,16,0.021428571428571432,100.0,2.0,0.4,1,2.1435522470278094,7.773877136716583,19.517514119071713,21.43552247027809,77.73877136716581,0.004287104494055619,0.015547754273433165,0.004287104494055619,0.015547754273433165,0.4287104494055619,1.5547754273433165
8,3,24,0.021428571428571432,10.0,2.0,0.4,1,2.1435522470278094,4.142872798724861,8.019332251219339,21.43552247027809,41.42872798724862,0.004287104494055619,0.008285745597449724,0.004287104494055619,0.008285745597449722,0.4287104494055619,0.8285745597449722
8,4,32,0.021428571428571432,4.641588833612778,2.0,0.4,0,1.0134382409375176,2.618689642275778,5.74248481526529,10.134382409375172,26.186896422757783,0.002026876481875034,0.005237379284551557,0.0020268764818750346,0.005237379284551556,0.20268764818750346,0.5237379284551557
8,5,40,0.021428571428571432,3.1622776601683795,2.0,0.4,0,0.655135928926078,1.9946092106280817,3.566167305860312,6.55135928926078,19.946092106280815,0.0013102718578521559,0.003989218421256163,0.001310271857852156,0.003989218421256163,0.1310271857852156,0.39892184212561627
8,6,48,0.021428571428571432,2.51188643150958,2.0,0.4,0,0.4580540143663093,1.4259564431025453,4.554221422735162,4.580540143663094,14.259564431025453,0.0009161080287326187,0.0028519128862050905,0.0009161080287326186,0.0028519128862050905,0.09161080287326186,0.2851912886205091
8,7,56,0.021428571428571432,2.154434690031884,2.0,0.4,0,0.34974144296162696,1.5739782941234366,3.8606796625247037,3.4974144296162697,15.739782941234367,0.0006994828859232539,0.0031479565882468735,0.0006994828859232539,0.003147956588246873,0.0699482885923254,0.3147956588246873
8,8,64,0.021428571428571432,1.93069772888325,2.0,0.4,0,0.2819469640011998,1.5132714851687967,4.488769842584344,2.819469640011998,15.132714851687968,0.0005638939280023996,0.0030265429703375934,0.0005638939280023996,0.0030265429703375934,0.05638939280023996,0.30265429703375935
8,9,72,0.021428571428571432,1.7782794100389228,2.0,0.4,0,0.23576898518837705,1.234303606144762,3.853673529421897,2.3576898518837703,12.343036061447622,0.00047153797037675417,0.0024686072122895243,0.0004715379703767541,0.0024686072122895243,0.04715379703767541,0.24686072122895245
8,10,80,0.021428571428571432,1.6681005372000588,2.0,0.4,0,0.20238092301157123,1.1733606013126174,3.5454197111478094,2.0238092301157122,11.733606013126174,0.0004047618460231425,0.0023467212026252347,0.0004047618460231424,0.0023467212026252347,0.04047618460231424,0.23467212026252346
8,11,88,0.021428571428571432,1.5848931924611136,2.0,0.4,0,0.17718179421474567,1.0202472510815122,3.2284543812464106,1.7718179421474567,10.202472510815122,0.0003543635884294914,0.002040494502163024,0.00035436358842949134,0.0020404945021630246,0.035436358842949135,0.20404945021630247
9,2,18,0.018750000000000003,100.0,2.0,0.4,1,2.087940588173266,6.919017348372002,17.036354549803466,20.87940588173266,69.19017348372,0.004175881176346532,0.013838034696744002,0.004175881176346532,0.013838034696744002,0.4175881176346532,1.3838034696744002
9,3,27,0.018750000000000003,10.0,2.0,0.4,1,2.087940588173266,4.938361190637043,7.716812485157918,20.87940588173266,49.383611906370426,0.004175881176346532,0.009876722381274086,0.004175881176346532,0.009876722381274086,0.4175881176346532,0.9876722381274086
9,4,36,0.018750000000000003,4.641588833612778,2.0,0.4,0,0.8184335417654554,2.2002412708999532,4.845972429452644,8.184335417654552,22.002412708999532,0.0016368670835309107,0.004400482541799906,0.0016368670835309109,0.004400482541799907,0.1636867083530911,0.44004825417999066
9,5,45,0.018750000000000003,3.1622776601683795,2.0,0.4,0,0.655135928926078,1.6081667219510667,4.507981714894151,6.55135928926078,16.081667219510667,0.0013102718578521559,0.003216333443902134,0.001310271857852156,0.003216333443902134,0.1310271857852156,0.3216333443902134
9,6,54,0.018750000000000003,2.51188643150958,2.0,0.4,0,0.4580540143663093,1.5646865661253364,3.6950391824334936,4.580540143663094,15.646865661253361,0.0009161080287326187,0.0031293731322506726,0.0009161080287326186,0.0031293731322506726,0.09161080287326186,0.31293731322506724
9,7,63,0.018750000000000003,2.154434690031884,2.0,0.4,0,0.34974144296162696,1.4401532294922248,3.9309752982179353,3.4974144296162697,14.401532294922246,0.0006994828859232539,0.002880306458984449,0.0006994828859232539,0.0028803064589844494,0.0699482885923254,0.28803064589844496
9,8,72,0.018750000000000003,1.93069772888325,2.0,0.4,0,0.2819469640011998,1.2279925197969246,3.222075560787797,2.819469640011998,12.279925197969245,0.0005638939280023996,0.002455985039593849,0.0005638939280023996,0.002455985039593849,0.05638939280023996,0.2455985039593849
9,9,81,0.018750000000000003,1.7782794100389228,2.0,0.4,0,0.23576898518837705,1.257212055690141,3.3352553842649826,2.3576898518837703,12.57212055690141,0.00047153797037675417,0.0025144241113802825,0.0004715379703767541,0.002514424111380282,0.04715379703767541,0.25144241113802823
9,10,90,0.018750000000000003,1.6681005372000588,2.0,0.4,0,0.20238092301157123,1.0940421285355624,3.125216583960307,2.0238092301157122,10.940421285355626,0.0004047618460231425,0.0021880842570711247,0.0004047618460231424,0.0021880842570711247,0.04047618460231424,0.21880842570711245
9,11,99,0.018750000000000003,1.5848931924611136,2.0,0.4,0,0.17718179421474567,1.0127942488782717,3.123414622982815,1.7718179421474567,10.127942488782717,0.0003543635884294914,0.002025588497756544,0.00035436358842949134,0.0020255884977565435,0.035436358842949135,0.20255884977565436
10,2,20,0.01666666666666667,100.0,2.0,0.4,1,2.3696498353664937,6.127108823756552,15.161895346761128,23.696498353664936,61.271088237565515,0.004739299670732986,0.012254217647513103,0.004739299670732987,0.012254217647513103,0.4739299670732987,1.2254217647513104
10,3,30,0.01666666666666667,10.0,2.0,0.4,0,1.3539493739978508,4.533277254265668,7.151160214818364,13.539493739978507,45.332772542656684,0.0027078987479957017,0.009066554508531338,0.0027078987479957017,0.009066554508531336,0.2707898747995702,0.9066554508531336
10,4,40,0.01666666666666667,4.641588833612778,2.0,0.4,0,0.4887799064243576,2.0593297222657596,3.866204492149953,4.887799064243575,20.593297222657597,0.0009775598128487152,0.00411865944453152,0.0009775598128487152,0.0041186594445315194,0.09775598128487152,0.41186594445315194
10,5,50,0.01666666666666667,3.1622776601683795,2.0,0.4,0,0.655135928926078,1.630929221053398,4.065441357989653,6.55135928926078,16.30929221053398,0.0013102718578521559,0.0032618584421067968,0.001310271857852156,0.0032618584421067963,0.1310271857852156,0.32618584421067964
10,6,60,0.01666666666666667,2.51188643150958,2.0,0.4,0,0.4580540143663093,1.4144735961366766,3.293370406454973,4.580540143663094,14.144735961366766,0.0009161080287326187,0.0028289471922733535,0.0009161080287326186,0.002828947192273353,0.09161080287326186,0.28289471922733533
10,7,70,0.01666666666666667,2.154434690031884,2.0,0.4,0,0.34974144296162696,1.1617609688427468,3.2722129181171202,3.4974144296162697,11.617609688427468,0.0006994828859232539,0.0023235219376854933,0.0006994828859232539,0.0023235219376854933,0.0699482885923254,0.23235219376854932
10,8,80,0.01666666666666667,1.93069772888325,2.0,0.4,0,0.2819469640011998,1.1911542236260482,3.1037217424702024,2.819469640011998,11.911542236260482,0.0005638939280023996,0.002382308447252097,0.0005638939280023996,0.0023823084472520966,0.05638939280023996,0.23823084472520967
10,9,90,0.01666666666666667,1.7782794100389228,2.0,0.4,0,0.23576898518837705,1.0693135473600264,3.054236541906947,2.3576898518837703,10.693135473600263,0.00047153797037675417,0.0021386270947200527,0.0004715379703767541,0.002138627094720053,0.04715379703767541,0.2138627094720053
10,10,100,0.01666666666666667,1.6681005372000588,2.0,0.4,0,0.20238092301157123,0.9919978986736703,3.2271343904373406,2.0238092301157122,9.919978986736703,0.0004047618460231425,0.0019839957973473406,0.0004047618460231424,0.0019839957973473406,0.04047618460231424,0.19839957973473407
10,11,110,0.01666666666666667,1.5848931924611136,2.0,0.4,0,0.17718179421474567,1.0301158014195764,2.7022106095779757,1.7718179421474567,10.301158014195765,0.0003543635884294914,0.0020602316028391528,0.00035436358842949134,0.0020602316028391528,0.035436358842949135,0.20602316028391526
11,2,22,0.015000000000000003,100.0,2.0,0.4,0,1.5792331983323784,5.637386209391978,13.5829077021129,15.792331983323784,56.373862093919776,0.0031584663966647566,0.011274772418783958,0.0031584663966647566,0.011274772418783956,0.31584663966647564,1.1274772418783956
11,3,33,0.015000000000000003,10.0,2.0,0.4,0,1.5792331983323784,3.7760453901544704,7.088141894995727,15.792331983323784,37.76045390154471,0.0031584663966647566,0.007552090780308941,0.0031584663966647566,0.007552090780308942,0.31584663966647564,0.7552090780308942
11,4,44,0.015000000000000003,4.641588833612778,2.0,0.4,0,0.6076543407893603,1.9467248588072206,4.194364548557128,6.076543407893603,19.46724858807221,0.0012153086815787208,0.003893449717614442,0.0012153086815787206,0.003893449717614441,0.12153086815787206,0.3893449717614441
11,5,55,0.015000000000000003,3.1622776601683795,2.0,0.4,0,0.5299725848618074,1.8271321055530956,3.872774901625463,5.299725848618074,18.271321055530954,0.0010599451697236146,0.003654264211106191,0.0010599451697236148,0.003654264211106191,0.10599451697236148,0.3654264211106191
11,6,66,0.015000000000000003,2.51188643150958,2.0,0.4,0,0.4580540143663093,1.2495223926767856,3.1375991102712635,4.580540143663094,12.495223926767856,0.0009161080287326187,0.0024990447853535714,0.0009161080287326186,0.0024990447853535714,0.09161080287326186,0.24990447853535713
11,7,77,0.015000000000000003,2.154434690031884,2.0,0.4,0,0.34974144296162696,1.2920169441347884,2.9329087504750224,3.4974144296162697,12.920169441347882,0.0006994828859232539,0.0025840338882695767,0.0006994828859232539,0.0025840338882695767,0.0699482885923254,0.2584033888269577
11,8,88,0.015000000000000003,1.93069772888325,2.0,0.4,0,0.2819469640011998,1.285352250091486,2.793722274762055,2.819469640011998,12.85352250091486,0.0005638939280023996,0.002570704500182972,0.0005638939280023996,0.002570704500182972,0.05638939280023996,0.2570704500182972
11,9,99,0.015000000000000003,1.7782794100389228,2.0,0.4,0,0.23576898518837705,1.0922170559114492,2.861614782983901,2.3576898518837703,10.922170559114491,0.00047153797037675417,0.0021844341118228985,0.0004715379703767541,0.0021844341118228985,0.04715379703767541,0.21844341118228985
11,10,110,0.015000000000000003,1.6681005372000588,2.0,0.4,0,0.20238092301157123,1.0359917968370354,2.4776721932412107,2.0238092301157122,10.359917968370352,0.0004047618460231425,0.0020719835936740707,0.0004047618460231424,0.0020719835936740703,0.04047618460231424,0.20719835936740702
11,11,121,0.015000000000000003,1.5848931924611136,2.0,0.4,0,0.17718179421474567,0.8560875339147515,2.365925869307734,1.7718179421474567,8.560875339147517,0.0003543635884294914,0.001712175067829503,0.00035436358842949134,0.0017121750678295029,0.035436358842949135,0.17121750678295028
