threshold_mahalanobis,prebank_count,eligible_count,selected_count,selection_feasible,eligible_cover_by_selected_max,eligible_cover_by_selected_p95,full_prebank_cover_by_selected_max,full_prebank_cover_by_selected_p95,selected_g_separation_min_rms_snr,eligible_a1_min,eligible_a1_max,eligible_m_min,eligible_m_max,eligible_gamma_min,eligible_gamma_max,selected_a1_min,selected_a1_max,selected_m_min,selected_m_max,selected_gamma_min,selected_gamma_max,sweep_samples,sweep_a1_recovery,sweep_m_recovery,sweep_gamma_recovery,sweep_joint_recovery,sweep_min_recovery,sweep_stage90_pass,sweep_target95_pass
0.0,2058,2058,260,1,0.14646247548223087,0.11124444221314025,0.14646247548223087,0.11124444221314025,1.3575383892118031,0.012722562998533249,0.1999831883236766,0.20732927242293955,1.9818788506649434,0.010379563588649035,0.9999050173629075,0.013671038113534451,0.19998029097914696,0.2246547659765929,1.9818788506649434,0.011700082896277308,0.9996446031983942,64,0.796875,0.828125,0.796875,0.671875,0.796875,0,0
0.25,2058,1861,260,1,0.16071480857232848,0.1035784433675639,0.2192990604126567,0.13227104581223947,1.4211469835637796,0.01505129486322403,0.1999831883236766,0.23052788217552006,1.9818788506649434,0.010379563588649035,0.9999050173629075,0.01964514181017876,0.19998029097914696,0.23826499992981554,1.9665445528365673,0.011700082896277308,0.9996446031983942,64,0.890625,0.875,0.84375,0.75,0.84375,0,0
0.5,2058,1718,260,1,0.11993257605297535,0.09702305715146112,0.20225936227536412,0.15737389039373176,1.3054255921021254,0.017554399371147156,0.1999831883236766,0.23826499992981554,1.9818788506649434,0.01660256426781416,0.9996446031983942,0.018701735697686673,0.19980341102927923,0.23826499992981554,1.9655470506753772,0.02647784313187003,0.9996446031983942,64,0.921875,0.921875,0.90625,0.796875,0.90625,1,0
0.75,2058,1638,260,1,0.12422746070240868,0.09489743854837081,0.22114793093997115,0.1607183845862535,1.4103442211752273,0.018607430346310138,0.1999831883236766,0.47613398627378045,1.9818788506649434,0.027890182584524158,0.9996446031983942,0.0190152058377862,0.19995557293295863,0.47613398627378045,1.9818788506649434,0.03221852781251073,0.9996446031983942,64,0.921875,0.953125,0.859375,0.828125,0.859375,0,0
1.0,2058,1515,260,1,0.11352696338412831,0.09162743547693675,0.3016290734811682,0.1723673858553603,1.380698129154498,0.020139535516500474,0.1999831883236766,0.48013108391314746,1.9818788506649434,0.030256011551246048,0.9996446031983942,0.022567110881209374,0.19988076202571392,0.5186099761351943,1.9818788506649434,0.04944316901266575,0.9975637590233236,64,0.953125,0.921875,0.90625,0.828125,0.90625,1,0
1.5,2058,1164,260,1,0.11916116505122629,0.07891932516200179,0.3417113968325867,0.23513986405811482,1.4995264346234043,0.02785641700029373,0.1999831883236766,0.5041577364224941,1.9818788506649434,0.05043824575841427,0.9953987400047482,0.028081331960856916,0.19974128026515248,0.5241241816338151,1.9665445528365673,0.0745791944116354,0.9953987400047482,64,1.0,0.96875,0.96875,0.953125,0.96875,1,1
2.0,2058,873,260,1,0.08527261212841028,0.0706778657859841,0.4486380385270997,0.28088801756744525,1.3758145434848776,0.03934714514762164,0.19995557293295863,0.5406485168635845,1.8802469318173827,0.07519563050009309,0.9904888705722987,0.04230028446763754,0.19974128026515248,0.5497540644835681,1.8802469318173827,0.08417272473685443,0.9904888705722987,64,0.984375,1.0,0.984375,0.984375,0.984375,1,1
2.5,2058,543,260,1,0.07143885371687551,0.05011247663507451,0.5470654284345295,0.36332071781201747,1.369636069415361,0.05187471490353346,0.19995557293295863,0.5416826890502126,1.837121065557003,0.09673053448088467,0.9260519578773528,0.05187471490353346,0.19988076202571392,0.5416826890502126,1.837121065557003,0.09673053448088467,0.922809265749529,64,0.984375,1.0,0.984375,0.96875,0.984375,1,1
3.0,2058,299,260,1,0.04166759726605907,0.024943901476046394,0.6562859121339273,0.45912869168734455,1.3035992289650582,0.06920999940484762,0.199667245708406,0.6673012414108962,1.7677895900048315,0.11922264367341995,0.7320593625307084,0.06920999940484762,0.199667245708406,0.6673012414108962,1.7677895900048315,0.11922264367341995,0.7320593625307084,64,1.0,1.0,1.0,1.0,1.0,1,1
