state_id,candidate_id,a1,a2,a3,m,gamma,continuous_mahalanobis
187,16610,0.0992200244218111,0.025,0.0,0.922651332616806,0.15961272458545864,3.0464148497213794
188,16479,0.15523888282477857,0.025,0.0,1.1629123181011527,0.35540512459352613,3.8179296892667858
189,4943,0.17128963060677052,0.025,0.0,1.7337513033114373,0.14998874766752124,2.402710258726551
190,8429,0.08279820438474417,0.025,0.0,1.2515541816037148,0.4094599123671651,3.276659308185898
191,14456,0.17726739682257175,0.025,0.0,0.5580046052206308,0.1859694774542004,1.7524373620795632
192,26867,0.13474523257464172,0.025,0.0,1.2941564519423991,0.15026016416959465,2.6531043914145123
193,26548,0.10033957790583373,0.025,0.0,0.6339122324902564,0.12662234587594867,2.3279658585339535
194,34027,0.11222525220364332,0.025,0.0,1.7401614057552068,0.37135535801760855,2.5460902021110328
195,36119,0.19726776704192162,0.025,0.0,1.587730767177418,0.2714514785073698,3.4358523335714857
196,37325,0.07952470313757659,0.025,0.0,1.7330178879760205,0.18285137552767994,1.5360599681181344
197,22997,0.05498396046459675,0.025,0.0,1.0224122517276555,0.45508484611287714,2.6148341949746308
198,4735,0.158744696341455,0.025,0.0,1.0880855558626354,0.47626297673210505,3.1938835155945338
199,37250,0.09365297723561526,0.025,0.0,0.8177193802129478,0.30180216473527255,3.557760918523905
200,15287,0.19040427450090647,0.025,0.0,1.022707237303257,0.33992098533548415,3.511106861386061
201,39917,0.08159882761538029,0.025,0.0,1.2058177564758807,0.9017914061713964,2.5651814917791578
202,24971,0.10561174806207418,0.025,0.0,1.0063951104320585,0.9232163190469146,2.2764607489703192
203,12643,0.14041267670691013,0.025,0.0,1.485175179205835,0.36863682912662626,3.3797429459540957
204,992,0.15168131403625013,0.025,0.0,0.82442812114954,0.5489304326940327,2.4362443559122813
205,29520,0.1640108920633793,0.025,0.0,0.7489146493934095,0.17795284957624974,3.777422440371794
206,24964,0.1139498757198453,0.025,0.0,0.5713890811055898,0.47010142244398595,1.5687517568551579
207,14765,0.08472953829914331,0.025,0.0,1.3356098269950598,0.4851499961875379,3.3386012665138165
208,15596,0.1302645217627287,0.025,0.0,0.8474688270222396,0.967272410551086,1.8249580900350058
209,7466,0.05618041027337313,0.025,0.0,0.5349179700762033,0.4139098964445293,1.753247461675346
210,5263,0.17234370913356545,0.025,0.0,1.2946956751588732,0.520868153385818,2.8887982850473484
211,14754,0.09570902865380049,0.025,0.0,0.7762345281708986,0.8762672286666929,1.813847561299195
212,28388,0.12004524394869805,0.025,0.0,0.795875450456515,0.7180805953126401,2.0684128652987677
213,46479,0.17341479565948248,0.025,0.0,1.7507076168525963,0.5787399160303176,1.8359780115391795
214,5887,0.15746983978897333,0.025,0.0,1.469069504244253,0.3346784401778132,3.4636109857014086
215,31730,0.07724466565996409,0.025,0.0,0.7483637742791325,0.19003862188197673,2.6020589205444855
216,23199,0.15019556004554035,0.025,0.0,1.7441947749536484,0.36507882916368545,2.5715357743864744
217,10059,0.10125272274017334,0.025,0.0,1.7915402647107839,0.28615657057613136,2.058588233875915
218,9731,0.14682872388511897,0.025,0.0,1.442792979059741,0.7879047247301787,2.000455596697982
219,43663,0.17188802622258664,0.025,0.0,1.4417259510047733,0.9501063584350049,1.7098126772578757
220,279,0.19754328150302172,0.025,0.0,1.463921680226922,0.4143217985890806,3.1310133767885495
221,20242,0.08272993154823781,0.025,0.0,0.9268989414256066,0.7552775190491229,2.472982857392726
222,2719,0.15027080047875643,0.025,0.0,1.5429722619056703,0.12704164714552463,2.1643668495567545
223,42032,0.17003077864646912,0.025,0.0,0.8584227859694511,0.7764034685492516,1.8429949866234443
224,40084,0.10990636833012105,0.025,0.0,0.9173319790232927,0.5305294237378985,3.0951712788291736
225,46431,0.15600645430386068,0.025,0.0,1.0054559937864542,0.2958840292133391,4.059747947657041
226,32356,0.12145946100354195,0.025,0.0,0.5757742293830961,0.1505666640494019,2.6310794347960105
227,12858,0.0705800473690033,0.025,0.0,0.9175806127674878,0.8468857457581908,2.2885834382763144
228,13741,0.08451109398156405,0.025,0.0,1.2450150724314153,0.5920588361937553,3.1845046444184906
229,22063,0.16544179730117323,0.025,0.0,1.1795602520368993,0.22116195378825068,4.103193183993204
230,28930,0.09155231583863498,0.025,0.0,0.5497540644835681,0.2511410564184189,2.0196804978143965
231,10781,0.09847111832350493,0.025,0.0,1.0372001131717115,0.4725865833926946,3.685334960916264
232,15386,0.06841560024768115,0.025,0.0,0.5416826890502126,0.3208873479627073,2.550833460337687
233,7533,0.08290933780372144,0.025,0.0,1.4496069966629148,0.7837710129097104,2.3888935476907927
234,34903,0.1947606734931469,0.025,0.0,1.282079418329522,0.2896973040699959,3.984671706392631
235,31309,0.08015440329909325,0.025,0.0,1.037652398440987,0.5115489992126823,3.60427132266277
236,30314,0.05206654164940119,0.025,0.0,0.8186057640053331,0.5915878701303154,2.385989561820475
237,30083,0.1442008398473263,0.025,0.0,1.7203202105686068,0.5809504481963813,1.9877629228985931
238,6443,0.1067099716514349,0.025,0.0,1.2477218488790094,0.6782220371160657,2.7194782058905864
239,32115,0.13726239409297705,0.025,0.0,1.1598040599189698,0.26460970075801016,4.0714983836934024
240,19876,0.12247643060982227,0.025,0.0,0.9742944155447185,0.353709918204695,4.026115944522667
241,40059,0.11331739574670792,0.025,0.0,1.7171794004645198,0.1914800147712231,2.145313708776229
242,3659,0.10067141223698856,0.025,0.0,1.2123844450805337,0.23164212610572577,3.0191972399257585
243,7291,0.1133091526106,0.025,0.0,1.23835833969526,0.9135583310481161,2.263706856950219
244,45048,0.1765586040914059,0.025,0.0,0.7660803875885904,0.3115647454746068,2.9362527533461695
