status,threshold_mahalanobis,eligible_count,selected_count,selected_margin_min,selected_margin_p10,selected_margin_median,eligible_cover_by_selected_max,full_prebank_cover_by_selected_max,selected_g_separation_min_rms_snr,selected_a1_min,selected_a1_max,selected_m_min,selected_m_max,selected_gamma_min,selected_gamma_max
TARGET95_PASS,1.5,1164,260,1.5028113723732062,1.670584502824342,2.4952082531627595,0.11916116505122629,0.3417113968325867,1.4995264346234043,0.028081331960856916,0.19974128026515248,0.5241241816338151,1.9665445528365673,0.0745791944116354,0.9953987400047482
