noise_level,sample_count,physical_state_count,a1_mae,a1_p90_abs,a1_p95_abs,m_mae,m_p90_abs,m_p95_abs,gamma_factor_median,gamma_factor_p90,gamma_factor_p95,a1_recovery,m_recovery,gamma_recovery,joint_recovery,mean_state_joint_recovery,worst_state_joint_recovery,fraction_states_joint_recovery_ge_0p9,fit_relL2_median,fit_relL2_p90
0.0,30,30,0.0004525269536410595,0.0011807310191960687,0.0014730145917893742,0.0024430060692076944,0.00502544182482363,0.0073615340702860394,1.0445175337826118,1.2114780052834557,1.66313004258082,1.0,1.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.0,0.8666666666666667,1.5953212405052515e-06,5.328805091134901e-06
0.0020000000949949026,300,30,0.011981785911733838,0.026379584514931005,0.033653461015056424,0.07449556646057652,0.17968132056786584,0.2550148171603302,2.2885110561140696,20.946124290062848,29.922056198120117,0.35333333333333333,0.3933333333333333,0.16666666666666666,0.14666666666666667,0.14666666666666664,0.0,0.0,0.001964526534190455,0.002138531621164615
0.009999999776482582,300,30,0.013260939645371506,0.033653797335735536,0.03829219121386816,0.09179635498008563,0.23194946864638166,0.34541590268610944,2.9935486960638245,27.039778918507814,33.143736592916,0.35,0.35,0.19666666666666666,0.1,0.1,0.0,0.0,0.009897399503910928,0.010841296550796952
