prebank_rank,state_id,a1,a2,a3,m,gamma,recovery_alias_margin_grid_verified,recovery_alias_margin_refined,refined_minus_grid_margin,alias_source_refined,alias_trigger_refined,alias_a1_refined,alias_m_refined,alias_gamma_refined,alias_delta_a1_refined,alias_delta_m_refined,alias_gamma_factor_refined
24,15411,0.05147054134868086,0.025,0.0,0.416377803683281,0.32304111797614643,0.03427804356172407,0.02361885496614276,-0.01065918859558131,continuous_direct_verified,gamma_high,0.05356152376526304,0.4,0.3876493415713757,0.0020909824165821836,0.016377803683280956,1.2
25,23091,0.05132917677983642,0.025,0.0,0.4199252389371395,0.26988565932746583,0.010987313177697798,0.010987311814651481,-1.363046316441019e-09,continuous_direct_verified,gamma_high,0.05339737949386352,0.4,0.3311311201489403,0.0020682027140270995,0.01992523893713949,1.2269311417809061
26,20867,0.06322791613638401,0.025,0.0,0.41112444177269936,0.32938768584722655,0.005962554740381017,0.0022445998164188816,-0.0037179549239621354,continuous_direct_verified,gamma_low,0.06104669460437968,0.432818933289163,0.2744897382060222,0.0021812215320043335,0.021694491516463632,1.1999999999999997
27,5891,0.06282651671208442,0.025,0.0,0.46306414455175404,0.30700085201592475,0.005511214679809897,0.0023819133476351015,-0.0031293013321747956,continuous_direct_verified,gamma_low,0.06096160431618857,0.4837691411348411,0.255834043346604,0.0018649123958958472,0.020704996583087054,1.2
28,40627,0.050929766101762655,0.025,0.0,0.4101569540798664,0.3928227086590313,0.058716065529041975,0.0499287898972806,-0.008787275631761376,continuous_direct_verified,m_high,0.05,0.44015695407986644,0.36842589610068016,0.0009297661017626524,0.030000000000000027,1.0662190492486017
29,34867,0.05174937639385462,0.025,0.0,0.4278500206768513,0.4660315540682276,0.03621835574205823,0.020832477662503915,-0.015385878079554313,continuous_direct_verified,gamma_high,0.054473384920637864,0.4,0.5592378648818731,0.002724008526783242,0.027850020676851273,1.2
30,19251,0.05202905717305839,0.025,0.0,0.40721755325794223,0.5340671156500634,0.026607859111654805,0.02660782393236186,-3.5179292943998686e-08,continuous_direct_verified,m_high,0.05031260789024482,0.439999987624858,0.47863008625399434,0.001716449282813573,0.03278243436691575,1.1158243724918084
31,26163,0.051200590562075377,0.025,0.0,0.43793399780988695,0.5772402834766858,0.011742286103914168,0.011742281768403884,-4.335510284114719e-09,continuous_direct_verified,m_low,0.05418794421727789,0.4,0.6918309658907138,0.0029873536552025154,0.03793399780988693,1.1985147012330026
32,1971,0.05033442103303969,0.025,0.0,0.40302822440862657,0.6150334205912187,0.09933750222228316,0.06940571374973122,-0.029931788472551943,continuous_direct_verified,m_high,0.05,0.43302822440862654,0.6150334163376785,0.00033442103303969045,0.02999999999999997,1.0000000069159498
33,28851,0.0508214280474931,0.025,0.0,0.42357149571180347,0.8809482064502733,0.06529528533990325,0.040259575592824164,-0.02503570974707909,continuous_direct_verified,m_high,0.05,0.45357149571180344,0.8453810966718526,0.0008214280474930988,0.02999999999999997,1.0420722794943529
34,42291,0.05206531477160752,0.025,0.0,0.4203822992742062,0.6714394265876925,0.02221841249986104,0.022218383044313464,-2.94555475774394e-08,continuous_direct_verified,m_high,0.050258134532149695,0.45599999011634385,0.6025595785819595,0.001807180239457827,0.03561769084213767,1.114312095357993
35,38387,0.05291001587174833,0.025,0.0,0.4438151925802231,0.6488902612362124,0.007145507386766265,0.0025065329355704294,-0.004638974451195835,continuous_direct_verified,gamma_low,0.05017658343502622,0.48647981021433995,0.5407418843635103,0.0027334324367221108,0.04266461763411683,1.2
36,5203,0.057558173313736916,0.025,0.0,0.5599030792713166,0.014345861514604522,0.0018928958297376578,0.0012066032563267785,-0.0006862925734108793,continuous_direct_verified,gamma_high,0.05786990678176706,0.5559515402432074,0.025000801970315928,0.00031173346803014396,0.0039515390281091856,1.7427187586374198
37,23923,0.05438299467787147,0.025,0.0,0.5764725714921951,0.01497443870340506,0.0018696976025525788,0.0009888621795143566,-0.0008808354230382222,continuous_direct_verified,gamma_high,0.05470613545063864,0.5722362860517094,0.02674643472988057,0.00032314077276716924,0.00423628544048571,1.7861393845632862
38,33987,0.06118310140445829,0.025,0.0,0.5597478449344635,0.010316543470358007,0.0018150417156778077,0.0017656944565863973,-4.934725909141037e-05,continuous_direct_verified,gamma_high,0.06148987100573448,0.555873923600783,0.02024686230340352,0.00030676960127618697,0.0038739213336804745,1.962562592943827
39,11875,0.06564990631304682,0.025,0.0,0.5190411902964115,0.010258669941357965,0.0017985969271390781,0.0013863637741004218,-0.0004122331530386563,continuous_direct_verified,gamma_high,0.0659740718641234,0.5155205960705422,0.019730411890460892,0.0003241655510765745,0.0035205942258692557,1.9232914211341836
