candidate_count,prebank_count,selected_count,train_state_count,val_state_count,test_state_count,chosen_continuous_recovery_alias_cutoff,refined_margin_min,refined_margin_p10,refined_margin_median,refined_margin_p90,refined_margin_max,fraction_refined_margin_ge_0p01,fraction_refined_margin_ge_0p1,fraction_refined_margin_ge_1,parameter_cover_radius,train_parameter_cover_radius,max_holdout_to_train_parameter_distance,max_holdout_to_train_rms_snr,min_selected_g_separation_rms_snr,forward64_roundtrip_relL2,warning_count
48000,2916,260,200,30,30,0.002740479055095528,0.002740479055095528,0.0029453460647207146,0.004437403332936739,0.00940043754626068,0.09546971502040036,0.08846153846153847,0.0,0.0,0.3343633562744347,0.3343633562744347,0.11486196517944336,2.0120160579681396,1.3015258312225342,0.0,2
