stage,domain,anchor_id,a1,m,gamma,sigma_min,condition,abs_cos_a1_loggamma,abs_cos_a1_m,abs_cos_m_loggamma
3p,development,34,0.13810214567929507,0.6335030324757099,0.6101431994792074,0.020296246038255295,3274.072680892947,0.9984117361429055,0.9981371005154344,0.993115678830311
3p,development,35,0.06827192837372423,0.9664440892636775,0.13663156319409608,0.02900798965102357,1915.4732380564158,0.9994364942488795,0.7497730960078728,0.771469816265376
3p,development,36,0.08639401751570405,0.7989412054419518,0.37655408191494644,0.03648727918455657,1574.2586669063294,0.9990968196418685,0.9714149060345424,0.9604595514645929
3p,development,37,0.15748179578222338,0.8010106772184371,0.8966683469712734,0.027669221553422746,2695.6914923100253,0.9982845477602738,0.9841025266155276,0.9720194996540032
3p,development,38,0.16317746564745905,0.4015209443867207,0.0465383361466229,0.0001585387906187234,3483777.581415151,0.9999958839747313,0.9999967515855053,0.9999853225883348
3p,development,39,0.092381404992193,1.1985237382352352,0.7021703337598592,0.05855948291917109,996.0888776301679,0.9993390722849581,0.5379696109824295,0.5681900909378325
3p,development,40,0.09849687381647529,0.6648868262767792,0.08465772101655603,0.018672862587274696,2946.9393645781975,0.9996249705799685,0.8970379775400229,0.8846135105978646
3p,development,41,0.17874103640206163,0.9350593283772468,0.6625985260028392,0.048726744548308096,1650.718434032359,0.9988321492400841,0.9218365922092556,0.9020490049409176
3p,development,42,0.15195240247994662,0.5346479706466198,0.27668209563009444,0.014554870057161755,5971.919944279252,0.9993591007913928,0.9997824824859728,0.9983955267028592
3p,development,43,0.07141623729839922,1.0654032029211522,0.9979958540946245,0.028143559563797393,1918.799952545577,0.9989328806138371,0.5787834482766958,0.540528554048071
3p,development,44,0.053366967616602784,0.49384223818778994,0.5090592798497527,0.007177743908148378,6171.981041370108,0.9975477283402658,0.9998454839252585,0.9961636867468449
3p,development,45,0.13249879800714554,1.1062014773488045,0.2362637385353446,0.07320621671211175,710.7804390082345,0.9994754127327358,0.7720983850078156,0.7921581256105178
3p,development,46,0.19678700193762783,0.7056925587356091,0.8403476954065263,0.023517551222907742,3405.4484322628828,0.9980643665759376,0.9942008982718129,0.9855905508201852
3p,development,47,0.1179491779766977,0.8942610539495945,0.43239697405137123,0.050875935226252465,1206.9834679995017,0.9990485028796833,0.9024644665021065,0.8828401221624964
3p,development,48,0.12465965938754381,0.7448200672864913,0.642081995178014,0.0281083966695752,2349.662544118917,0.9985770113201919,0.992444680093786,0.9844922159630829
3p,development,49,0.1941956204827875,0.855226181447506,0.10661982973106204,0.044332875486920865,1084.6108025497463,0.9994468996264617,0.6042344010993091,0.6303258382461236
3p,development,50,0.1251841892488301,0.45471739992499355,0.9566365440469236,0.00807003789943943,5134.031622600137,0.990826731695119,0.9993342464851523,0.9852372077865303
3p,development,51,0.05535400714725256,1.145239020138979,0.31659414604306224,0.045540719857877464,1175.302687291377,0.9994632361427803,0.7409419677251733,0.762431239522465
3p,development,52,0.0734760789666325,0.5143021553754806,0.20021793148480357,0.011610256684874743,5802.981646454958,0.999594405633419,0.9998748629881972,0.9990190638468642
3p,development,53,0.14456382091157138,1.0856465324759483,0.5465504582598806,0.06986357323545601,949.39070502873,0.9991839258764622,0.039010484140108395,0.0013062305831208103
3p,development,54,0.17607711208984256,0.6852353118360043,0.40656673369929197,0.030977304514886506,2508.6309926144536,0.9990454933048262,0.9958581210986917,0.9909381945060632
3p,development,55,0.10528101511299612,0.9148186691105366,0.8647304695937783,0.03130585628728467,2005.056244115147,0.9986116578566627,0.9476597140746885,0.9295341522996968
3p,development,56,0.09030273449607194,0.4499194100499153,0.4922971913777292,0.0068558613562215735,7651.858163315522,0.9945955586009753,0.9999470497616356,0.9934749008723269
3p,development,57,0.1705469322856516,1.1500357568264006,0.7804406330827623,0.06113228623312972,1314.7529192721192,0.9992016179067785,0.16551553872766953,0.20472640955733712
3p,development,58,0.16012817816808822,0.7505461730062961,0.17648507892154158,0.04296884443721194,1310.3036020638588,0.9994179294651999,0.9126596528491883,0.8982031064806363
3p,development,59,0.07959204819053411,0.8495020918548106,0.5688462006673217,0.03241779571979119,1744.7288122578286,0.9988290928470184,0.9698479972438874,0.9569304432013234
3p,development,60,0.061542796948924665,0.6163748219609261,0.9341009906958788,0.009605859231104007,4471.218516453521,0.9973006465931231,0.9970353572601516,0.988695237344126
3p,development,61,0.140674591017887,0.9836779057979583,0.3405705861002207,0.0683880887043862,857.3077926971649,0.9992249610556451,0.15289912181069856,0.11396280132908194
3p,development,62,0.18859291626140479,0.5840907610952855,0.7266154191829264,0.01629865763424975,4340.261984119158,0.9977106568139582,0.9987351682316002,0.9930492240234244
3p,development,63,0.10975505597889425,1.015859942883253,0.020649561109021306,0.008089476304490464,6496.0103740449495,0.9996004727243787,0.8939143030535168,0.9061063832240908
3p,development,64,0.11032400601543488,0.4085817039012909,0.7181733780354261,0.0059086978166866784,7647.476200159741,0.9505404333368616,0.9998818826225992,0.9456551735993416
3p,development,65,0.19033374297432604,1.1914617255330087,0.05859860475175083,0.03586983610169406,1249.7350027494276,0.999761581471925,0.8929972810823327,0.9023637277554422
3p,development,66,0.1401079303584993,0.7919292740523816,0.8787315466720611,0.026507431708378174,2624.964499556366,0.9982817360481496,0.9857368325623115,0.9741849106816434
3p,development,67,0.05980425849556924,0.8080238617956639,0.36255993926897645,0.029459075792112016,1860.827593102725,0.9991186099675151,0.9639915794416904,0.951989789313677
3p,development,68,0.07902309899218381,0.6265019595623016,0.15449283801950514,0.02086530037636269,2764.4814459221448,0.9995895732644404,0.9937851526510797,0.990190896547383
3p,development,69,0.15838735117577019,0.9734437182545662,0.6242128749750555,0.053840435298869505,1374.1006275670175,0.998930418793659,0.8520032420696351,0.8269082460267082
3p,development,70,0.17111359322443606,0.5740090183913708,0.45434525262564424,0.01735603148877401,4522.085243119089,0.998770144417307,0.9993939472498372,0.9964396181095968
3p,development,71,0.09204127211123705,1.0260418690741062,0.7888798971381038,0.03967184940534243,1505.166370289961,0.9989140903898891,0.7658151174607831,0.7350492017495106
3p,development,72,0.10467572980560363,0.7095923647284508,0.415483554340899,0.029764578409055144,2079.3848160691346,0.9990274364751268,0.994024619403314,0.9882477197300692
3p,development,73,0.17429995345883073,0.8903598040342331,0.8272562054451555,0.03706462927799396,2210.668320048059,0.9985873848679625,0.9607133175633705,0.944616623636604
3p,development,74,0.14516681795939806,0.4898936040699482,0.25511047170497475,0.009437388119757204,10680.21379424882,0.9992990807888905,0.9999558593686723,0.9989034863834235
3p,development,75,0.07525094822049141,1.1101515553891659,0.5240842012874782,0.05412739348169129,1005.1018065554669,0.999244510213316,0.232778080940561,0.27031413264416865
3p,development,76,0.05595929329283536,0.5307346090674401,0.9791038078535348,0.0065323238732668855,5835.813254553555,0.9957582315437657,0.9984829964413469,0.9891822158969262
3p,development,77,0.12696134760044517,1.0693153113126754,0.2617024946399033,0.07128335002378682,747.3524978748261,0.9994010384834772,0.6807206637594372,0.7055563831489124
3p,development,78,0.19359262371435765,0.6687513597309589,0.679557258784771,0.023252057717109267,3440.639320800426,0.9983205758461882,0.9968576274203527,0.990595986559833
3p,development,79,0.12288478929549457,0.9311960481107234,0.09770389053039252,0.034111297556527566,1503.2668881085017,0.9994635221601438,0.7895366633419225,0.809130621599331
3p,development,80,0.11621071244589985,0.679759307205677,0.8487952206656337,0.018605511064389794,3145.333577432619,0.9979365295564335,0.9954538012089021,0.9872856902155486
3p,development,81,0.19622041420079772,0.9202931344509124,0.39442308410070837,0.0633976884203381,1111.1972404477376,0.9991127853757782,0.8036639479234219,0.7779239431462037
3p,development,82,0.1342395517975092,0.5197293318808078,0.5644191091600805,0.011967562663553616,5098.862072125399,0.9977330576445964,0.9996858879478409,0.9957335468446853
3p,development,83,0.05393584473058582,1.0802208952605725,0.21429486503824594,0.035334857581021874,1560.0939177564107,0.9994618566120614,0.76759434198885,0.7880921846817308
3p,development,84,0.07315470254980028,0.4601795628666878,0.29864996966905893,0.006567784904163044,9847.236257636887,0.9984099183800506,0.9999858299953417,0.9980959808416207
3p,development,85,0.15251899105496708,1.13977512717247,0.9426351433433592,0.048888719704597426,1626.911111137929,0.9991388679927333,0.05311879578038107,0.09446339919217857
3p,development,86,0.17700028177350763,0.7393090762197971,0.1226306041330099,0.03817523026674646,1364.8620955623294,0.9994957272775212,0.7572156440438025,0.7361243248403307
3p,development,87,0.09792799698188902,0.8607389025390149,0.6541501119267196,0.03398238599859264,1780.9652227877693,0.998727276964369,0.9697391415450612,0.956198863875279
3p,development,88,0.09415620411746205,0.5755270451307297,0.03760044574737549,0.007857758476302826,7129.918598946879,0.9997993533084092,0.9462426991243277,0.9395795900946979
3p,development,89,0.16378039256669583,1.0244219288229943,0.739653858570382,0.05230115659447552,1495.3907939395308,0.9989390013673507,0.7557543662911925,0.7248231009684577
3p,development,90,0.1557047072798014,0.6249873660504818,0.3216857979167253,0.025363809187283308,2956.0862077230972,0.9992554915992947,0.9982542997881719,0.9952336791669018
3p,development,91,0.08578880233690143,0.9750670917332173,0.9191287657804788,0.029524214083239676,1955.5026432969962,0.9987251502867454,0.8889016907906694,0.8646576559900199
3p,development,92,0.0664971289690584,0.7591692894697188,0.5876856757793576,0.02219755127110182,2403.286825877883,0.9987036501867782,0.9908080433590455,0.9826412604215191
3p,development,93,0.13749921959824862,0.8408774361014366,0.19150262428447604,0.04934493379130734,1099.9731943464003,0.999349693451674,0.4872734373372453,0.4555265607196761
3p,development,94,0.18307304438203575,0.44134512171149254,0.7635350615158677,0.008016167691907987,6932.947661364214,0.9891803458783696,0.9997567297474897,0.9857044301591801
3p,development,95,0.1123652462847531,1.1586115844547749,0.47921343154273927,0.07482368985208585,771.8453793324195,0.9993658035622995,0.5822799444985557,0.6107668852977016
3p,full,0,0.1418779246509075,0.1946790291927755,0.14411385899409654,9.992476164712208e-06,3651792.129704187,0.9999999421457912,0.999995002778518,0.9999938695777486
3p,full,1,0.044539797306060794,1.742082456573844,0.918417689120397,0.0430658194277453,1035.9746066244436,0.9999592150719703,0.9841631193762067,0.982572373907343
3p,full,2,0.0627299539744854,0.6468751013092696,0.3237841335311532,0.01975301286205612,2815.9847238293796,0.9992431406739809,0.9973338473757866,0.9937420310232944
3p,full,3,0.17251923084259035,1.1992771053314208,0.6032901086751372,0.07987019724609626,905.2441806513127,0.9993801277951725,0.6033706762844074,0.6309921189552331
3p,full,4,0.18579323627054692,0.807438354967162,0.8455401219800115,0.030491597550264954,2714.370480451768,0.9983689779932471,0.9837934694137229,0.9719559695651564
3p,full,5,0.07600395344197751,1.3744255252275617,0.07293869175948202,0.02390037505054368,2198.5560317368386,0.9999524221726463,0.9024571040823733,0.9057676978392056
3p,full,6,0.006254354491829872,0.26439058790914716,0.6732661031745374,0.00022385883961195818,101803.23295248928,0.9997855567146285,0.9999950200190948,0.99984591442582
3p,full,7,0.10359247587621212,1.826378232622519,0.39592727965675295,0.09029027507314674,543.3805100638865,0.9996023834262444,0.9660937130836185,0.9585178523206501
3p,full,8,0.11786312740296126,0.62574389629066,0.7223496839217841,0.017260825004249344,3380.470080681708,0.9980166522807411,0.9979630274014689,0.9919688550876534
3p,full,9,0.020523456297814848,1.0527935939095914,0.44501937239430844,0.01743987582896436,3042.3036090837477,0.9992086927757698,0.0006282689939343819,0.039061560622876176
3p,full,10,0.08988252561539412,0.08075238436460494,0.7978476984426379,6.963744521924804e-05,808661.1844387513,0.9999990891204092,0.9999998858407592,0.9999996198441584
3p,full,11,0.1996733581647277,1.5028035053424538,0.025235926965251565,0.019272491899141018,2217.407700931449,0.9999489330402993,0.9083645439504285,0.9052602622291667
3p,full,12,0.1613993527367711,0.49493388877250255,0.2674868696555495,0.009904470134074009,10452.450147672489,0.9992664176797452,0.9999440474530488,0.9988056481654064
3p,full,13,0.05160852614790201,1.933493593512103,0.5470013272855431,0.0490653188040355,916.9282872259666,0.99937479751638,0.9863908814895864,0.9799887454888008
3p,full,14,0.033808899112045765,0.9451862753275782,0.19986874533817173,0.019825586567384184,2917.937854808229,0.9993537884729982,0.4493105127823433,0.48103973613785267
3p,full,15,0.13114857617765666,1.3887455056142062,0.9741621456947178,0.059884442741819956,1226.7104027681855,0.9997169487587321,0.9110152145754953,0.9205322485308133
3p,full,16,0.13725246377289296,0.9249179631192237,0.4818396128993481,0.054785058530713526,1197.7249733221663,0.9990136586850011,0.8778173837837437,0.8557063266136183
3p,full,17,0.02751046232879162,1.4763027399685233,0.6995026795007289,0.03340204976740613,1398.5072553149225,0.9998877423347021,0.9245895289032566,0.9300914074760878
3p,full,18,0.05820069499313832,0.41126312111504376,0.046967086168006066,0.0003462611542847147,849825.1327804789,0.9999695849447424,0.9999981025773812,0.9999524948597663
3p,full,19,0.15539388470351698,1.9576493213232606,0.759363762140274,0.056023360775621936,1300.697144778402,0.9994592587774815,0.9934178378673535,0.9891262823120722
3p,full,20,0.1936671204864979,0.048095170967280866,0.5074748344440013,4.023439337037565e-06,18937651.343262333,0.999999982654688,0.9999999950042657,0.9999999590454794
3p,full,21,0.09647393673658372,1.6110089478828014,0.29198269233107566,0.08437530048154743,577.5012461010356,0.9999609177758801,0.9286521599106118,0.9259174807483246
3p,full,22,0.014224249869585037,0.5291983876004815,0.9504236319940538,0.0019036216278219532,19212.464804309362,0.9958331520386938,0.9986351188954276,0.9897115752360541
3p,full,23,0.12396625727415085,1.0971116900630296,0.2397255756892264,0.07025418325400193,744.3451879645642,0.9994594298010285,0.7579061142677448,0.7788293382693816
3p,full,24,0.11008623111993075,0.36190765767358246,0.8785589704941958,0.004673444317490517,8799.593698793624,0.9002666897928344,0.999841291600063,0.9078789300176678
3p,full,25,0.0003457734361290932,1.7849760058242827,0.16785426096990705,0.00027865469993778366,195215.79675023298,0.9994922290611997,0.9364605606123204,0.9250184961782406
3p,full,26,0.08220473993569613,0.8449545598682017,0.5787961742747575,0.032327865156386096,1764.7690655449956,0.9988101821220869,0.9721758159120253,0.9596030853266617
3p,full,27,0.17939637396484615,1.2730214846599848,0.3633087380975485,0.10394131425952836,551.5714641076789,0.999656329523312,0.8371778377939099,0.8510882229739021
3p,full,28,0.16612313818186522,0.7256873519159853,0.1114207397866994,0.034363921676643656,1507.2992814417773,0.9995224104884416,0.7608940839274034,0.7405081821606998
3p,full,29,0.06893149819225074,1.168320450000465,0.8238108510524035,0.04075531827452018,1320.4872005567806,0.9992329324101297,0.29979562356618517,0.3368708449507463
3p,full,30,0.038631985895335674,0.21397625477984547,0.4187761723529547,0.0002673832712402826,100440.58247798662,0.9999927202330687,0.9999985018123083,0.9999846183695721
3p,full,31,0.14837243761867286,1.6516098273172974,0.6364439743943513,0.09470078356720721,680.3875268404195,0.9999892214054569,0.9597261994223939,0.9587678889363329
3p,full,32,0.14459689613431692,0.6769366584811359,0.8030164404399693,0.020762575544732167,3183.5216815596787,0.9980325498453438,0.9959074631613821,0.9882830114896074
3p,full,33,0.041838851384818555,1.2294559116940946,0.030686844391748312,0.00596335977300509,9824.77379202059,0.9998327821180597,0.9003471059810731,0.907809662565016
3p,full,34,0.07247416730970145,0.16449786909855904,0.7471509369462729,0.0004541814945680927,105103.48114931183,0.9999821423223317,0.9999988003869984,0.9999901981594365
3p,full,35,0.16278102677315476,1.7120156989526003,0.46953986619599164,0.10916206648181222,530.1391469533421,0.9999038607774404,0.9570201231780574,0.9530775929436254
3p,full,36,0.17607334200292826,0.29446636013686656,0.22537043042480948,0.00025542897215613444,478690.9516228785,0.99999380218745,0.9999921217379576,0.9999719494038887
3p,full,37,0.08576647657901049,1.8565503781102597,0.9998855887819081,0.04430955658270732,1270.5976603723077,0.9998234002453783,0.9928201374573327,0.9904100553790042
3p,full,38,0.0035595113411545755,0.777269512116909,0.27388877334073186,0.0020066105277090594,29057.578209474417,0.9992615814838132,0.9586034650341918,0.9469667500056383
3p,full,39,0.10631755013018847,1.3443540045432747,0.5531828891765326,0.08457200773523438,669.4214257707611,0.9997012718705597,0.8556188183479189,0.867910791515856
3p,full,40,0.12056407332420349,0.11287455010227858,0.3485315744020045,1.8748271043669263e-05,2266402.9409244875,0.9999998600673258,0.9999995383303033,0.9999988900872829
3p,full,41,0.01780448481440544,1.53480842188932,0.627834202228114,0.023850395014177246,1976.078511990756,0.9999603830122211,0.936361622773979,0.9392478101769262
3p,full,42,0.09962072968482971,0.5937337792944163,0.1493383014202118,0.02106778823503029,2872.2189926971982,0.9996418354254358,0.9972724908605446,0.9949414459578453
3p,full,43,0.18992914482951165,1.020669074440375,0.9238431185204535,0.04340625465209313,2062.036167519586,0.9988389516347758,0.7928330097921205,0.7625728988193619
3p,full,44,0.15163682959973812,0.9773017801903189,0.679674612134695,0.050443008763537585,1464.6925979898483,0.998889648723666,0.8634357324970088,0.8387325887063387
3p,full,45,0.06132842041552067,1.4207646372169256,0.40207202387042346,0.06419827552506635,791.3707579321306,0.9998804680444224,0.8956009327013008,0.9021453713571947
3p,full,46,0.03108382485806942,0.4629190087132156,0.8710370900668204,0.0032520344799225297,10769.119670733715,0.9924029993500857,0.9994842014646045,0.9879405814577538
3p,full,47,0.13384341932833196,1.90138139128685,0.09869706424884497,0.05384258769924623,814.9918913851402,0.9989300917999212,0.936638128217399,0.9196015550168727
3p,full,48,0.12744730804115534,0.4433491654135287,0.589063373496756,0.007302394661436202,7588.6555989266635,0.9916568611274602,0.9999081691114874,0.9898193602276115
3p,full,49,0.037285386212170125,1.9896979431435466,0.37335937945172193,0.037523046001981045,1197.221335910172,0.9989813587702192,0.9827780657476214,0.9734742800176555
3p,full,50,0.05542059037834406,0.8928717246837914,0.9001953600440175,0.01859967566003268,2642.7661691362805,0.9985290260414345,0.9585918165111877,0.9417477781071629
3p,full,51,0.15813135970383885,1.4442219257727265,0.18970862459391355,0.0892680719791569,527.8548168756191,0.9999662374266735,0.9039077495075873,0.9065650877349182
3p,full,52,0.19642290677875282,0.561289165308699,0.43970835329033436,0.016124001109921522,5326.295765342726,0.9987821602390128,0.9995332741699883,0.9968093884266126
3p,full,53,0.09371214341372253,1.1291479649860412,0.6570991652831435,0.05587735373496537,1048.0139215431336,0.9992045223503299,0.11561315425977448,0.15506344966789876
3p,full,54,0.024005278013646603,0.01605556375347078,0.12045855387113988,1.3577064575949926e-09,1614966442.997,0.9999999999993396,0.999999999524331,0.9999999994882247
3p,full,55,0.1141672058030963,1.5789138889778405,0.8331270713917911,0.07467554513160578,854.7153161227168,0.9999771763260171,0.9598656433831194,0.9616063743919026
3p,full,56,0.10031130723655224,0.8750598223134876,0.0685949747916311,0.0206854710207614,2593.6272526875778,0.9994870406238454,0.8010632653501976,0.8197544572131961
3p,full,57,0.010150929167866708,1.3031641695834697,0.7812568390928208,0.009885563189975055,4673.487100219006,0.9995558010084838,0.809562327821292,0.8266418735699651
3p,full,58,0.07946726493537426,0.3317702028527856,0.49211720132268966,0.002172019416281086,24727.806176771253,0.9994231451985774,0.9999993114533715,0.9994621670988751
3p,full,59,0.1821764785796404,1.7548731267638504,0.7095127192512155,0.0817314662563208,929.5468687750316,0.9999112617951273,0.9772615320364992,0.9744181357898465
3p,full,60,0.16888493150472642,0.24406917032785713,0.9595133773330599,0.002185022548019979,34409.90998177615,0.9994806111724435,0.9999538186001716,0.9997441470067926
3p,full,61,0.06617571189999581,1.681757245650515,0.24902007717639207,0.05892239539267974,829.9238718995057,0.9998472040183358,0.9341133730092065,0.9280401833781378
3p,full,62,0.048431037366390234,0.6955356523860245,0.5283569724019617,0.015524730286455969,3242.9587207101404,0.9987629915022873,0.9958623395477386,0.9901138526035542
3p,full,63,0.1385914094746113,1.1382242021616549,0.31265771379694346,0.0831780447321598,654.6831320307796,0.999455103401398,0.7344633930721186,0.7563506061021354
3p,full,64,0.140174800157547,0.7708930791541934,0.5412252014875412,0.035018283495625635,1999.4766805237714,0.9988026280176973,0.9887551949959806,0.980259569687666
3p,full,65,0.04996406361460686,1.3232803825475274,0.2617213856894523,0.043490532864650086,1219.6849224641953,0.9998017886466254,0.8772958896556532,0.8864475663664647
3p,full,66,0.0677663505077362,0.31942624125629665,0.9799989304877817,0.0028653293866551907,11848.37535820925,0.9910935341255599,0.9998426767786847,0.9932995609261602
3p,full,67,0.17042825743556023,1.8668140191026033,0.2056934757810086,0.09982702348419632,454.79694077877934,0.9992486020749946,0.9507189234030007,0.9381179127952344
3p,full,68,0.18371064923703673,0.1399014782626182,0.45857920253649354,8.205895640203082e-05,1060427.9932402433,0.9999988748720897,0.9999996149598969,0.9999971736699274
3p,full,69,0.08104874826967717,1.7018744075205177,0.7359201190154999,0.07188019813525402,733.0076382912832,0.9999710476268538,0.972581837478727,0.9709097102923989
3p,full,70,0.011693110689520836,0.6831926396954805,0.011736755818128585,0.0004570318548441275,150734.56543163673,0.9996687293009,0.8503693635254186,0.8636053646699643
3p,full,71,0.10190385319292546,1.2501641455944628,0.7843365098256618,0.059980611853762446,1024.695671816528,0.9994352663261526,0.7051747705489559,0.7285460274414116
3p,full,72,0.11263303514569999,0.4537485815025866,0.08643762134015559,0.0048179683005919825,38086.885554589964,0.9998741249389153,0.9999958137359473,0.9998240844899434
3p,full,73,0.022423794679343703,1.8758144031092525,0.859051552163437,0.0207029488270429,1914.864045945624,0.9997387115300213,0.9913064626483804,0.9880561415806403
3p,full,74,0.09216996189206839,0.9989825388975442,0.38236721532419327,0.05623807451499577,990.2836972869818,0.9991971379477833,0.23127197101983227,0.1921872637011744
3p,full,75,0.1948303608223796,1.4260478860512376,0.6596959022711962,0.09157354684717499,837.6626503609564,0.9998193422830445,0.9025979646403356,0.9105217093204006
3p,full,76,0.15654796902090312,0.5716895303037017,0.9125806701369583,0.01400389490222237,4105.8678943070045,0.9968508969547917,0.9981655210883309,0.9902218839727027
3p,full,77,0.053887564130127436,1.0152634760458021,0.13828936274163425,0.024985309145450958,2269.1936614227675,0.9994708939693279,0.7988596481441678,0.8178989643301231
3p,full,78,0.03569474760442972,0.1221654290612787,0.6090659929066896,0.00010831647704726078,205329.65532791146,0.9999981205647377,0.9999999996365425,0.9999980747379406
3p,full,79,0.12590398211032153,1.5607407981622965,0.3295498590636998,0.1025089790398465,488.2295620992099,0.9999888090244493,0.9236176697327293,0.9233407469641608
3p,full,80,0.1323000829666853,0.037736025927588346,0.8219099434558302,8.044315555279058e-06,10081709.282522814,0.999999955380426,0.9999999928999347,0.9999999838761096
3p,full,81,0.029493196681141854,1.5841976715717465,0.10951535675674676,0.015546760874228393,3524.0894161668384,0.9999106722218658,0.9146392440503709,0.9098260990688218
3p,full,82,0.05979538373649121,0.5521191532444208,0.6384064888115972,0.009452218111401652,4742.898846300819,0.997778730899441,0.9993409809940366,0.9947037403677969
3p,full,83,0.15005344934761525,1.1035803244356066,0.4207417423091829,0.08062890494807508,756.6737117677849,0.999309315122676,0.4513900672225614,0.4841408070401375
3p,full,84,0.18833660930395127,0.9021642049215735,0.177554926937446,0.0608376735915021,858.6069884216488,0.9993648502910473,0.32181740804605014,0.35526662733545544
3p,full,85,0.09807853773236275,1.4701529379934073,0.888255138900131,0.06538016225184244,931.5760066566705,0.9998595129471881,0.9373313663429641,0.9429858906732353
3p,full,86,0.016223011910915377,0.42130343375727536,0.3536696789506823,0.001879546354764714,19515.348862522947,0.9748038586728122,0.9999966107366478,0.9742209946089119
3p,full,87,0.11902989223599435,1.9842935901880265,0.5691601927950979,0.06742471955883066,838.8580474412192,0.9992053058541945,0.9907331344518294,0.984550347640044
3p,full,88,0.10791008565574885,0.7204958300385624,0.3016215209756047,0.03458639272361699,1747.9447274435715,0.9992473435872157,0.9883654632455925,0.9817262211969904
3p,full,89,0.00510170329362154,1.1484873093944044,0.5171110464259983,0.00500532007181341,10455.55731847018,0.999322112709778,0.48535941858618586,0.5171296617381025
3p,full,90,0.08734794948250056,0.23769232221879066,0.23002467184327544,9.112923116087428e-05,491823.80207396037,0.999998738066069,0.9999937563228753,0.9999868807006658
3p,full,91,0.17760752309113742,1.660684276027605,0.9407277014665305,0.06461564084274568,1345.9965142028702,0.9999973596514123,0.9773181999651533,0.9771727728166877
3p,full,92,0.1643243631348014,0.3380245827883482,0.6975399272050709,0.0036080666413858594,18833.75218455112,0.9963059727085423,0.9999690146157496,0.9969509909199867
3p,full,93,0.07406479548662902,1.7755827247165143,0.479874280821532,0.07597077913476404,636.2493734362265,0.9997918435573769,0.9662658554223637,0.9609087056548348
3p,full,94,0.04337188806384802,0.8504649141430854,0.76126443923451,0.01633198532243676,2946.994838109585,0.9985741919078365,0.9749473592726716,0.9616891783206327
3p,full,95,0.1461802763864398,1.2930216327123345,0.048872699700295924,0.026736926286534582,1768.8856696074095,0.9998921023748807,0.9004600406857952,0.9062701261519959
