state_index,a1,gamma,nearest_state,nearest_a1,nearest_gamma,snr_sep_rms,rms_g_difference,split,pool_candidate_index,remote_alias_rms_snr,remote_alias_a1,remote_alias_gamma
145,0.16956166923046112,0.024057472124695778,55,0.1671091765165329,0.013567505404353142,1.4819980715635004,5.974895946492365e-05,test,2822,0.02775965817272663,0.16855010390281677,0.012022644281387329
146,0.1196637749671936,0.27305492758750916,78,0.10354647785425186,0.015135612338781357,1.480234826812919,5.2539536010260624e-05,val,3061,0.2733106315135956,0.11151193827390671,0.13645830750465393
147,0.15970702469348907,0.5217950940132141,72,0.1930115967988968,0.9660508632659912,1.4574684541770861,5.394970541727779e-05,test,9261,0.6493005752563477,0.1403563767671585,0.2607654333114624
148,0.17168644070625305,0.017834050580859184,57,0.17324677109718323,0.01788545586168766,1.4538093032890094,5.907501208334127e-05,test,796,0.042155537754297256,0.17322315275669098,0.035686176270246506
149,0.09561626613140106,0.9971259236335754,111,0.060890279710292816,0.025409726426005363,1.4483980891699997,4.6669368588345273e-05,test,1929,0.6960336565971375,0.07797800004482269,0.4983104467391968
150,0.19846220314502716,0.233749121427536,8,0.1757502555847168,0.011782840825617313,1.4417543378414865,5.907993727641155e-05,test,9009,0.33490854501724243,0.18682880699634552,0.11681537330150604
151,0.07529786974191666,0.016884958371520042,52,0.07687047868967056,0.024974683299660683,1.4392336565936283,4.800158466818443e-05,val,4592,0.021290738135576248,0.07593541592359543,0.03378702700138092
152,0.06801764667034149,0.020067811012268066,3,0.06928878277540207,0.02089296095073223,1.4371615499380819,4.7130076698007304e-05,val,7355,0.011424537748098373,0.06767946481704712,0.010028824210166931
153,0.12445557862520218,0.8151733875274658,74,0.08527872711420059,0.01722859963774681,1.4321734056753201,4.8772964869571624e-05,val,17100,0.7669950723648071,0.10386884957551956,0.40738028287887573
154,0.05020730197429657,0.5754399299621582,32,0.05345502123236656,0.7943282127380371,1.4249011283884245,4.338946318507614e-05,test,18875,6.85024356842041,0.05000000074505806,0.28757426142692566
155,0.10377514362335205,0.9914025068283081,51,0.06680765748023987,0.021134890615940094,1.4229640744805758,4.646132850389156e-05,val,5865,0.7439827919006348,0.08468599617481232,0.4954501986503601
156,0.16377557814121246,0.4466835856437683,99,0.19865314662456512,0.881048858165741,1.419282866214454,5.336420672972034e-05,val,14902,0.571195125579834,0.14631295204162598,0.22322867810726166
157,0.1803210824728012,0.011988090351223946,58,0.17885927855968475,0.012808551080524921,1.417976881993034,5.8433749816402606e-05,val,10667,0.02896948531270027,0.1814001500606537,0.023988328874111176
158,0.0684080496430397,0.9359443187713623,28,0.06832103431224823,0.8634754419326782,1.4164159376909493,4.3973707137183614e-05,test,7653,0.5015079975128174,0.0561872199177742,0.4677351415157318
159,0.1858769655227661,0.039925467222929,61,0.19952374696731567,0.16264846920967102,1.4106333969559868,5.861364842479849e-05,test,4037,0.049609288573265076,0.18403053283691406,0.019952623173594475
160,0.09043855965137482,0.9885531067848206,53,0.05732400715351105,0.01080811582505703,1.3996703763499325,4.4767733760367055e-05,test,17849,0.6604255437850952,0.07382629811763763,0.49402621388435364
161,0.05209380015730858,0.5324146747589111,60,0.058814868330955505,0.888689398765564,1.3966956337933552,4.276622283714786e-05,val,16519,4.695423603057861,0.05000000074505806,0.26607251167297363
162,0.18633200228214264,0.01277173776179552,61,0.19952374696731567,0.16264846920967102,1.3944656922407195,5.809763036388933e-05,test,19697,0.031593743711709976,0.1875208020210266,0.025556419044733047
163,0.1943487972021103,0.03226636350154877,31,0.19501271843910217,0.023173946887254715,1.3846901887967111,5.8489500087482325e-05,val,4088,0.04105048254132271,0.19279097020626068,0.016125010326504707
164,0.19060330092906952,0.025336697697639465,62,0.19349998235702515,0.039582207798957825,1.3712125920505094,5.760199165978324e-05,test,17221,0.031655896455049515,0.1894053965806961,0.012661932967603207
165,0.19934898614883423,0.051138736307621,63,0.19709482789039612,0.01291962806135416,1.3665079487033933,5.804035882157588e-05,test,18245,0.06708700954914093,0.19680726528167725,0.025556419044733047
166,0.19954131543636322,0.02187761664390564,1,0.19995014369487762,0.01053173653781414,1.3657837518854083,5.8328366562291224e-05,test,18532,0.02809036709368229,0.19845928251743317,0.010933267883956432
167,0.08505692332983017,0.04027170315384865,74,0.08527872711420059,0.01722859963774681,1.3351869679266053,4.5411813936429726e-05,val,2339,0.02797871083021164,0.08420462161302567,0.020125653594732285
168,0.17273905873298645,0.6606934666633606,72,0.1930115967988968,0.9660508632659912,1.3316183270067468,4.939340585880662e-05,val,11068,0.8453471660614014,0.14778003096580505,0.3301794230937958
169,0.055647943168878555,0.9800539612770081,32,0.05345502123236656,0.7943282127380371,1.3305034792121813,4.04063719428434e-05,val,13951,4.468106269836426,0.05000000074505806,0.4897788166999817
170,0.15426413714885712,0.018674543127417564,4,0.16994507610797882,0.223872110247612,1.3197761968889508,5.174800533020305e-05,val,10665,0.041049666702747345,0.1557110846042633,0.037368010729551315
171,0.05375935882329941,0.021627185866236687,129,0.08345841616392136,0.9549925923347473,1.3082138606504439,4.146205578577269e-05,test,3130,0.010072997771203518,0.053471196442842484,0.01080811582505703
172,0.19636963307857513,0.4120975136756897,131,0.15996117889881134,0.019442405551671982,1.3071482284806042,5.191217547770069e-05,val,6771,0.6007891893386841,0.1768350601196289,0.20594440400600433
