state_index,a1,gamma,nearest_state,nearest_a1,nearest_gamma,snr_sep_rms,rms_g_difference,split,pool_candidate_index,remote_alias_rms_snr,remote_alias_a1,remote_alias_gamma
39,0.10934481024742126,0.9305720329284668,108,0.07050382345914841,0.010115794837474823,1.7312474803517581,5.7126439436533204e-05,train,13686,0.7500301003456116,0.08986958861351013,0.4650503695011139
40,0.11742383986711502,0.027227012440562248,135,0.14006054401397705,0.39582207798957825,1.6481963030635225,5.997579121096749e-05,train,6906,0.024156874045729637,0.11663047224283218,0.013606611639261246
41,0.06305022537708282,0.048000968992710114,136,0.0979958176612854,0.9942600727081299,1.524464070110169,4.929468781294132e-05,train,18508,0.02610258013010025,0.062296077609062195,0.023988328874111176
42,0.13253150880336761,0.014412854798138142,156,0.16377557814121246,0.4466835856437683,1.4714766724014345,5.532886633442361e-05,train,17202,0.028186580166220665,0.13348717987537384,0.028840314596891403
43,0.12807632982730865,0.012302687391638756,118,0.14678575098514557,0.3019951581954956,1.6898717749081795,6.295519394666309e-05,train,4072,0.023370295763015747,0.12886309623718262,0.024617843329906464
44,0.1984349936246872,0.6702703237533569,144,0.1982283741235733,0.6419482231140137,1.5987168679097976,6.165078200891365e-05,train,17003,0.9465876221656799,0.1694766879081726,0.33496543765068054
45,0.15007543563842773,0.020653801038861275,138,0.15095281600952148,0.010901845060288906,1.5660709223634814,6.10598004191007e-05,train,7132,0.021831469610333443,0.14930738508701324,0.010321671143174171
46,0.1065056249499321,0.020241839811205864,132,0.1240399107336998,0.2925836145877838,1.5495440381179815,5.5318351729616035e-05,train,16864,0.016578026115894318,0.10597147047519684,0.010115794837474823
47,0.09237011522054672,0.03715352341532707,141,0.09961265325546265,0.213181734085083,1.5059941845911875,5.191634880798273e-05,train,17400,0.027528906241059303,0.09151671826839447,0.01856735348701477
48,0.13255159556865692,0.9413475394248962,153,0.12445557862520218,0.8151733875274658,1.5181658655063064,5.1777562471616744e-05,train,19053,0.8847212195396423,0.10880066454410553,0.47043541073799133
