state_1,state_2,m_1,m_2,gamma_1,gamma_2,reference_noise_level,max_abs_g_difference,rms_g_difference,l2_g_difference,relative_l2_difference,mean_rms_g,sigma_reference,snr_sep,snr_sep_rms
1,7,0.4,0.4,0.015848931924611134,0.25118864315095807,0.002,0.0022275149822235107,0.000563800120239375,0.00563800120239375,0.03162069004083284,0.017830101731218434,3.566020346243687e-05,158.10345020416418,15.810345020416417
1,8,0.4,0.4,0.015848931924611134,0.3981071705534973,0.002,0.0033609867095947266,0.0008497276811283316,0.008497276811283315,0.04803918757900416,0.01768821922166957,3.537643844333914e-05,240.19593789502082,24.019593789502085
1,9,0.4,0.4,0.015848931924611134,0.6309573444801934,0.002,0.004713274538516998,0.001189303164718667,0.01189303164718667,0.0678832247626412,0.01751983894220045,3.5039677884400896e-05,339.416123813206,33.941612381320596
1,10,0.4,0.4,0.015848931924611134,1.0,0.002,0.006088603287935257,0.001531999808351208,0.015319998083512082,0.08829914407419447,0.017350109385702833,3.4700218771405664e-05,441.4957203709724,44.149572037097236
1,11,0.4,0.6,0.015848931924611134,0.01,0.002,0.00041028857231140137,6.574338448744503e-05,0.0006574338448744503,0.00363543424334893,0.018084052711921095,3.616810542384219e-05,18.177171216744647,1.8177171216744648
1,12,0.4,0.6,0.015848931924611134,0.015848931924611134,0.002,0.0004582218825817108,7.645308118825743e-05,0.0007645308118825743,0.004229071874261611,0.018077981046752963,3.6155962093505926e-05,21.145359371308054,2.1145359371308055
1,13,0.4,0.6,0.015848931924611134,0.025118864315095794,0.002,0.0005341693758964539,9.41780740190686e-05,0.000941780740190686,0.00521231941169691,0.018068362005544902,3.6136724011089804e-05,26.061597058484548,2.606159705848455
1,14,0.4,0.6,0.015848931924611134,0.039810717055349734,0.002,0.0006544440984725952,0.00012325637137298212,0.0012325637137298212,0.006827422877212968,0.018053132725139885,3.610626545027977e-05,34.13711438606484,3.4137114386064833
1,15,0.4,0.6,0.015848931924611134,0.06309573444801933,0.002,0.0008446052670478821,0.00017035428316445066,0.0017035428316445065,0.009448870836091274,0.018029062532398984,3.605812506479797e-05,47.24435418045637,4.724435418045637
1,16,0.4,0.6,0.015848931924611134,0.1,0.002,0.0011440403759479523,0.00024555884462924366,0.002455588446292437,0.013648843652808692,0.017991183053716938,3.5982366107433874e-05,68.24421826404345,6.824421826404344
1,17,0.4,0.6,0.015848931924611134,0.15848931924611143,0.002,0.0016106516122817993,0.0003635554171351301,0.003635554171351301,0.02027388166453748,0.017932205738926222,3.586441147785244e-05,101.36940832268739,10.13694083226874
