design_id,q2_points,q2_min,q2_max,extends_below_original_q2_min,extends_above_original_q2_max,uses_nonuniform_spacing,median_abs_q2_spacing,continuous_anchor_count,alias_rms_min,alias_rms_p10,alias_rms_median,alias_mahalanobis_min,alias_mahalanobis_p10,alias_mahalanobis_median,fraction_mahalanobis_ge_3p3,note
baseline_linear_100,100,-100.0,-6.0,0,0,0,0.9494949494949481,96,0.00029229753242106775,0.0014541142786618617,0.0031844647237541106,0.0029229753242106774,0.014541142786618614,0.0318446472375411,0.0,"Mahalanobis 3.3 is only a pairwise Gaussian 95%-separation reference, not a neural-network accuracy guarantee."
