design_id,q2_points,q2_min,q2_max,extends_below_original_q2_min,extends_above_original_q2_max,uses_nonuniform_spacing,median_abs_q2_spacing,continuous_anchor_count,alias_rms_min,alias_rms_p10,alias_rms_median,alias_mahalanobis_min,alias_mahalanobis_p10,alias_mahalanobis_median,fraction_mahalanobis_ge_3p3,note
hybrid_near_200,199,-150.0,-0.2,1,1,1,0.12491780169029609,96,0.006621989582345588,0.015844733903070327,0.07468825095457399,0.09341465869824718,0.22351747783867407,1.053607436999204,0.0,"Mahalanobis 3.3 is only a pairwise Gaussian 95%-separation reference, not a neural-network accuracy guarantee."
