design_id,q2_points,q2_min,q2_max,extends_below_original_q2_min,extends_above_original_q2_max,uses_nonuniform_spacing,median_abs_q2_spacing,continuous_anchor_count,alias_rms_min,alias_rms_p10,alias_rms_median,alias_mahalanobis_min,alias_mahalanobis_p10,alias_mahalanobis_median,fraction_mahalanobis_ge_3p3,note
near_extend_linear_160,160,-100.0,-0.5,0,1,0,0.6257861635220081,96,0.004405619625592133,0.012727785998046394,0.05990333089824647,0.05572717008483753,0.16099517330010404,0.7577238602767962,0.0,"Mahalanobis 3.3 is only a pairwise Gaussian 95%-separation reference, not a neural-network accuracy guarantee."
