design_id,q2_points,q2_min,q2_max,extends_below_original_q2_min,extends_above_original_q2_max,uses_nonuniform_spacing,median_abs_q2_spacing,continuous_anchor_count,alias_rms_min,alias_rms_p10,alias_rms_median,alias_mahalanobis_min,alias_mahalanobis_p10,alias_mahalanobis_median,fraction_mahalanobis_ge_3p3,note
near_focus_geom_160,160,-30.0,-0.2,0,1,1,0.07719501653641503,96,0.006633521973320815,0.01588254107415652,0.07484073673082539,0.08390815337787391,0.20090001930204748,0.9466687593377288,0.0,"Mahalanobis 3.3 is only a pairwise Gaussian 95%-separation reference, not a neural-network accuracy guarantee."
