design_id,mahalanobis_threshold,eligible_states,eligible_fraction,occupied_4x4x4_cells,parameter_cover_radius_if_eligible
baseline_linear_100,0.25,0,0.0,0,inf
baseline_linear_100,0.5,0,0.0,0,inf
baseline_linear_100,1.0,0,0.0,0,inf
baseline_linear_100,1.5,0,0.0,0,inf
baseline_linear_100,2.0,0,0.0,0,inf
baseline_linear_100,2.5,0,0.0,0,inf
baseline_linear_100,3.0,0,0.0,0,inf
baseline_linear_100,3.3,0,0.0,0,inf
baseline_linear_100,4.0,0,0.0,0,inf
baseline_linear_100,5.0,0,0.0,0,inf
