split,count,min_nearest_train_rms_snr,median_nearest_train_rms_snr,p90_nearest_train_rms_snr,max_nearest_train_rms_snr
val,22,1.3027765360745498,1.4294495028729148,1.5803682920398097,1.592111586079732
test,22,1.377827246293012,1.4609734340342735,1.548038185973793,1.5973613809509488
holdout_all,44,1.3027765360745498,1.4415839083838844,1.5745635713369341,1.5973613809509488
