split_1,split_2,pair_count,min_rms_snr,median_rms_snr
train,train,10100,1.6017433174053606,41.183979045878154
train,val,2222,1.3027765360745498,49.555695197904846
train,test,2222,1.377827246293012,45.925207063281974
val,val,462,2.7428058272352485,52.40925641915653
val,test,484,1.427926451191474,50.9330547077686
test,test,462,2.2576812007930185,49.754456502903174
