state_1,state_2,a1_1,a1_2,gamma_1,gamma_2,reference_noise_level,max_abs_g_difference,rms_g_difference,l2_g_difference,relative_l2_difference,mean_rms_g,sigma_reference,snr_sep,snr_sep_rms
17,44,0.09500000000000001,0.17000000000000004,0.1,1.0,0.002,0.0021203160285949707,0.0006800775599802762,0.0068007755998027615,0.03784175278466193,0.017971618911265815,3.594323782253163e-05,189.20876392330965,18.920876392330964
17,45,0.09500000000000001,0.18500000000000005,0.1,0.01,0.002,0.013756457716226578,0.0036861381860676273,0.03686138186067627,0.18932732510123548,0.019469657557864967,3.893931511572994e-05,946.6366255061773,94.66366255061773
17,46,0.09500000000000001,0.18500000000000005,0.1,0.03162277660168379,0.002,0.013455335050821304,0.0036084488175470958,0.03608448817547096,0.18570596956194554,0.019430979122851695,3.8861958245703394e-05,928.5298478097276,92.85298478097275
17,47,0.09500000000000001,0.18500000000000005,0.1,0.1,0.002,0.012506868690252304,0.003364060671328564,0.033640606713285635,0.17421955269038591,0.019309317578762242,3.8618635157524485e-05,871.0977634519296,87.10977634519297
17,48,0.09500000000000001,0.18500000000000005,0.1,0.31622776601683794,0.002,0.009661216288805008,0.002633151750399244,0.026331517503992437,0.1389854992965945,0.018945514199147553,3.789102839829511e-05,694.9274964829725,69.49274964829726
17,49,0.09500000000000001,0.18500000000000005,0.1,1.0,0.002,0.0034722574055194855,0.001052034129855549,0.01052034129855549,0.0579385250000084,0.01815776514599563,3.631553029199126e-05,289.69262500004197,28.9692625000042
17,50,0.09500000000000001,0.2,0.1,0.01,0.002,0.015942249447107315,0.004272928158978094,0.04272928158978094,0.21621484874167582,0.019762417724062994,3.9524835448125986e-05,1081.0742437083793,108.10742437083793
17,51,0.09500000000000001,0.2,0.1,0.03162277660168379,0.002,0.01561671867966652,0.00418894029463096,0.04188940294630959,0.21241448635936774,0.019720596115765914,3.944119223153183e-05,1062.0724317968386,106.20724317968387
17,52,0.09500000000000001,0.2,0.1,0.1,0.002,0.014591347426176071,0.003924737339861265,0.03924737339861265,0.20035365951752246,0.01958904743398519,3.917809486797038e-05,1001.7682975876121,100.17682975876122
17,53,0.09500000000000001,0.2,0.1,0.31622776601683794,0.002,0.011514965444803238,0.0031345540251282297,0.0313455402512823,0.16329476773368887,0.019195679498073402,3.839135899614681e-05,816.4738386684444,81.64738386684444
17,54,0.09500000000000001,0.2,0.1,1.0,0.002,0.004824202507734299,0.0014245432597261235,0.014245432597261236,0.07765749267416082,0.018343925494778635,3.6687850989557274e-05,388.287463370804,38.8287463370804
18,19,0.09500000000000001,0.09500000000000001,0.31622776601683794,1.0,0.002,0.003178112208843231,0.0008140615861006603,0.008140615861006603,0.04829918416355909,0.0168545618357433,3.3709123671486604e-05,241.49592081779545,24.149592081779545
18,20,0.09500000000000001,0.11000000000000001,0.31622776601683794,0.01,0.002,0.004288759082555771,0.0011277238737453527,0.011277238737453527,0.06328454616412654,0.01781989351429708,3.563978702859416e-05,316.4227308206327,31.64227308206327
18,21,0.09500000000000001,0.11000000000000001,0.31622776601683794,0.03162277660168379,0.002,0.004109714180231094,0.001081516115471016,0.01081516115471016,0.06076984552844182,0.017796920595508824,3.559384119101765e-05,303.8492276422091,30.38492276422091
18,22,0.09500000000000001,0.11000000000000001,0.31622776601683794,0.1,0.002,0.0035457611083984375,0.0009361554279841227,0.009361554279841228,0.05281655340102924,0.017724659556560156,3.544931911312031e-05,264.0827670051462,26.40827670051462
18,23,0.09500000000000001,0.11000000000000001,0.31622776601683794,0.31622776601683794,0.002,0.00185374915599823,0.0005014084509570865,0.005014084509570865,0.028637881662119474,0.017508573325111555,3.5017146650223114e-05,143.18940831059737,14.31894083105974
18,24,0.09500000000000001,0.11000000000000001,0.31622776601683794,1.0,0.002,0.0018261708319187164,0.0004420597010966383,0.004420597010966382,0.02594152246898811,0.017040622871117152,3.408124574223431e-05,129.70761234494051,12.970761234494054
18,25,0.09500000000000001,0.125,0.31622776601683794,0.01,0.002,0.006474550813436508,0.0017144688900270614,0.017144688900270617,0.09465698826467497,0.018112438621363615,3.622487724272723e-05,473.28494132337494,47.32849413233749
18,26,0.09500000000000001,0.125,0.31622776601683794,0.03162277660168379,0.002,0.006271097809076309,0.0016619652139769692,0.01661965213976969,0.0918907006020107,0.018086326506260235,3.617265301252047e-05,459.45350301005334,45.94535030100534
18,27,0.09500000000000001,0.125,0.31622776601683794,0.1,0.002,0.005630236119031906,0.0014967995830702935,0.014967995830702937,0.0831361759130238,0.01800419091486996,3.600838182973992e-05,415.6808795651189,41.56808795651188
18,28,0.09500000000000001,0.125,0.31622776601683794,0.31622776601683794,0.002,0.00370749831199646,0.0010028169000141213,0.010028169000141213,0.05646943601373492,0.01775857828242182,3.551715656484364e-05,282.3471800686745,28.234718006867453
