point_index,q2
0,-150.0
1,-100.0
2,-60.0
3,-30.0
4,-15.0
5,-8.0
6,-4.0
7,-2.0
8,-1.0
9,-0.6495109741480536
10,-0.6414373102291611
11,-0.6372960899694502
12,-0.6334640049672733
13,-0.625589810866812
14,-0.6181533409497948
15,-0.6178134959390355
16,-0.6101338435092819
17,-0.6025496520266092
18,-0.5995855912841239
19,-0.5950597348758027
20,-0.5876629201917181
21,-0.5815755694584698
22,-0.5803580506759316
23,-0.5731439834156715
24,-0.5660195897049984
25,-0.5641065227510903
26,-0.5589837548682097
27,-0.5520353780854368
28,-0.5471622016492732
29,-0.545173372220414
30,-0.5383966636503853
31,-0.5317041920981257
32,-0.5307268447342224
33,-0.5250949104660527
34,-0.5185677846723975
35,-0.51478516401996
36,-0.5121217934894139
37,-0.5057559283835973
38,-0.5
39,-0.49946919335789175
40,-0.49932233073261184
41,-0.4932606047958567
42,-0.48712919130777044
43,-0.48432396151684887
44,-0.4810739935786488
45,-0.4750940642181509
46,-0.46977610505664863
47,-0.4691884676123519
48,-0.4633562797773564
49,-0.4575965882147347
50,-0.4556652290979372
51,-0.4519084917687532
52,-0.44629110048537995
53,-0.44197820786103637
54,-0.44074353547304446
55,-0.43526492876512646
56,-0.42985442318415507
57,-0.42870230983121066
58,-0.4245111722076947
59,-0.4192343398359004
60,-0.41582518591595363
61,-0.41402310046071755
62,-0.40887663873670704
63,-0.40379414945347875
64,-0.4033348579579987
65,-0.3987748374097082
66,-0.39381791728872034
67,-0.39121970759337216
68,-0.3889226135356192
69,-0.3840881602359461
70,-0.37946846544411955
71,-0.3793138009958452
72,-0.3745987888237182
73,-0.3699423860133516
74,-0.36807020063565526
75,-0.36534386402849567
76,-0.3608025033888782
77,-0.3570143106289859
78,-0.3563175935576351
79,-0.3518884328301411
80,-0.3475143282242216
81,-0.34629051135834615
82,-0.3431945953717286
83,-0.33892855841146613
84,-0.33588882766507444
85,-0.3347155498834454
86,-0.33055491062445375
87,-0.32644598966492416
88,-0.3257995840188328
89,-0.32238814412708405
90,-0.3183807391243717
91,-0.3160133955175355
92,-0.314423147662102
93,-0.3105147505393684
94,-0.3066549362521627
95,-0.306521159157618
96,-0.3028431008976995
97,-0.29907864807993084
98,-0.29731404536652367
99,-0.29536098881623424
100,-0.29168954144526127
101,-0.28838348978953476
102,-0.28806373153593073
103,-0.28448299179755476
104,-0.2809467619910806
105,-0.27972118532330453
106,-0.2774544888414355
107,-0.27400562595096295
108,-0.2713190743886818
109,-0.2705996337139332
110,-0.2672359792321174
111,-0.26391413623141013
112,-0.2631693414356414
113,-0.26063358497949
114,-0.2573938122045026
115,-0.2552644056733461
116,-0.2541943110147536
117,-0.2510345808194024
118,-0.24791412725013914
119,-0.247596914018579
120,-0.24483246208383688
121,-0.24178910316616395
122,-0.24015973425598838
123,-0.23878357433614747
124,-0.23581540535167325
125,-0.23294594840377958
126,-0.2328841318159118
127,-0.22998929510465993
128,-0.22713044229458443
129,-0.2259488462786859
130,-0.22430712609235837
131,-0.2215189047646775
132,-0.21916191925423012
133,-0.2187653420691479
134,-0.21604600718603137
135,-0.21336047465083963
136,-0.2125788542064736
137,-0.2107083242877672
138,-0.20808914114395075
139,-0.20619352764161816
140,-0.20550251542454556
141,-0.20294804242861028
142,-0.20042532248578718
143,-0.2
144,-0.1979339608937704
145,-0.19547356785655082
146,-0.19304375842342977
147,-0.19064415242878904
148,-0.188274374432611
149,-0.18593405366173807
150,-0.18362282395186105
151,-0.1813403236902297
152,-0.1790861957590759
153,-0.17686008747973808
154,-0.1746616505574823
155,-0.1724905410270086
156,-0.17034641919863355
157,-0.16822894960514348
158,-0.16613780094930786
159,-0.1640726460520439
160,-0.16203316180122704
161,-0.1600190291011375
162,-0.15802993282253383
163,-0.15606556175334937
164,-0.1541256085499991
165,-0.15220976968929356
166,-0.15031774542095036
167,-0.14844923972069454
168,-0.14660396024394337
169,-0.14478161828006697
170,-0.14298192870721585
171,-0.1412046099477117
172,-0.13944938392399214
173,-0.13771597601510244
174,-0.1360041150137288
175,-0.134313533083766
176,-0.13264396571841117
177,-0.13099515169878012
178,-0.1293668330530367
179,-0.12775875501603084
180,-0.126170665989439
181,-0.12460231750239811
182,-0.12305346417263091
183,-0.12152386366805373
184,-0.12001327666886086
185,-0.1185214668300811
186,-0.11704820074459985
187,-0.11559324790663976
188,-0.11415638067569632
189,-0.1127373742409219
190,-0.11133600658595108
191,-0.10995205845416534
192,-0.10858531331438732
193,-0.10723555732700317
194,-0.10590257931050552
195,-0.10458617070845169
196,-0.10328612555683347
197,-0.10200224045185248
198,-0.10073431451809516
199,-0.1
200,-0.09948214937710438
201,-0.09824554911634159
202,-0.09702432025853393
203,-0.09581827173140331
204,-0.09462721483777166
205,-0.09345096322603702
206,-0.09228933286101741
207,-0.09114214199515716
208,-0.09000921114009022
209,-0.0888903630385583
210,-0.08778542263667673
211,-0.086694217056546
212,-0.0856165755692037
213,-0.08455232956791192
214,-0.08350131254177744
215,-0.08246336004969988
216,-0.08143830969464287
217,-0.08042600109822585
218,-0.07942627587563166
219,-0.07843897761082529
220,-0.07746395183208146
221,-0.07650104598781635
222,-0.07555010942271898
223,-0.07461099335418041
224,-0.07368355084901491
225,-0.07276763680047106
226,-0.07186310790552879
227,-0.07096982264247782
228,-0.07008764124877562
229,-0.06921642569918042
230,-0.06835603968415556
231,-0.06750634858854279
232,-0.06666721947050075
233,-0.0658385210407046
234,-0.06502012364180486
235,-0.06421189922814145
236,-0.06341372134570947
237,-0.0626254651123747
238,-0.06184700719833432
239,-0.06107822580682101
240,-0.06031900065504693
241,-0.05956921295538401
242,-0.05882874539677875
243,-0.05809748212639804
244,-0.057375308731502525
245,-0.05666211222154597
246,-0.05595778101049696
247,-0.05526220489937995
248,-0.054575275059033805
249,-0.053896884013084664
250,-0.05322692562112996
251,-0.05256529506213196
252,-0.05191188881801772
253,-0.05126660465748239
254,-0.05062934161999461
255,-0.05
