state_1,state_2,a1_1,a1_2,gamma_1,gamma_2,reference_noise_level,rms_g_difference,l2_g_difference,relative_l2_difference,master_mean_rms_g,sigma_reference,snr_sep_rms,snr_sep
0,1,0.05,0.05,0.01,0.0316227766,0.002,2.0412894574762537e-05,0.00045644619886705694,0.0012971844101919308,0.0156942785231883,3.13885570463766e-05,0.6503291802997659,14.541802549019936
0,2,0.05,0.05,0.01,0.1,0.002,8.46246209854976e-05,0.0018922640509372785,0.0053885879305052295,0.015662508711724046,3.13250174234481e-05,2.701502758691285,60.407438098369234
0,3,0.05,0.05,0.01,0.316227766,0.002,0.0002766739753204053,0.006186618164215254,0.01772522549569762,0.015567519331495316,3.1135038662990635e-05,8.886257644166026,198.70276157932372
0,4,0.05,0.05,0.01,1.0,0.002,0.0006927983874563547,0.015491442890546466,0.04497949262521484,0.015361818965644822,3.0723637931289645e-05,22.54936049584132,504.21902917849553
0,5,0.05,0.06875,0.01,0.01,0.002,0.0007146765270078125,0.01598065296312933,0.04438279535525497,0.016059215840489652,3.2118431680979306e-05,22.251289667765676,497.55396284162754
0,6,0.05,0.06875,0.01,0.0316227766,0.002,0.0006866211529648226,0.015353315728186245,0.04267747080572825,0.01604532152958406,3.2090643059168116e-05,21.396303953736407,478.43590107802123
0,7,0.05,0.06875,0.01,0.1,0.002,0.0005983785326522612,0.013380150752870336,0.037294380100168036,0.016001620486594884,3.2003240973189765e-05,18.69743546141292,418.08736696634435
0,8,0.05,0.06875,0.01,0.316227766,0.002,0.000334635563553164,0.007482678677938257,0.021028323666467067,0.015870960469603353,3.17419209392067e-05,10.542385389783762,235.73490376557106
0,9,0.05,0.06875,0.01,1.0,0.002,0.00023942359449852308,0.005353674327160423,0.015318681108888598,0.015588033976977611,3.117606795395522e-05,7.679723910408915,171.7238471210484
0,10,0.05,0.08750000000000001,0.01,0.01,0.002,0.0014293531225854656,0.03196130745952691,0.08684447471773823,0.016414152931173407,3.2828305862346814e-05,43.54026456859887,973.5899133371263
0,11,0.05,0.08750000000000001,0.01,0.0316227766,0.002,0.0013936460645562216,0.03116287336922772,0.08476645300185114,0.01639646287155703,3.279292574311406e-05,42.498375273784866,950.292560454792
0,12,0.05,0.08750000000000001,0.01,0.1,0.002,0.0012813323324871227,0.028651461972095688,0.07820081923285432,0.016340823423360688,3.2681646846721376e-05,39.20647997013853,876.6835437171369
0,13,0.05,0.08750000000000001,0.01,0.316227766,0.002,0.0009455210020532794,0.02114249234744851,0.058300190301528575,0.016174472085209383,3.2348944170418765e-05,29.228805647323213,653.5759632854446
0,14,0.05,0.08750000000000001,0.01,1.0,0.002,0.00022112356781440486,0.004944473290602939,0.013945269982529027,0.015814280747394587,3.162856149478918e-05,6.991262244121823,156.32937626384125
0,15,0.05,0.10625000000000001,0.01,0.01,0.002,0.0021440296936646496,0.047941961408122076,0.12750644203357184,0.01676917860657097,3.353835721314194e-05,63.92768972072715,1429.4665986006048
