design_id,q2_points,q2_min,q2_max,continuous_anchor_count,alias_mahalanobis_min,alias_mahalanobis_p10,alias_mahalanobis_median,alias_mahalanobis_p90,fraction_mahalanobis_ge_3p3,jac_sigma_min_3p_p10,jac_sigma_min_3p_median,jac_condition_3p_median,jac_condition_3p_p90,abs_cos_a1_loggamma_median,abs_cos_a1_m_median,abs_cos_m_loggamma_median,worst_target_slice_alias_mahalanobis_p10,median_target_slice_alias_mahalanobis_p10,worst_target_slice_abs_cos_a1_loggamma_median,trigger_a1_count,trigger_m_count,trigger_gamma_count,target_parameter_recovery_goal,note
hybrid_near_200,199,-150.0,-0.2,96,0.10228769192894609,0.22418917001271965,1.1238766858044658,2.331906631418601,0.0,0.23453186989024016,1.0474856146943448,171.6777782187214,576.5394441928053,0.9974441989973617,0.9655643598912941,0.9464554318341717,0.1986772876292153,0.37620556749625145,0.9995813017649717,17,3,76,0.95,This audit measures physical information/aliasing. 95% network recovery is tested only after a winning g design passes dataset construction and a physics ceiling test.
