state_id,a1,m,gamma,q2_points,recovery_alias_margin_rms_snr,recovery_alias_mahalanobis,recovery_alias_margin_grid_verified,recovery_alias_margin_refined,refined_minus_grid_margin,alias_source_refined,alias_trigger_refined,alias_a1_refined,alias_m_refined,alias_gamma_refined,alias_delta_a1_refined,alias_delta_m_refined,alias_gamma_factor_refined
0,0.08935047569684684,1.0435524553060531,0.016660916064446266,199,0.015053847810397876,0.2123606565393542,0.030884008065064056,0.015053847810397876,-0.01583016025466618,continuous_direct_verified,gamma_low,0.08917581438429488,1.041938203461834,0.013884096720371886,0.00017466131255196304,0.001614251844219039,1.2000000000000002
1,0.13169503202661875,0.5633267313241959,0.8014574692050626,199,0.10241701567398181,1.4447697999381641,0.20562668880210008,0.10241701567398181,-0.10320967312811827,continuous_direct_verified,a1_high,0.1366967999056923,0.5422564507372347,0.8960164371405079,0.005001767879073554,0.021070280586961143,1.1179837627930962
2,0.16365816835314037,0.9154286861419677,0.044410161481482385,199,0.052887449996716816,0.7460692937414655,0.14120229497315004,0.052887449996716816,-0.08831484497643322,continuous_direct_verified,gamma_low,0.16282922883017853,0.9123648573577078,0.03700846790123532,0.0008289395229618413,0.0030638287842599254,1.2000000000000002
3,0.05571149964816868,0.6914491593837738,0.3006747794573407,199,0.10051784967705006,1.417978766637889,0.14166338833185904,0.10051784967705006,-0.04114553865480898,continuous_direct_verified,gamma_low,0.05401077783226775,0.6915498258230791,0.25056231621445063,0.0017007218159009324,0.00010066643930528585,1.2
4,0.07997829578816891,0.8007249414920807,0.497662172491272,199,0.1541033620944914,2.1738954426458417,0.2040580125199059,0.1541033620944914,-0.0499546504254145,continuous_direct_verified,gamma_low,0.07636105414635935,0.8071093639483023,0.41471847707606,0.003617241641809557,0.006384422456221617,1.2
5,0.197319375583902,0.7799688220024108,0.026850406139870567,199,0.03366094502606631,0.4748460643087651,0.06428586036595797,0.03366094502606631,-0.03062491533989166,continuous_direct_verified,gamma_low,0.19672814448392534,0.7786252192448601,0.022375338449892136,0.0005912310999766635,0.0013436027575507437,1.2000000000000002
6,0.15428723148070278,1.1288494616746902,0.15318540985105897,199,0.15653606944663342,2.2082130029783014,0.24465236395340248,0.15653606944663342,-0.08811629450676906,continuous_direct_verified,gamma_low,0.15155454181263286,1.1165800530964953,0.1276545082092158,0.0027326896680699153,0.012269408578194918,1.2
7,0.12133488627150656,0.4518456429243088,0.08723044264445591,199,0.05914576766271836,0.8343537287326281,0.396557389884761,0.05914576766271836,-0.3374116222220427,continuous_direct_verified,gamma_low,0.12011163062207364,0.45194157566293724,0.07269203553704658,0.0012232556494329166,9.593273862845697e-05,1.2000000000000002
8,0.10881659854203464,0.9819118052721023,0.1095829316785808,199,0.09402205071902121,1.3263442457599872,0.12378210664258753,0.09402205071902121,-0.029760055923566314,continuous_direct_verified,gamma_low,0.10746117417591548,0.9746413115162923,0.09131910973215066,0.0013554243661191567,0.007270493755810015,1.2000000000000002
9,0.1508641809690744,0.6112594574689865,0.06825389838225564,199,0.06255705878600454,0.8824759119586041,0.1992558740137322,0.06255705878600454,-0.13669881522772767,continuous_direct_verified,gamma_low,0.14973239918065756,0.6099102122923343,0.05687824865187969,0.0011317817884168302,0.0013492451766521363,1.2000000000000002
10,0.18517564493231475,1.06003480553627,0.3895163854140593,199,0.1710718175449406,2.4132649636680514,0.21148335384659775,0.1710718175449406,-0.04041153630165714,continuous_direct_verified,a1_high,0.19017564493231476,1.0641203526635135,0.4329228386684542,0.0050000000000000044,0.004085547127243405,1.1114367838679071
11,0.07751679485663772,0.5331347346305847,0.019201919022730808,199,0.01267316787101421,0.17877703318238186,0.13302498627157122,0.01267316787101421,-0.12035181840055702,continuous_direct_verified,gamma_low,0.07735360748894854,0.5328675473954456,0.016001599185609006,0.00016318736768917985,0.00026718723513907694,1.2000000000000002
12,0.06193982339464128,1.174640130996704,0.03177378957478014,199,0.021938259696462986,0.30947723739134836,0.048875717034696085,0.021938259696462986,-0.0269374573382331,continuous_direct_verified,gamma_low,0.06170265003419555,1.1708895010986602,0.026478157978983445,0.000237173360445736,0.003750629898043867,1.2000000000000002
13,0.1789930840022862,0.4447134912014008,0.2352985256338312,199,0.14358858098388028,2.0255662016344727,0.27129267395834533,0.14358858098388028,-0.12770409297446506,continuous_direct_verified,a1_high,0.1839930840022862,0.4404414660102897,0.2757833901268993,0.0050000000000000044,0.004272025191111084,1.1720574507809292
14,0.1383001122623682,0.8965179055929184,0.01304225134267941,199,0.014911795096407696,0.21035675640789978,0.09442825960155372,0.014911795096407696,-0.07951646450514603,continuous_direct_verified,gamma_low,0.1380969418057315,0.8956090597374021,0.010868542785566173,0.0002031704566367032,0.0009088458555163159,1.2000000000000002
15,0.10564474151469769,0.7228374391794204,0.5732388971948006,199,0.15170608486084242,2.1400776856406916,0.19095738384983268,0.15170608486084242,-0.03925129898899027,continuous_direct_verified,a1_high,0.11064474151469769,0.706290096682202,0.667936206906051,0.0050000000000000044,0.016547342497218454,1.1651969365209878
16,0.10108942384831608,0.8734496988356113,0.059860870951394966,199,0.051604839609207746,0.7279758476400982,0.06514374542716322,0.051604839609207746,-0.013538905817955478,continuous_direct_verified,gamma_low,0.10040659912212159,0.8699078444360879,0.04988405912616247,0.000682824726194492,0.0035418543995233698,1.2
17,0.1434299389831722,0.7442943193018436,0.12559911764460233,199,0.11134723980645612,1.57074611401422,0.20585322113854063,0.11134723980645612,-0.0945059813320845,continuous_direct_verified,gamma_low,0.1414630356509686,0.7406222024862477,0.10466593137050195,0.00196690333220359,0.0036721168155959827,1.1999999999999997
18,0.17532469239085913,1.195321936160326,0.02286528029525867,199,0.032210894148320526,0.4543905794193225,0.049832657326027534,0.032210894148320526,-0.017621763177707007,continuous_direct_verified,gamma_low,0.17483892377310212,1.1924822812183005,0.01905440024604889,0.00048576861775700975,0.002839654942025538,1.2000000000000002
19,0.06737290960736574,0.422420359402895,0.3288161207438799,199,0.09653945906852802,1.3618566606994862,0.10897568163403668,0.09653945906852802,-0.01243622256550865,continuous_direct_verified,gamma_low,0.06494156572994386,0.42982974354928427,0.2740134339532333,0.0024313438774218737,0.007409384146389253,1.1999999999999997
20,0.0729626126587391,1.082279098778963,0.19872197114881943,199,0.11185433769152821,1.5778996099947789,0.15700900815496047,0.11185433769152821,-0.04515467046343226,continuous_direct_verified,gamma_low,0.07133122276209145,1.069860955799826,0.16560164262401622,0.0016313898966476559,0.012418142979137015,1.1999999999999997
21,0.19030887805856767,0.5124041147530078,0.03785000044623108,199,0.03678388597755575,0.5189005677915131,0.11808717830982603,0.03678388597755575,-0.08130329233227028,continuous_direct_verified,gamma_low,0.18950180470084504,0.5119917578010938,0.03154166703852589,0.0008070733577226208,0.0004123569519139947,1.2000000000000004
22,0.14719919576309623,0.9604061104357242,0.6573227305651381,199,0.12827387150069466,1.8095256383498877,0.21842191762834381,0.12827387150069466,-0.09014804612764915,continuous_direct_verified,a1_high,0.15219919576309623,0.94964028473265,0.7267085721631971,0.0050000000000000044,0.010765825703074161,1.1055582568069782
23,0.11425082022324205,0.6342788256704808,0.011442821633006597,199,0.012481084628764759,0.17606736559785066,0.14865818115582433,0.012481084628764759,-0.13617709652705956,continuous_direct_verified,gamma_high,0.1144307760791994,0.6347583948600818,0.013731385959607918,0.0001799558559573422,0.0004795691896010146,1.2000000000000002
24,0.11590064447373154,1.1010876633226871,0.898667133584143,199,0.10405619072078005,1.4678932095478034,0.13880000651395344,0.10405619072078005,-0.034743815793173385,continuous_direct_verified,a1_high,0.12090064447373154,1.0811015418470493,1.0,0.0050000000000000044,0.01998612147563783,1.1127590657641082
25,0.15795219657011333,0.48112111464142804,0.014819098350369375,199,0.013380445710294208,0.18875441492537334,0.077220420683622,0.013380445710294208,-0.0638399749733278,continuous_direct_verified,gamma_low,0.1576875074630652,0.480982602945814,0.012349248625307811,0.00026468910704813275,0.00013851169561401866,1.2000000000000002
26,0.1921861223410815,0.8292131312191486,0.25741372402987894,199,0.19592644416738858,2.7638826193040997,0.23949101465591296,0.19592644416738858,-0.043564570488524385,continuous_direct_verified,a1_high,0.19718612234108152,0.8328064871922486,0.297813119711018,0.0050000000000000044,0.0035933559730999542,1.1569434412768518
27,0.08453245786949992,0.7529943056404591,0.05173553508559794,199,0.038300773259163354,0.5402988961840647,0.0746337359868978,0.038300773259163354,-0.03633296272773445,continuous_direct_verified,gamma_low,0.08404789491973391,0.7508313767603811,0.04311294590466494,0.0004845629497660098,0.0021629288800779634,1.2000000000000002
28,0.050278429081663495,0.9423543877899646,0.03125605403984184,199,0.017586771703638027,0.24809194515788044,0.043185290730195225,0.017586771703638027,-0.025598519026557198,continuous_direct_verified,gamma_low,0.05009839239166386,0.9399894935363411,0.02604671169986819,0.0001800366899996353,0.0023648942536235174,1.2000000000000002
29,0.16732657561078668,0.662912131100893,0.4257751953345753,199,0.15141381074903323,2.135954651911708,0.24627862909784115,0.15141381074903323,-0.09486481834880792,continuous_direct_verified,a1_high,0.17232657561078668,0.65662197350293,0.4785035665490517,0.0050000000000000044,0.006290157597963031,1.1238408714087778
30,0.126565220952034,1.0142281450331212,0.07752962654418541,199,0.07817505087916699,1.1027948029493562,0.10276075193936389,0.07817505087916699,-0.024585701060196904,continuous_direct_verified,gamma_low,0.125432774270992,1.0081414445072099,0.0646080221201545,0.0011324466810420097,0.006086700525911315,1.2000000000000002
31,0.0939058090094477,0.5910397149622441,0.17165119258092362,199,0.0992063461160661,1.3994777321666967,0.17862206530077696,0.0992063461160661,-0.07941571918471085,continuous_direct_verified,gamma_low,0.09216681691221669,0.5901959572871968,0.14304266048410305,0.0017389920972310097,0.0008437576750472964,1.1999999999999997
32,0.09618975035846233,0.907008684426546,0.39645155110281505,199,0.17676676207532074,2.493602042576966,0.18915861364168318,0.17676676207532074,-0.012391851566362438,continuous_direct_verified,gamma_low,0.09243347589696252,0.9043320687411668,0.3303762925856792,0.0037562744614998145,0.0026766156853792467,1.2000000000000002
33,0.12884974540211264,0.6861609525978565,0.018858106852369567,199,0.0182816230481275,0.2578940296197093,0.034927306251610626,0.0182816230481275,-0.016645683203483128,continuous_direct_verified,gamma_low,0.128579702178575,0.6854498243861946,0.015715089043641304,0.00027004322353763044,0.00071112821166186,1.2000000000000002
34,0.16954701147042217,1.0351332165300846,0.1037903109629678,199,0.11890550070201038,1.677368504933237,0.1963007951169247,0.11890550070201038,-0.07739529441491431,continuous_direct_verified,gamma_low,0.1675191826751936,1.0272033179701507,0.08649192580247315,0.002027828795228559,0.007929898559933868,1.2000000000000002
35,0.052498285192996264,0.5580377615988255,0.07203298492422203,199,0.03299839741554539,0.4654996800931879,0.05311199424149817,0.03299839741554539,-0.020113596825952783,continuous_direct_verified,gamma_low,0.05207938567442221,0.557114993956307,0.060027487436851684,0.0004188995185740521,0.0009227676425184184,1.2000000000000002
36,0.08681642743758858,1.1497385419905184,0.011921303223806664,199,0.01305057748622386,0.1841010509803317,0.03374896106409344,0.01305057748622386,-0.02069838357786958,continuous_direct_verified,gamma_high,0.08696841934538209,1.1514739849927553,0.014305563868567999,0.00015199190779351113,0.001735443002236936,1.2000000000000002
37,0.19447065433487298,0.4696165181696415,0.6274030627766024,199,0.09150867630876133,1.2908887365364026,0.2239041088612312,0.09150867630876133,-0.13239543255246985,continuous_direct_verified,a1_high,0.199470654334873,0.45883638726017684,0.6794815198003445,0.0050000000000000044,0.010780130909464669,1.0830063799709018
38,0.1601726422086358,0.821614784747362,0.03604048908975172,199,0.04122048642013749,0.5814865188822825,0.10977651001447696,0.04122048642013749,-0.06855602359433946,continuous_direct_verified,gamma_low,0.15952610216194094,0.8196392600493632,0.030033740908126428,0.0006465400466948712,0.001975524697998887,1.2000000000000002
39,0.11812052656896414,0.7977389343082905,0.20752943170210808,199,0.146022280748153,2.059897761662843,0.1913363869051341,0.146022280748153,-0.045314106156981115,continuous_direct_verified,gamma_low,0.11550500600753502,0.7929344911150796,0.17294119308509007,0.0026155205614291216,0.004804443193210828,1.2
40,0.11188447303138674,1.068454021960497,0.0468953570633131,199,0.046933796910272677,0.6620826815364751,0.05786372760608481,0.046933796910272677,-0.010929930695812135,continuous_direct_verified,gamma_low,0.11126719199546735,1.0639971894159506,0.03907946421942758,0.0006172810359193898,0.00445683254454643,1.2000000000000002
41,0.14483228670433165,0.5384235389530658,0.2849414538961709,199,0.16367042521681802,2.308855476213301,0.32846982159038157,0.16367042521681802,-0.16479939637356356,continuous_direct_verified,gamma_low,0.1405248451712652,0.5416665859642673,0.23745121158014246,0.004307441533066447,0.003243047011201483,1.2
42,0.18787788040935993,0.9903317846357822,0.016371815169906125,199,0.022669637255906153,0.3197945875238655,0.05943871764778354,0.022669637255906153,-0.03676908039187739,continuous_direct_verified,gamma_low,0.18752342052444906,0.988922640455295,0.013643179308255102,0.0003544598849108682,0.0014091441804872096,1.2000000000000002
43,0.07053218022920192,0.6165474988520145,0.8161850838496462,199,0.08823270949557344,1.2446755376246135,0.1334354883830001,0.08823270949557344,-0.04520277888742666,continuous_direct_verified,m_low,0.07404941606452936,0.5865474988520145,0.9447355889300715,0.0035172358353274397,0.030000000000000027,1.1575016593958072
44,0.06500655431300402,0.8756280399858951,0.13503126902461451,199,0.07496328788745053,1.0574873103959503,0.09622291898533868,0.07496328788745053,-0.021259631097888143,continuous_direct_verified,gamma_low,0.06403436605884572,0.8694715864077742,0.11252605752051212,0.0009721882541583043,0.006156453578120891,1.1999999999999997
45,0.1729577556718141,0.7050671614706516,0.0988883203944121,199,0.09851894090949648,1.3897806884065713,0.13325867574890407,0.09851894090949648,-0.03473973483940759,continuous_direct_verified,gamma_low,0.17108568659531412,0.7023068845790127,0.08240693366201007,0.001872069076499977,0.0027602768916389353,1.2000000000000002
46,0.1409989159088582,1.153751028329134,0.5443786891124439,199,0.1497214914915099,2.112081550952522,0.21132355125789146,0.1497214914915099,-0.061602059766381556,continuous_direct_verified,a1_high,0.14599891590885822,1.1528027449327503,0.6068307112264016,0.0050000000000000044,0.0009482833963836423,1.114721651238368
47,0.09865898108109833,0.4269424505531788,0.02452890975574251,199,0.016730849987289204,0.23601768348608512,0.30807471578916734,0.016730849987289204,-0.29134386580187815,continuous_direct_verified,gamma_low,0.0983785749019353,0.4269242878887686,0.020440758129785422,0.00028040617916302857,1.8162664410181772e-05,1.2000000000000002
