design_id,q2_points,q2_min,q2_max,continuous_anchor_count,alias_mahalanobis_min,alias_mahalanobis_p10,alias_mahalanobis_median,alias_mahalanobis_p90,fraction_mahalanobis_ge_3p3,jac_sigma_min_3p_p10,jac_sigma_min_3p_median,jac_condition_3p_median,jac_condition_3p_p90,abs_cos_a1_loggamma_median,abs_cos_a1_m_median,abs_cos_m_loggamma_median,worst_target_slice_alias_mahalanobis_p10,median_target_slice_alias_mahalanobis_p10,worst_target_slice_abs_cos_a1_loggamma_median,trigger_a1_count,trigger_m_count,trigger_gamma_count,target_parameter_recovery_goal,note
mixed_targeted_256,256,-150.0,-0.05,96,0.10040040942410833,0.17441595696926748,0.7360099781457266,1.3898148648529363,0.0,0.16890138560081946,0.6706690901177399,351.60951875631696,1076.8952556137465,0.9903664583722884,0.9915176424474816,0.9575971650759494,0.7218718002155995,1.000776944110558,0.9990712922354639,28,2,66,0.95,This audit measures physical information/aliasing. 95% network recovery is tested only after a winning g design passes dataset construction and a physics ceiling test.
