design_id,m_slice,anchors,fixed_m_alias_mahalanobis_p10,fixed_m_alias_mahalanobis_median,agamma_sigma_min_p10,agamma_condition_median,abs_cos_a1_loggamma_median
hybrid_near_200,0.4,16,0.1986772876292153,1.5142178799017902,0.20633439272478257,116.42447454495792,0.9995813017649717
hybrid_near_200,0.45,16,0.24246632280438968,0.9618516332039507,0.24617675336070172,138.57059579877557,0.9994375075588949
hybrid_near_200,0.5,16,0.31486869692394204,1.3758151576708229,0.3303309404120871,106.17037869861261,0.999054795856031
hybrid_near_200,0.55,16,0.43754243806856086,1.3247349671980038,0.42486762056421273,106.39476460750825,0.9986169234657064
hybrid_near_200,0.6,16,0.4764326091305788,1.900223256894657,0.4565003753019896,80.19634296505498,0.9980981795999709
hybrid_near_200,0.65,16,0.5726827509627381,1.8674417306186566,0.5894423504093902,79.41238541598764,0.9974369024337608
