design_id,q2_points,q2_min,q2_max,continuous_anchor_count,alias_mahalanobis_min,alias_mahalanobis_p10,alias_mahalanobis_median,alias_mahalanobis_p90,fraction_mahalanobis_ge_3p3,jac_sigma_min_3p_p10,jac_sigma_min_3p_median,jac_condition_3p_median,jac_condition_3p_p90,abs_cos_a1_loggamma_median,abs_cos_a1_m_median,abs_cos_m_loggamma_median,worst_target_slice_alias_mahalanobis_p10,median_target_slice_alias_mahalanobis_p10,worst_target_slice_abs_cos_a1_loggamma_median,trigger_a1_count,trigger_m_count,trigger_gamma_count,target_parameter_recovery_goal,note
mixed_targeted_200,200,-150.0,-0.05,96,0.07615620795796381,0.1381607885938717,0.5384310746768339,1.0262416094471976,0.0,0.13749654596935507,0.49917318461452853,410.9403352775198,1269.9018560301195,0.9923657792857568,0.9954081047744436,0.9718291041592008,0.5942699301708652,0.7651478753024026,0.9994018521030366,27,4,65,0.95,This audit measures physical information/aliasing. 95% network recovery is tested only after a winning g design passes dataset construction and a physics ceiling test.
