state_id,a1,m,gamma,q2_points,recovery_alias_margin_rms_snr,recovery_alias_mahalanobis,recovery_alias_margin_grid_verified,recovery_alias_margin_refined,refined_minus_grid_margin,alias_source_refined,alias_trigger_refined,alias_a1_refined,alias_m_refined,alias_gamma_refined,alias_delta_a1_refined,alias_delta_m_refined,alias_gamma_factor_refined
0,0.08935047569684684,1.0435524553060531,0.016660916064446266,240,0.024711738054744782,0.3828325997674665,0.03326791977743597,0.024711738054744782,-0.008556181722691188,continuous_direct_verified,gamma_low,0.08913391899378788,1.0410420283539783,0.013884096720371886,0.0002165567030589649,0.002510426952074818,1.2000000000000002
1,0.13169503202661875,0.5633267313241959,0.8014574692050626,240,0.1426069603183091,2.2092575294642924,0.2307124644165496,0.1426069603183091,-0.0881055040982405,continuous_direct_verified,a1_high,0.13669503202661876,0.5480504701369645,0.8893960469317819,0.0050000000000000044,0.015276261187231355,1.1097233242007745
2,0.16365816835314037,0.9154286861419677,0.044410161481482385,240,0.08541052954819243,1.3231742341236232,0.1680116269178139,0.08541052954819243,-0.08260109736962147,continuous_direct_verified,gamma_low,0.1626485298117864,0.9104353063648648,0.03700846790123532,0.0010096385413539688,0.004993379777102902,1.2000000000000002
3,0.05571149964816868,0.6914491593837738,0.3006747794573407,240,0.16266255592989698,2.519957480672094,0.21087647028242198,0.16266255592989698,-0.048213914352525006,continuous_direct_verified,gamma_low,0.053774866599741754,0.6846719447703133,0.25056231621445063,0.0019366330484269292,0.0067772146134604805,1.2
4,0.07997829578816891,0.8007249414920807,0.497662172491272,240,0.23940982370551883,3.7089210405197126,0.3241963051279032,0.23940982370551883,-0.08478648142238437,continuous_direct_verified,gamma_low,0.07591467485723656,0.7963450293821205,0.41471847707606,0.004063620930932349,0.004379912109960249,1.2
5,0.197319375583902,0.7799688220024108,0.026850406139870567,240,0.054272490470378576,0.8407858069959079,0.06227730653372544,0.054272490470378576,-0.008004816063346867,continuous_direct_verified,gamma_low,0.1966000966736566,0.7776373438730697,0.022375338449892136,0.0007192789102453967,0.0023314781293410913,1.2000000000000002
6,0.15428723148070278,1.1288494616746902,0.15318540985105897,240,0.246249908517039,3.8148871787663685,0.34134454616304777,0.246249908517039,-0.09509463764600876,continuous_direct_verified,gamma_low,0.15099409920135526,1.1088513384535839,0.1276545082092158,0.0032931322793475215,0.01999812322110639,1.2
7,0.12133488627150656,0.4518456429243088,0.08723044264445591,240,0.09505705456639132,1.4726175571006532,0.33756862853677,0.09505705456639132,-0.24251157397037867,continuous_direct_verified,gamma_low,0.11995954838114643,0.45051833001771985,0.07269203553704658,0.0013753378903601232,0.00132731290658894,1.2000000000000002
8,0.10881659854203464,0.9819118052721023,0.1095829316785808,240,0.15144250276784096,2.346137164511275,0.2373821861560758,0.15144250276784096,-0.08593968338823482,continuous_direct_verified,gamma_low,0.10717779595774836,0.9697446113491697,0.09131910973215066,0.0016388025842862808,0.01216719392293264,1.2000000000000002
9,0.1508641809690744,0.6112594574689865,0.06825389838225564,240,0.10072219028711758,1.5603814623021635,0.16995654849219458,0.10072219028711758,-0.06923435820507699,continuous_direct_verified,gamma_low,0.14953442609475645,0.6081840075552629,0.05687824865187969,0.00132975487431794,0.003075449913723549,1.2000000000000002
10,0.18517564493231475,1.06003480553627,0.3895163854140593,240,0.22181212957619098,3.4362987353415573,0.24640489971016408,0.22181212957619098,-0.024592770133973096,continuous_direct_verified,a1_high,0.19017564493231476,1.0718082964996314,0.426592410090305,0.0050000000000000044,0.011773490963361333,1.095184762604617
11,0.07751679485663772,0.5331347346305847,0.019201919022730808,240,0.021628567510668443,0.33506832708456674,0.10605457752742138,0.021628567510668443,-0.08442601001675294,continuous_direct_verified,gamma_low,0.07732854661631014,0.5324607922892252,0.016001599185609006,0.00018824824032757925,0.0006739423413595347,1.2000000000000002
12,0.06193982339464128,1.174640130996704,0.03177378957478014,240,0.035854445748904465,0.5554546850920172,0.05597902366200458,0.035854445748904465,-0.020124577913100114,continuous_direct_verified,gamma_low,0.06164616599262987,1.168955595655482,0.026478157978983445,0.000293657402011413,0.005684535341222041,1.2000000000000002
13,0.1789930840022862,0.4447134912014008,0.2352985256338312,240,0.19783122691910762,3.064788188869937,0.26188193276669475,0.19783122691910762,-0.06405070584758712,continuous_direct_verified,a1_high,0.1839930840022862,0.4438717235135336,0.2724671189139698,0.0050000000000000044,0.0008417676878672009,1.1579635621600959
14,0.1383001122623682,0.8965179055929184,0.01304225134267941,240,0.024361441284812282,0.37740582554275115,0.0988132207710592,0.024361441284812282,-0.07445177948624691,continuous_direct_verified,gamma_low,0.13805122115994586,0.8950377781669447,0.010868542785566173,0.00024889110242234946,0.0014801274259736985,1.2000000000000002
15,0.10564474151469769,0.7228374391794204,0.5732388971948006,240,0.21026947951611658,3.2574807695264845,0.3057008638015947,0.21026947951611658,-0.09543138428547815,continuous_direct_verified,a1_high,0.11064474151469769,0.7162287649507614,0.6582365260825113,0.0050000000000000044,0.006608674228659073,1.1482761014712273
16,0.10108942384831608,0.8734496988356113,0.059860870951394966,240,0.08452926461945498,1.309521736553236,0.10441637650411399,0.08452926461945498,-0.01988711188465901,continuous_direct_verified,gamma_low,0.10026042809326273,0.867470992515493,0.04988405912616247,0.0008289957550533522,0.005978706320118321,1.2
17,0.1434299389831722,0.7442943193018436,0.12559911764460233,240,0.17801599394732742,2.7578119196662376,0.2762923307453261,0.17801599394732742,-0.09827633679799869,continuous_direct_verified,gamma_low,0.141110231551523,0.7368026297069942,0.10466593137050195,0.002319707431649193,0.007491689594849471,1.1999999999999997
18,0.17532469239085913,1.195321936160326,0.02286528029525867,240,0.051575939716306814,0.799011022345016,0.08046533118277492,0.051575939716306814,-0.028889391466468108,continuous_direct_verified,gamma_low,0.17472142658487147,1.1910438908545244,0.01905440024604889,0.0006032658059876572,0.004278045305801559,1.2000000000000002
19,0.06737290960736574,0.422420359402895,0.3288161207438799,240,0.15421250527600006,2.3890498588434865,0.2514281094503733,0.15421250527600006,-0.09721560417437325,continuous_direct_verified,gamma_low,0.06476619551692453,0.4259897264942225,0.2740134339532333,0.002606714090441206,0.003569367091327491,1.1999999999999997
20,0.0729626126587391,1.082279098778963,0.19872197114881943,240,0.17864388163473138,2.7675391138926546,0.24198148811730238,0.17864388163473138,-0.063337606482571,continuous_direct_verified,gamma_low,0.0710166389638795,1.060839038217514,0.16560164262401622,0.001945973694859604,0.021440060561449092,1.1999999999999997
